Year,Sex,Age,Country,Region,Observation status,Unit multiplier,Unit measure,GeoCode,Value
1989,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,5.9
1990,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,5.6
1991,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,4.7
1992,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,6.5
1993,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,6.1
1994,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,5.6
1995,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,5.3
1996,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,5.8
1997,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,5.5
1998,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,6.1
1999,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,6.0
2000,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,6.4
2001,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,4.9
2002,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,7.3
2003,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,4.5
2004,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,5.3
2005,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,5.1
2006,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,5.0
2007,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,3.4
2008,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,4.8
2009,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,5.4
2010,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,4.0
2011,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,4.9
2012,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,5.1
2013,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,3.4
2014,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,4.6
2015,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,4.8
2016,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,4.2
2017,Female,25 to 29,,,Undefined,Units,"Rate per 100,000 population",,4.2
1981,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,12.5
1982,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,12.8
1983,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,12.1
1984,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,12.6
1985,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,13.9
1986,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,13.6
1987,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,14.0
1988,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,15.5
1989,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,13.9
1990,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,14.0
1991,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,15.4
1992,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,14.3
1993,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,14.0
1994,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,15.5
1995,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,14.7
1996,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,16.2
1997,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,14.8
1998,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,18.2
1999,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,16.9
2000,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,15.3
2001,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,15.4
2002,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,15.4
2003,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,15.2
2004,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,14.2
2005,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,14.1
2006,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,12.8
2007,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,13.5
2008,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,13.6
2009,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,11.1
2010,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,11.8
2011,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,12.4
2012,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,12.2
2013,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,12.2
2014,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,11.4
2015,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,12.4
2016,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,12.0
2017,,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,11.6
1981,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,17.9
1982,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,18.5
1983,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,18.4
1984,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,19.5
1985,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,20.9
1986,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,21.2
1987,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,21.8
1988,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,23.7
1989,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,21.5
1990,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,21.6
1991,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,24.5
1992,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,22.7
1993,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,22.1
1994,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,25.0
1995,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,24.8
1996,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,26.1
1997,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,24.3
1998,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,30.0
1999,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,27.8
2000,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,24.8
2001,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,24.6
2002,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,25.8
2003,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,24.2
2004,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,22.6
2005,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,22.5
2006,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,21.2
2007,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,21.6
2008,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,21.2
2009,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,18.2
2010,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,18.8
2011,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,19.2
2012,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,19.7
2013,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,19.5
2014,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,17.9
2015,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,19.2
2016,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,19.1
2017,Male,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,17.7
1981,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,7.0
1982,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,6.9
1983,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,5.7
1984,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,5.5
1985,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,6.8
1986,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,5.9
1987,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,6.1
1988,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,7.2
1989,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,6.4
1990,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,6.5
1991,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,6.4
1992,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,6.0
1993,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,6.0
1994,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,6.1
1995,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,4.8
1996,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,6.3
1997,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,5.5
1998,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,6.5
1999,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,6.2
2000,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,5.9
2001,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,6.3
2002,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,5.2
2003,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,6.5
2004,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,5.8
2005,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,5.8
2006,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,4.5
2007,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,5.5
2008,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,6.0
2009,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,4.1
2010,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,4.8
2011,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,5.7
2012,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,4.8
2013,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,4.9
2014,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,5.0
2015,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,5.6
2016,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,5.0
2017,Female,30 to 34,,,Undefined,Units,"Rate per 100,000 population",,5.7
1981,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,13.7
1982,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,13.3
1983,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,14.0
1984,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,14.0
1985,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,13.8
1986,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,13.5
1987,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,13.6
1988,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,16.5
1989,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,14.0
1990,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,15.5
1991,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,15.7
1992,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,15.4
1993,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,14.6
1994,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,13.5
1995,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,15.1
1996,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,13.6
1997,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,14.1
1998,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,15.4
1999,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,16.2
2000,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,16.0
2001,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,15.0
2002,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,15.2
2003,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,15.3
2004,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,16.0
2005,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,14.9
2006,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,14.5
2007,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,14.1
2008,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,14.5
2009,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,15.1
2010,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,13.6
2011,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,15.3
2012,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,14.3
2013,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,15.4
2014,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,13.2
2015,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,12.8
2016,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,11.8
2017,,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,12.2
1981,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,19.6
1982,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,18.4
1983,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,19.3
1984,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,19.6
1985,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,20.8
1986,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,19.2
1987,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,20.2
1988,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,25.1
1989,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,22.2
1990,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,24.2
1991,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,25.5
1992,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,25.2
1993,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,22.9
1994,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,21.4
1995,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,23.2
1996,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,21.1
1997,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,21.5
1998,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,23.7
1999,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,25.7
2000,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,25.9
2001,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,23.1
2002,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,23.8
2003,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,24.3
2004,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,26.0
2005,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,23.6
2006,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,23.2
2007,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,23.3
2008,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,23.6
2009,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,24.5
2010,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,21.1
2011,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,24.1
2012,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,23.1
2013,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,23.6
2014,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,20.1
2015,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,19.5
2016,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,19.0
2017,Male,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,19.0
1981,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,7.7
1982,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,8.2
1983,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,8.6
1984,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,8.4
1985,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,6.7
1986,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,7.9
1987,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,7.1
1988,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,8.0
1989,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,5.8
1990,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,6.8
1991,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,6.0
1992,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,5.7
1993,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,6.4
1994,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,5.7
1995,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,7.1
1996,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,6.2
1997,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,6.8
1998,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,7.3
1999,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,6.8
2000,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,6.4
2001,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,7.0
2002,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,6.8
2003,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,6.5
2004,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,6.3
2005,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,6.3
2006,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,6.0
2007,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,5.2
2008,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,5.4
2009,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,6.0
2010,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,6.2
2011,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,6.7
2012,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,5.5
2013,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,7.2
2014,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,6.4
2015,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,6.2
2016,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,4.7
2017,Female,35 to 39,,,Undefined,Units,"Rate per 100,000 population",,5.6
1981,,40 to 44,,,Undefined,Units,"Rate per 100,000 population",,16.5
1982,,40 to 44,,,Undefined,Units,"Rate per 100,000 population",,15.4
1983,,40 to 44,,,Undefined,Units,"Rate per 100,000 population",,15.9
1984,,40 to 44,,,Undefined,Units,"Rate per 100,000 population",,15.9
1985,,40 to 44,,,Undefined,Units,"Rate per 100,000 population",,16.3
1986,,40 to 44,,,Undefined,Units,"Rate per 100,000 population",,14.8
1987,,40 to 44,,,Undefined,Units,"Rate per 100,000 population",,14.5
1988,,40 to 44,,,Undefined,Units,"Rate per 100,000 population",,15.7
1989,,40 to 44,,,Undefined,Units,"Rate per 100,000 population",,13.8
1990,,40 to 44,,,Undefined,Units,"Rate per 100,000 population",,15.1
1991,,40 to 44,,,Undefined,Units,"Rate per 100,000 population",,15.8
1992,,40 to 44,,,Undefined,Units,"Rate per 100,000 population",,16.0
