Year,Series,Country,Vaccine,Age,Region,Units,Unit multiplier,Observation status,GeoCode,Value
2016/17,Proportion of children vaccinated by 2nd birthday (%),England,Hib Meningococcal group C (booster),,South West,Percentage (%),Units,Normal value,E12000009,93.0
2017/18,Proportion of children vaccinated by 2nd birthday (%),England,Hib Meningococcal group C (booster),,South West,Percentage (%),Units,Normal value,E12000009,93.2
2018/19,Proportion of children vaccinated by 2nd birthday (%),England,Hib Meningococcal group C (booster),,South West,Percentage (%),Units,Normal value,E12000009,93.0
2019/20,Proportion of children vaccinated by 2nd birthday (%),England,Hib Meningococcal group C (booster),,South West,Percentage (%),Units,Normal value,E12000009,93.1
2020/21,Proportion of children vaccinated by 2nd birthday (%),England,Hib Meningococcal group C (booster),,South West,Percentage (%),Units,Normal value,E12000009,93.2
2013/14,Proportion of children vaccinated by 2nd birthday (%),England,Pneumococcal disease (booster),,South West,Percentage (%),Units,Normal value,E12000009,94.4
2014/15,Proportion of children vaccinated by 2nd birthday (%),England,Pneumococcal disease (booster),,South West,Percentage (%),Units,Normal value,E12000009,94.1
2015/16,Proportion of children vaccinated by 2nd birthday (%),England,Pneumococcal disease (booster),,South West,Percentage (%),Units,Normal value,E12000009,93.1
2016/17,Proportion of children vaccinated by 2nd birthday (%),England,Pneumococcal disease (booster),,South West,Percentage (%),Units,Normal value,E12000009,93.1
2017/18,Proportion of children vaccinated by 2nd birthday (%),England,Pneumococcal disease (booster),,South West,Percentage (%),Units,Normal value,E12000009,93.3
2018/19,Proportion of children vaccinated by 2nd birthday (%),England,Pneumococcal disease (booster),,South West,Percentage (%),Units,Normal value,E12000009,93.0
2019/20,Proportion of children vaccinated by 2nd birthday (%),England,Pneumococcal disease (booster),,South West,Percentage (%),Units,Normal value,E12000009,93.1
2020/21,Proportion of children vaccinated by 2nd birthday (%),England,Pneumococcal disease (booster),,South West,Percentage (%),Units,Normal value,E12000009,93.3
2019/20,Proportion of children vaccinated by 2nd birthday (%),England,Meningococcal group B (booster),,South West,Percentage (%),Units,Normal value,E12000009,92.1
2020/21,Proportion of children vaccinated by 2nd birthday (%),England,Meningococcal group B (booster),,South West,Percentage (%),Units,Normal value,E12000009,92.5
2013/14,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,South West,Percentage (%),Units,Normal value,E12000009,96.9
2014/15,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,South West,Percentage (%),Units,Normal value,E12000009,97.0
2015/16,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,South West,Percentage (%),Units,Normal value,E12000009,97.1
2016/17,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,South West,Percentage (%),Units,Normal value,E12000009,96.9
2017/18,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,South West,Percentage (%),Units,Normal value,E12000009,97.1
2018/19,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,South West,Percentage (%),Units,Normal value,E12000009,96.8
2019/20,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,South West,Percentage (%),Units,Normal value,E12000009,97.0
2020/21,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,South West,Percentage (%),Units,Normal value,E12000009,96.8
2013/14,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,South West,Percentage (%),Units,Normal value,E12000009,91.7
2014/15,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,South West,Percentage (%),Units,Normal value,E12000009,90.6
2015/16,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,South West,Percentage (%),Units,Normal value,E12000009,88.4
2016/17,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,South West,Percentage (%),Units,Normal value,E12000009,88.9
2017/18,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,South West,Percentage (%),Units,Normal value,E12000009,89.9
2018/19,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,South West,Percentage (%),Units,Normal value,E12000009,89.4
2019/20,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,South West,Percentage (%),Units,Normal value,E12000009,90.1
2020/21,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,South West,Percentage (%),Units,Normal value,E12000009,89.7
2013/14,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first dose),,South West,Percentage (%),Units,Normal value,E12000009,95.3
2014/15,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first dose),,South West,Percentage (%),Units,Normal value,E12000009,95.5
2015/16,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first dose),,South West,Percentage (%),Units,Normal value,E12000009,96.0
2016/17,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first dose),,South West,Percentage (%),Units,Normal value,E12000009,96.1
2017/18,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first dose),,South West,Percentage (%),Units,Normal value,E12000009,96.1
2018/19,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first dose),,South West,Percentage (%),Units,Normal value,E12000009,96.0
2019/20,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first dose),,South West,Percentage (%),Units,Normal value,E12000009,96.4
2020/21,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first dose),,South West,Percentage (%),Units,Normal value,E12000009,96.0
2013/14,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first and second dose),,South West,Percentage (%),Units,Normal value,E12000009,90.4
2014/15,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first and second dose),,South West,Percentage (%),Units,Normal value,E12000009,90.9
2015/16,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first and second dose),,South West,Percentage (%),Units,Normal value,E12000009,90.6
2016/17,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first and second dose),,South West,Percentage (%),Units,Normal value,E12000009,90.0
2017/18,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first and second dose),,South West,Percentage (%),Units,Normal value,E12000009,90.9
2018/19,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first and second dose),,South West,Percentage (%),Units,Normal value,E12000009,90.7
2019/20,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first and second dose),,South West,Percentage (%),Units,Normal value,E12000009,91.5
2020/21,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first and second dose),,South West,Percentage (%),Units,Normal value,E12000009,91.2
2013/14,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,South West,Percentage (%),Units,Normal value,E12000009,93.2
2014/15,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,South West,Percentage (%),Units,Normal value,E12000009,93.5
2015/16,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,South West,Percentage (%),Units,Normal value,E12000009,94.8
2016/17,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,South West,Percentage (%),Units,Normal value,E12000009,94.8
2017/18,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,South West,Percentage (%),Units,Normal value,E12000009,94.9
2018/19,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,South West,Percentage (%),Units,Normal value,E12000009,95.0
2019/20,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,South West,Percentage (%),Units,Normal value,E12000009,95.3
2020/21,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,South West,Percentage (%),Units,Normal value,E12000009,95.2
2018/19,Proportion of children vaccinated by 2nd birthday (%),England,Meningococcal group B (booster),,South West,Percentage (%),Units,Normal value,E12000009,91.8
2020/21,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,West Midlands,Percentage (%),Units,Normal value,E12000005,91.9
2019/20,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,West Midlands,Percentage (%),Units,Normal value,E12000005,92.4
2018/19,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,West Midlands,Percentage (%),Units,Normal value,E12000005,92.2
2017/18,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,West Midlands,Percentage (%),Units,Normal value,E12000005,92.8
2016/17,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,West Midlands,Percentage (%),Units,Normal value,E12000005,93.8
2015/16,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,West Midlands,Percentage (%),Units,Normal value,E12000005,94.3
2014/15,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,West Midlands,Percentage (%),Units,Normal value,E12000005,94.9
2013/14,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,West Midlands,Percentage (%),Units,Normal value,E12000005,95.2
2019/20,Proportion of children vaccinated by 1st birthday (%),England,Pneumococcal disease (primary),,West Midlands,Percentage (%),Units,Normal value,E12000005,93.0
2018/19,Proportion of children vaccinated by 1st birthday (%),England,Pneumococcal disease (primary),,West Midlands,Percentage (%),Units,Normal value,E12000005,92.9
2017/18,Proportion of children vaccinated by 1st birthday (%),England,Pneumococcal disease (primary),,West Midlands,Percentage (%),Units,Normal value,E12000005,93.6
2016/17,Proportion of children vaccinated by 1st birthday (%),England,Pneumococcal disease (primary),,West Midlands,Percentage (%),Units,Normal value,E12000005,94.0
2015/16,Proportion of children vaccinated by 1st birthday (%),England,Pneumococcal disease (primary),,West Midlands,Percentage (%),Units,Normal value,E12000005,94.2
2014/15,Proportion of children vaccinated by 1st birthday (%),England,Pneumococcal disease (primary),,West Midlands,Percentage (%),Units,Normal value,E12000005,94.5
2013/14,Proportion of children vaccinated by 1st birthday (%),England,Pneumococcal disease (primary),,West Midlands,Percentage (%),Units,Normal value,E12000005,94.8
2020/21,Proportion of children vaccinated by 1st birthday (%),England,Rotavirus (primary),,West Midlands,Percentage (%),Units,Normal value,E12000005,89.4
2019/20,Proportion of children vaccinated by 1st birthday (%),England,Rotavirus (primary),,West Midlands,Percentage (%),Units,Normal value,E12000005,89.5
2018/19,Proportion of children vaccinated by 1st birthday (%),England,Rotavirus (primary),,West Midlands,Percentage (%),Units,Normal value,E12000005,88.9
2017/18,Proportion of children vaccinated by 1st birthday (%),England,Rotavirus (primary),,West Midlands,Percentage (%),Units,Normal value,E12000005,89.2
2016/17,Proportion of children vaccinated by 1st birthday (%),England,Rotavirus (primary),,West Midlands,Percentage (%),Units,Normal value,E12000005,89.9
2020/21,Proportion of children vaccinated by 1st birthday (%),England,Meningococcal group B (primary),,West Midlands,Percentage (%),Units,Normal value,E12000005,92.1
