Year,Contraceptive method,Types of contraception,Age,Region,Local Authority,Observation status,Unit measure,GeoCode,Value
2018/19,Long acting reversible contraceptives,,,London,Camden,Undefined,Percentage (%),E09000007,38.0
2018/19,Long acting reversible contraceptives,,,London,Croydon,Undefined,Percentage (%),E09000008,40.0
2018/19,Long acting reversible contraceptives,,,London,Ealing,Undefined,Percentage (%),E09000009,32.0
2018/19,Long acting reversible contraceptives,,,London,Enfield,Undefined,Percentage (%),E09000010,56.0
2018/19,Long acting reversible contraceptives,,,London,Greenwich,Undefined,Percentage (%),E09000011,47.0
2018/19,Long acting reversible contraceptives,,,London,Hackney,Undefined,Percentage (%),E09000012,46.0
2018/19,Long acting reversible contraceptives,,,London,Hammersmith and Fulham,Undefined,Percentage (%),E09000013,36.0
2018/19,Long acting reversible contraceptives,,,London,Haringey,Undefined,Percentage (%),E09000014,44.0
2018/19,Long acting reversible contraceptives,,,London,Harrow,Undefined,Percentage (%),E09000015,33.0
2018/19,Long acting reversible contraceptives,,,London,Havering,Undefined,Percentage (%),E09000016,50.0
2018/19,Long acting reversible contraceptives,,,London,Hillingdon,Undefined,Percentage (%),E09000017,44.0
2018/19,Long acting reversible contraceptives,,,London,Hounslow,Undefined,Percentage (%),E09000018,39.0
2018/19,Long acting reversible contraceptives,,,London,Islington,Undefined,Percentage (%),E09000019,40.0
2018/19,Long acting reversible contraceptives,,,London,Kensington and Chelsea,Undefined,Percentage (%),E09000020,41.0
2018/19,Long acting reversible contraceptives,,,London,Kingston upon Thames,Undefined,Percentage (%),E09000021,37.0
2018/19,Long acting reversible contraceptives,,,London,Lambeth,Undefined,Percentage (%),E09000022,45.0
2018/19,Long acting reversible contraceptives,,,London,Lewisham,Undefined,Percentage (%),E09000023,41.0
2018/19,Long acting reversible contraceptives,,,London,Merton,Undefined,Percentage (%),E09000024,41.0
2018/19,Long acting reversible contraceptives,,,London,Newham,Undefined,Percentage (%),E09000025,40.0
2018/19,Long acting reversible contraceptives,,,London,Redbridge,Undefined,Percentage (%),E09000026,46.0
2018/19,Long acting reversible contraceptives,,,London,Richmond upon Thames,Undefined,Percentage (%),E09000027,38.0
2018/19,Long acting reversible contraceptives,,,London,Southwark,Undefined,Percentage (%),E09000028,42.0
2018/19,Long acting reversible contraceptives,,,London,Sutton,Undefined,Percentage (%),E09000029,40.0
2018/19,Long acting reversible contraceptives,,,London,Tower Hamlets,Undefined,Percentage (%),E09000030,39.0
2018/19,Long acting reversible contraceptives,,,London,Waltham Forest,Undefined,Percentage (%),E09000031,42.0
2018/19,Long acting reversible contraceptives,,,London,Wandsworth,Undefined,Percentage (%),E09000032,43.0
2018/19,Long acting reversible contraceptives,,,London,Westminster,Undefined,Percentage (%),E09000033,40.0
2018/19,Long acting reversible contraceptives,,,South East,,Undefined,Percentage (%),E12000008,41.0
2018/19,Long acting reversible contraceptives,,,South East,Bracknell Forest,Undefined,Percentage (%),E06000036,45.0
2018/19,Long acting reversible contraceptives,,,South East,Brighton and Hove,Undefined,Percentage (%),E06000043,40.0
2018/19,Long acting reversible contraceptives,,,South East,Buckinghamshire,Undefined,Percentage (%),,46.0
2018/19,Long acting reversible contraceptives,,,South East,East Sussex,Undefined,Percentage (%),,41.0
2018/19,Long acting reversible contraceptives,,,South East,Hampshire,Undefined,Percentage (%),,45.0
2018/19,Long acting reversible contraceptives,,,South East,Isle of Wight,Undefined,Percentage (%),E06000046,63.0
2018/19,Long acting reversible contraceptives,,,South East,Kent,Undefined,Percentage (%),,43.0
2018/19,Long acting reversible contraceptives,,,South East,Medway,Undefined,Percentage (%),E06000035,46.0
2018/19,Long acting reversible contraceptives,,,South East,Milton Keynes,Undefined,Percentage (%),E06000042,37.0
2018/19,Long acting reversible contraceptives,,,South East,Oxfordshire,Undefined,Percentage (%),,38.0
2018/19,Long acting reversible contraceptives,,,South East,Portsmouth,Undefined,Percentage (%),E06000044,51.0
2018/19,Long acting reversible contraceptives,,,South East,Reading,Undefined,Percentage (%),E06000038,38.0
2018/19,Long acting reversible contraceptives,,,South East,Slough,Undefined,Percentage (%),E06000039,39.0
2018/19,Long acting reversible contraceptives,,,South East,Southampton,Undefined,Percentage (%),E06000045,49.0
2018/19,Long acting reversible contraceptives,,,South East,Surrey,Undefined,Percentage (%),,36.0
2018/19,Long acting reversible contraceptives,,,South East,West Berkshire,Undefined,Percentage (%),E06000037,45.0
2018/19,Long acting reversible contraceptives,,,South East,West Sussex,Undefined,Percentage (%),,31.0
2018/19,Long acting reversible contraceptives,,,South East,Windsor and Maidenhead,Undefined,Percentage (%),E06000040,39.0
2018/19,Long acting reversible contraceptives,,,South East,Wokingham,Undefined,Percentage (%),E06000041,40.0
2018/19,Long acting reversible contraceptives,,,South West,,Undefined,Percentage (%),E12000009,48.0
2018/19,Long acting reversible contraceptives,,,South West,Bath and North East Somerset,Undefined,Percentage (%),E06000022,41.0
2018/19,Long acting reversible contraceptives,,,South West,Bournemouth,Undefined,Percentage (%),E06000028,49.0
2018/19,Long acting reversible contraceptives,,,South West,"Bristol, City of",Undefined,Percentage (%),,42.0
2018/19,Long acting reversible contraceptives,,,South West,Cornwall,Undefined,Percentage (%),E06000052,51.0
2018/19,Long acting reversible contraceptives,,,South West,Devon,Undefined,Percentage (%),,45.0
2018/19,Long acting reversible contraceptives,,,South West,Dorset,Undefined,Percentage (%),,57.0
2018/19,Long acting reversible contraceptives,,,South West,Gloucestershire,Undefined,Percentage (%),,52.0
2018/19,Long acting reversible contraceptives,,,South West,North Somerset,Undefined,Percentage (%),E06000024,40.0
2018/19,Long acting reversible contraceptives,,,South West,Plymouth,Undefined,Percentage (%),E06000026,51.0
2018/19,Long acting reversible contraceptives,,,South West,Poole,Undefined,Percentage (%),E06000029,65.0
2018/19,Long acting reversible contraceptives,,,South West,Somerset,Undefined,Percentage (%),,46.0
2018/19,Long acting reversible contraceptives,,,South West,South Gloucestershire,Undefined,Percentage (%),E06000025,46.0
2018/19,Long acting reversible contraceptives,,,South West,Swindon,Undefined,Percentage (%),E06000030,49.0
2018/19,Long acting reversible contraceptives,,,South West,Torbay,Undefined,Percentage (%),E06000027,48.0
2018/19,User dependent,,,South West,Wiltshire,Undefined,Percentage (%),E06000054,52.0
2018/19,User dependent,,,North East,,Undefined,Percentage (%),E12000001,51.0
2018/19,User dependent,,,North East,County Durham,Undefined,Percentage (%),E06000047,55.0
2018/19,User dependent,,,North East,Darlington,Undefined,Percentage (%),E06000005,68.0
2018/19,User dependent,,,North East,Gateshead,Undefined,Percentage (%),E08000037,54.0
2018/19,User dependent,,,North East,Hartlepool,Undefined,Percentage (%),E06000001,65.0
2018/19,User dependent,,,North East,Middlesbrough,Undefined,Percentage (%),E06000002,48.0
2018/19,User dependent,,,North East,Newcastle upon Tyne,Undefined,Percentage (%),E08000021,51.0
2018/19,User dependent,,,North East,North Tyneside,Undefined,Percentage (%),E08000022,50.0
2018/19,User dependent,,,North East,Northumberland,Undefined,Percentage (%),E06000057,48.0
2018/19,User dependent,,,North East,Redcar and Cleveland,Undefined,Percentage (%),E06000003,46.0
2018/19,User dependent,,,North East,South Tyneside,Undefined,Percentage (%),E08000023,55.0
2018/19,User dependent,,,North East,Stockton-on-Tees,Undefined,Percentage (%),E06000004,64.0
2018/19,User dependent,,,North East,Sunderland,Undefined,Percentage (%),E08000024,41.0
2018/19,User dependent,,,North West,,Undefined,Percentage (%),E12000002,59.0
2018/19,User dependent,,,North West,Blackburn with Darwen,Undefined,Percentage (%),E06000008,65.0
2018/19,User dependent,,,North West,Blackpool,Undefined,Percentage (%),E06000009,50.0
2018/19,User dependent,,,North West,Bolton,Undefined,Percentage (%),E08000001,47.0
2018/19,User dependent,,,North West,Bury,Undefined,Percentage (%),E08000002,59.0
2018/19,User dependent,,,North West,Cheshire East,Undefined,Percentage (%),E06000049,52.0
2018/19,User dependent,,,North West,Cheshire West and Chester,Undefined,Percentage (%),E06000050,61.0
2018/19,User dependent,,,North West,Cumbria,Undefined,Percentage (%),,44.0
2018/19,User dependent,,,North West,Halton,Undefined,Percentage (%),E06000006,69.0
2018/19,User dependent,,,North West,Knowsley,Undefined,Percentage (%),E08000011,65.0
2018/19,User dependent,,,North West,Lancashire,Undefined,Percentage (%),,57.0
2018/19,User dependent,,,North West,Liverpool,Undefined,Percentage (%),E08000012,68.0
2018/19,User dependent,,,North West,Manchester,Undefined,Percentage (%),E08000003,57.0
2018/19,User dependent,,,North West,Oldham,Undefined,Percentage (%),E08000004,56.0
2018/19,User dependent,,,North West,Rochdale,Undefined,Percentage (%),E08000005,52.0
2018/19,User dependent,,,North West,Salford,Undefined,Percentage (%),E08000006,56.0
2018/19,User dependent,,,North West,Sefton,Undefined,Percentage (%),E08000014,61.0
2018/19,User dependent,,,North West,St. Helens,Undefined,Percentage (%),E08000013,70.0
2018/19,User dependent,,,North West,Stockport,Undefined,Percentage (%),E08000007,48.0
2018/19,User dependent,,,North West,Tameside,Undefined,Percentage (%),E08000008,56.0
2018/19,User dependent,,,North West,Trafford,Undefined,Percentage (%),E08000009,52.0
2018/19,User dependent,,,North West,Warrington,Undefined,Percentage (%),E06000007,55.0
2018/19,User dependent,,,North West,Wigan,Undefined,Percentage (%),E08000010,54.0
2018/19,User dependent,,,North West,Wirral,Undefined,Percentage (%),E08000015,56.0
2018/19,User dependent,,,Yorkshire and the Humber,,Undefined,Percentage (%),E12000003,52.0
2018/19,User dependent,,,Yorkshire and the Humber,Barnsley,Undefined,Percentage (%),E08000016,60.0
2018/19,User dependent,,,Yorkshire and the Humber,Bradford,Undefined,Percentage (%),E08000032,50.0
2018/19,User dependent,,,Yorkshire and the Humber,Calderdale,Undefined,Percentage (%),E08000033,58.0
2018/19,User dependent,,,Yorkshire and the Humber,Doncaster,Undefined,Percentage (%),E08000017,57.0
2018/19,User dependent,,,Yorkshire and the Humber,East Riding of Yorkshire,Undefined,Percentage (%),E06000011,48.0
2018/19,User dependent,,,Yorkshire and the Humber,"Kingston upon Hull, City of",Undefined,Percentage (%),,43.0
2018/19,User dependent,,,Yorkshire and the Humber,Kirklees,Undefined,Percentage (%),E08000034,51.0
2018/19,User dependent,,,Yorkshire and the Humber,Leeds,Undefined,Percentage (%),E08000035,56.0
2018/19,User dependent,,,Yorkshire and the Humber,North East Lincolnshire,Undefined,Percentage (%),E06000012,53.0
2018/19,User dependent,,,Yorkshire and the Humber,North Lincolnshire,Undefined,Percentage (%),E06000013,58.0
2018/19,User dependent,,,Yorkshire and the Humber,North Yorkshire,Undefined,Percentage (%),,50.0
2018/19,User dependent,,,Yorkshire and the Humber,Rotherham,Undefined,Percentage (%),E08000018,43.0
2018/19,User dependent,,,Yorkshire and the Humber,Sheffield,Undefined,Percentage (%),E08000019,42.0
2018/19,User dependent,,,Yorkshire and the Humber,Wakefield,Undefined,Percentage (%),E08000036,60.0
2018/19,User dependent,,,Yorkshire and the Humber,York,Undefined,Percentage (%),E06000014,62.0
2018/19,User dependent,,,East Midlands,,Undefined,Percentage (%),E12000004,48.0
2018/19,User dependent,,,East Midlands,Derby,Undefined,Percentage (%),E06000015,41.0
2018/19,User dependent,,,East Midlands,Derbyshire,Undefined,Percentage (%),,47.0
2018/19,User dependent,,,East Midlands,Leicester,Undefined,Percentage (%),E06000016,47.0
2018/19,User dependent,,,East Midlands,Leicestershire,Undefined,Percentage (%),,44.0
2018/19,User dependent,,,East Midlands,Lincolnshire,Undefined,Percentage (%),,37.0
2018/19,User dependent,,,East Midlands,Northamptonshire,Undefined,Percentage (%),,49.0
2018/19,User dependent,,,East Midlands,Nottingham,Undefined,Percentage (%),E06000018,53.0
2018/19,User dependent,,,East Midlands,Nottinghamshire,Undefined,Percentage (%),,52.0
2018/19,User dependent,,,West Midlands,,Undefined,Percentage (%),E12000005,57.0
2018/19,User dependent,,,West Midlands,Birmingham,Undefined,Percentage (%),E08000025,62.0
2018/19,User dependent,,,West Midlands,Coventry,Undefined,Percentage (%),E08000026,38.0
2018/19,User dependent,,,West Midlands,Dudley,Undefined,Percentage (%),E08000027,52.0
2018/19,User dependent,,,West Midlands,"Herefordshire, County of",Undefined,Percentage (%),,47.0
2018/19,User dependent,,,West Midlands,Sandwell,Undefined,Percentage (%),E08000028,48.0
2018/19,User dependent,,,West Midlands,Shropshire,Undefined,Percentage (%),E06000051,55.0
2018/19,User dependent,,,West Midlands,Solihull,Undefined,Percentage (%),E08000029,67.0
2018/19,User dependent,,,West Midlands,Staffordshire,Undefined,Percentage (%),,62.0
2018/19,User dependent,,,West Midlands,Stoke-on-Trent,Undefined,Percentage (%),E06000021,57.0
2018/19,User dependent,,,West Midlands,Telford and Wrekin,Undefined,Percentage (%),E06000020,55.0
2018/19,User dependent,,,West Midlands,Walsall,Undefined,Percentage (%),E08000030,55.0
2018/19,User dependent,,,West Midlands,Warwickshire,Undefined,Percentage (%),,53.0
2018/19,User dependent,,,West Midlands,Wolverhampton,Undefined,Percentage (%),E08000031,44.0
2018/19,User dependent,,,West Midlands,Worcestershire,Undefined,Percentage (%),,60.0
2018/19,User dependent,,,East of England,,Undefined,Percentage (%),E12000006,54.0
2018/19,User dependent,,,East of England,Bedford,Undefined,Percentage (%),E06000055,58.0
2018/19,User dependent,,,East of England,Cambridgeshire,Undefined,Percentage (%),,48.0
2018/19,User dependent,,,East of England,Central Bedfordshire,Undefined,Percentage (%),E06000056,56.0
2018/19,User dependent,,,East of England,Essex,Undefined,Percentage (%),,51.0
2018/19,User dependent,,,East of England,Hertfordshire,Undefined,Percentage (%),,58.0
2018/19,User dependent,,,East of England,Luton,Undefined,Percentage (%),E06000032,55.0
2018/19,User dependent,,,East of England,Norfolk,Undefined,Percentage (%),,51.0
2018/19,User dependent,,,East of England,Peterborough,Undefined,Percentage (%),E06000031,55.0
2018/19,User dependent,,,East of England,Southend-on-Sea,Undefined,Percentage (%),E06000033,64.0
2018/19,User dependent,,,East of England,Suffolk,Undefined,Percentage (%),,53.0
2018/19,User dependent,,,East of England,Thurrock,Undefined,Percentage (%),E06000034,46.0
2018/19,User dependent,,,London,,Undefined,Percentage (%),E12000007,59.0
2018/19,User dependent,,,London,Barking and Dagenham,Undefined,Percentage (%),E09000002,46.0
2018/19,User dependent,,,London,Barnet,Undefined,Percentage (%),E09000003,60.0
2018/19,User dependent,,,London,Bexley,Undefined,Percentage (%),E09000004,50.0
2018/19,User dependent,,,London,Brent,Undefined,Percentage (%),E09000005,62.0
2018/19,User dependent,,,London,Bromley,Undefined,Percentage (%),E09000006,56.0
2018/19,User dependent,,,London,Camden,Undefined,Percentage (%),E09000007,62.0
2018/19,User dependent,,,London,Croydon,Undefined,Percentage (%),E09000008,60.0
2018/19,User dependent,,,London,Ealing,Undefined,Percentage (%),E09000009,68.0
2018/19,User dependent,,,London,Enfield,Undefined,Percentage (%),E09000010,44.0
2018/19,User dependent,,,London,Greenwich,Undefined,Percentage (%),E09000011,53.0
2018/19,User dependent,,,London,Hackney,Undefined,Percentage (%),E09000012,54.0
2018/19,User dependent,,,London,Hammersmith and Fulham,Undefined,Percentage (%),E09000013,64.0
2018/19,User dependent,,,London,Haringey,Undefined,Percentage (%),E09000014,56.0
2018/19,User dependent,,,London,Harrow,Undefined,Percentage (%),E09000015,67.0
2018/19,User dependent,,,London,Havering,Undefined,Percentage (%),E09000016,50.0
2018/19,User dependent,,,London,Hillingdon,Undefined,Percentage (%),E09000017,56.0
2018/19,User dependent,,,London,Hounslow,Undefined,Percentage (%),E09000018,61.0
2018/19,User dependent,,,London,Islington,Undefined,Percentage (%),E09000019,60.0
2018/19,User dependent,,,London,Kensington and Chelsea,Undefined,Percentage (%),E09000020,59.0
2018/19,User dependent,,,London,Kingston upon Thames,Undefined,Percentage (%),E09000021,63.0
2018/19,User dependent,,,London,Lambeth,Undefined,Percentage (%),E09000022,55.0
2018/19,User dependent,,,London,Lewisham,Undefined,Percentage (%),E09000023,59.0
2018/19,User dependent,,,London,Merton,Undefined,Percentage (%),E09000024,59.0
2018/19,User dependent,,,London,Newham,Undefined,Percentage (%),E09000025,60.0
2018/19,User dependent,,,London,Redbridge,Undefined,Percentage (%),E09000026,54.0
2018/19,User dependent,,,London,Richmond upon Thames,Undefined,Percentage (%),E09000027,62.0
2018/19,User dependent,,,London,Southwark,Undefined,Percentage (%),E09000028,58.0
2018/19,User dependent,,,London,Sutton,Undefined,Percentage (%),E09000029,60.0
2018/19,User dependent,,,London,Tower Hamlets,Undefined,Percentage (%),E09000030,61.0
2018/19,User dependent,,,London,Waltham Forest,Undefined,Percentage (%),E09000031,58.0
2018/19,User dependent,,,London,Wandsworth,Undefined,Percentage (%),E09000032,57.0
2018/19,User dependent,,,London,Westminster,Undefined,Percentage (%),E09000033,60.0
2018/19,User dependent,,,South East,,Undefined,Percentage (%),E12000008,59.0
2018/19,User dependent,,,South East,Bracknell Forest,Undefined,Percentage (%),E06000036,55.0
2018/19,User dependent,,,South East,Brighton and Hove,Undefined,Percentage (%),E06000043,60.0
2018/19,User dependent,,,South East,Buckinghamshire,Undefined,Percentage (%),,54.0
2018/19,User dependent,,,South East,East Sussex,Undefined,Percentage (%),,59.0
2018/19,User dependent,,,South East,Hampshire,Undefined,Percentage (%),,55.0
2018/19,User dependent,,,South East,Isle of Wight,Undefined,Percentage (%),E06000046,37.0
2018/19,User dependent,,,South East,Kent,Undefined,Percentage (%),,57.0
2018/19,User dependent,,,South East,Medway,Undefined,Percentage (%),E06000035,54.0
2018/19,User dependent,,,South East,Milton Keynes,Undefined,Percentage (%),E06000042,63.0
2018/19,User dependent,,,South East,Oxfordshire,Undefined,Percentage (%),,62.0
2018/19,User dependent,,,South East,Portsmouth,Undefined,Percentage (%),E06000044,49.0
2018/19,User dependent,,,South East,Reading,Undefined,Percentage (%),E06000038,62.0
2018/19,User dependent,,,South East,Slough,Undefined,Percentage (%),E06000039,61.0
2018/19,User dependent,,,South East,Southampton,Undefined,Percentage (%),E06000045,51.0
2018/19,User dependent,,,South East,Surrey,Undefined,Percentage (%),,64.0
2018/19,User dependent,,,South East,West Berkshire,Undefined,Percentage (%),E06000037,55.0
2018/19,User dependent,,,South East,West Sussex,Undefined,Percentage (%),,69.0
2018/19,User dependent,,,South East,Windsor and Maidenhead,Undefined,Percentage (%),E06000040,61.0
2018/19,User dependent,,,South East,Wokingham,Undefined,Percentage (%),E06000041,60.0
2018/19,User dependent,,,South West,,Undefined,Percentage (%),E12000009,52.0
2018/19,User dependent,,,South West,Bath and North East Somerset,Undefined,Percentage (%),E06000022,59.0
2018/19,User dependent,,,South West,Bournemouth,Undefined,Percentage (%),E06000028,51.0
2018/19,User dependent,,,South West,"Bristol, City of",Undefined,Percentage (%),,58.0
2018/19,User dependent,,,South West,Cornwall,Undefined,Percentage (%),E06000052,49.0
2018/19,User dependent,,,South West,Devon,Undefined,Percentage (%),,55.0
2018/19,User dependent,,,South West,Dorset,Undefined,Percentage (%),,43.0
2018/19,User dependent,,,South West,Gloucestershire,Undefined,Percentage (%),,48.0
2018/19,User dependent,,,South West,North Somerset,Undefined,Percentage (%),E06000024,60.0
2018/19,User dependent,,,South West,Plymouth,Undefined,Percentage (%),E06000026,49.0
2018/19,User dependent,,,South West,Poole,Undefined,Percentage (%),E06000029,35.0
2018/19,User dependent,,,South West,Somerset,Undefined,Percentage (%),,54.0
2018/19,User dependent,,,South West,South Gloucestershire,Undefined,Percentage (%),E06000025,54.0
2018/19,User dependent,,,South West,Swindon,Undefined,Percentage (%),E06000030,51.0
2018/19,User dependent,,,South West,Torbay,Undefined,Percentage (%),E06000027,52.0
2018/19,User dependent,,,South West,Wiltshire,Undefined,Percentage (%),E06000054,48.0
