Year,Vaccine,Age,Country,Region,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2013/14,Measles mumps rubella (first dose),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,90.6
2014/15,Measles mumps rubella (first dose),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,90.7
2015/16,Measles mumps rubella (first dose),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,91.1
2016/17,Measles mumps rubella (first dose),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,91.1
2017/18,Measles mumps rubella (first dose),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,91.4
2018/19,Measles mumps rubella (first dose),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,90.4
2013/14,Measles mumps rubella (first and second dose),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,80.7
2014/15,Measles mumps rubella (first and second dose),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,81.1
2015/16,Measles mumps rubella (first and second dose),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,81.7
2016/17,Measles mumps rubella (first and second dose),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,79.5
2017/18,Measles mumps rubella (first and second dose),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,77.8
2018/19,Measles mumps rubella (first and second dose),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,76.3
2013/14,Hib Meningococcal group C (booster),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,87.2
2014/15,Hib Meningococcal group C (booster),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,87.3
2015/16,Hib Meningococcal group C (booster),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,88.7
2016/17,Hib Meningococcal group C (booster),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,88.2
2017/18,Hib Meningococcal group C (booster),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,88.1
2018/19,Hib Meningococcal group C (booster),By 5th birthday,England,London,Percentage (%),Units,Undefined,E12000007,87.5
2013/14,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,94.2
2014/15,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,94.6
2015/16,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,94.3
2016/17,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,94.3
2017/18,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,94.4
2018/19,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,94.1
2013/14,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,87.4
2014/15,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,86.9
2015/16,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,83.7
2016/17,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,84.4
2017/18,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,84.1
2018/19,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,84.3
2013/14,Measles mumps rubella (first dose),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,92.6
2014/15,Measles mumps rubella (first dose),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,93.2
2015/16,Measles mumps rubella (first dose),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,93.5
2016/17,Measles mumps rubella (first dose),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,93.4
2017/18,Measles mumps rubella (first dose),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,93.9
2018/19,Measles mumps rubella (first dose),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,94.1
2013/14,Measles mumps rubella (first and second dose),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,86.6
2014/15,Measles mumps rubella (first and second dose),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,86.8
2015/16,Measles mumps rubella (first and second dose),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,86.4
2016/17,Measles mumps rubella (first and second dose),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,86.2
2017/18,Measles mumps rubella (first and second dose),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,87.2
2018/19,Measles mumps rubella (first and second dose),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,87.4
2013/14,Hib Meningococcal group C (booster),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,90.2
2014/15,Hib Meningococcal group C (booster),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,91.8
2015/16,Hib Meningococcal group C (booster),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,91.3
2016/17,Hib Meningococcal group C (booster),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,91.2
2017/18,Hib Meningococcal group C (booster),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,90.9
2018/19,Hib Meningococcal group C (booster),By 5th birthday,England,South East,Percentage (%),Units,Undefined,E12000008,91.2
2013/14,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,96.9
2014/15,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,97.0
2015/16,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,97.1
2016/17,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,96.9
2017/18,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,97.1
2018/19,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,96.8
2013/14,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,91.7
2014/15,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,90.6
2015/16,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,88.4
2016/17,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,88.9
2017/18,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,89.9
2018/19,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,89.4
2013/14,Measles mumps rubella (first dose),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,95.3
2014/15,Measles mumps rubella (first dose),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,95.5
2015/16,Measles mumps rubella (first dose),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,96.0
2016/17,Measles mumps rubella (first dose),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,96.1
2017/18,Measles mumps rubella (first dose),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,96.1
2018/19,Measles mumps rubella (first dose),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,96.0
2013/14,Measles mumps rubella (first and second dose),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,90.4
2014/15,Measles mumps rubella (first and second dose),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,90.9
2015/16,Measles mumps rubella (first and second dose),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,90.6
2016/17,Measles mumps rubella (first and second dose),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,90.0
2017/18,Measles mumps rubella (first and second dose),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,90.9
2018/19,Measles mumps rubella (first and second dose),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,90.7
2013/14,Hib Meningococcal group C (booster),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,93.2
2014/15,Hib Meningococcal group C (booster),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,93.5
2015/16,Hib Meningococcal group C (booster),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,94.8
2016/17,Hib Meningococcal group C (booster),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,94.8
2017/18,Hib Meningococcal group C (booster),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,94.9
2018/19,Hib Meningococcal group C (booster),By 5th birthday,England,South West,Percentage (%),Units,Undefined,E12000009,95.0
2007/08,Diphtheria Tetanus Polio Pertussis Hib (primary),,England,,Percentage (%),Units,Undefined,E92000001,91.3
2007/08,Meningococcal group C (primary),By 1st birthday,England,,Percentage (%),Units,Undefined,E92000001,90.3
2007/08,Pneumococcal disease (primary),By 1st birthday,England,,Percentage (%),Units,Undefined,E92000001,83.7
2008/09,Diphtheria Tetanus Polio Pertussis Hib (primary),By 1st birthday,England,,Percentage (%),Units,Undefined,E92000001,92.0
2008/09,Meningococcal group C (primary),By 1st birthday,England,,Percentage (%),Units,Undefined,E92000001,91.2
2008/09,Pneumococcal disease (primary),By 1st birthday,England,,Percentage (%),Units,Undefined,E92000001,91.3
2007/08,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,,Percentage (%),Units,Undefined,E92000001,93.6
2007/08,Meningococcal group C (primary),By 2nd birthday,England,,Percentage (%),Units,Undefined,E92000001,93.2
2007/08,Measles mumps rubella (first dose),By 2nd birthday,England,,Percentage (%),Units,Undefined,E92000001,84.6
2008/09,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,,Percentage (%),Units,Undefined,E92000001,93.9
2008/09,Meningococcal group C (primary),By 2nd birthday,England,,Percentage (%),Units,Undefined,E92000001,91.9
2008/09,Measles mumps rubella (first dose),By 2nd birthday,England,,Percentage (%),Units,Undefined,E92000001,84.9
2008/09,Hib Meningococcal group C (booster),By 2nd birthday,England,,Percentage (%),Units,Undefined,E92000001,85.4
2008/09,Pneumococcal disease (booster),By 2nd birthday,England,,Percentage (%),Units,Undefined,E92000001,81.5
2018/19,Meningococcal group B (booster),By 2nd birthday,England,,Percentage (%),Units,Undefined,E92000001,87.8
2013/14,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,,Percentage (%),Units,Undefined,E92000001,95.6
2014/15,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,,Percentage (%),Units,Undefined,E92000001,95.6
2015/16,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,,Percentage (%),Units,Undefined,E92000001,95.6
2016/17,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,,Percentage (%),Units,Undefined,E92000001,95.6
2017/18,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,,Percentage (%),Units,Undefined,E92000001,95.6
2018/19,Diphtheria Tetanus Polio Pertussis Hib (primary),By 5th birthday,England,,Percentage (%),Units,Undefined,E92000001,95.0
2007/08,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,,Percentage (%),Units,Undefined,E92000001,78.6
2008/09,Diphtheria Tetanus Polio Pertussis (booster),By 5th birthday,England,,Percentage (%),Units,Undefined,E92000001,80.1
2007/08,Hib (primary),By 5th birthday,England,,Percentage (%),Units,Undefined,E92000001,92.2
2008/09,Hib (primary),By 5th birthday,England,,Percentage (%),Units,Undefined,E92000001,90.9
2009/10,Hib (primary),By 5th birthday,England,,Percentage (%),Units,Undefined,E92000001,93.1
2010/11,Hib (primary),By 5th birthday,England,,Percentage (%),Units,Undefined,E92000001,94.2
2011/12,Hib (primary),By 5th birthday,England,,Percentage (%),Units,Undefined,E92000001,94.9
2012/13,Hib (primary),By 5th birthday,England,,Percentage (%),Units,Undefined,E92000001,95.4
2007/08,Measles mumps rubella (first dose),By 5th birthday,England,,Percentage (%),Units,Undefined,E92000001,87.0
2008/09,Measles mumps rubella (first dose),By 5th birthday,England,,Percentage (%),Units,Undefined,E92000001,88.9
2007/08,Measles mumps rubella (first and second dose),By 5th birthday,England,,Percentage (%),Units,Undefined,E92000001,74.6
2008/09,Measles mumps rubella (first and second dose),By 5th birthday,England,,Percentage (%),Units,Undefined,E92000001,78.0
2008/09,Human papillomavirus (At least 1 dose),12 to 13,England,,Percentage (%),Units,Undefined,E92000001,88.1
2008/09,Human papillomavirus (At least 2 doses),12 to 13,England,,Percentage (%),Units,Undefined,E92000001,86.0
2008/09,Human papillomavirus (3 doses),12 to 13,England,,Percentage (%),Units,Undefined,E92000001,80.1
2008/09,Human papillomavirus (At least 1 dose),12 to 13,Scotland,,Percentage (%),Units,Undefined,S92000003,93.7
2008/09,Human papillomavirus (At least 2 doses),12 to 13,Scotland,,Percentage (%),Units,Undefined,S92000003,92.7
2008/09,Human papillomavirus (3 doses),12 to 13,Scotland,,Percentage (%),Units,Undefined,S92000003,89.4
2008/09,Human papillomavirus (At least 1 dose),12 to 13,Wales,,Percentage (%),Units,Undefined,W92000004,87.9
2008/09,Human papillomavirus (At least 2 doses),12 to 13,Wales,,Percentage (%),Units,Undefined,W92000004,87.0
2008/09,Human papillomavirus (3 doses),12 to 13,Wales,,Percentage (%),Units,Undefined,W92000004,78.8
2008/09,Human papillomavirus (At least 1 dose),12 to 13,Northern Ireland,,Percentage (%),Units,Undefined,N92000002,89.6
2008/09,Human papillomavirus (At least 2 doses),12 to 13,Northern Ireland,,Percentage (%),Units,Undefined,N92000002,85.9
2008/09,Human papillomavirus (3 doses),12 to 13,Northern Ireland,,Percentage (%),Units,Undefined,N92000002,83.9
2008/09,Human papillomavirus (At least 1 dose),12 to 13,,,Percentage (%),Units,Undefined,,88.6
2008/09,Human papillomavirus (At least 2 doses),12 to 13,,,Percentage (%),Units,Undefined,,86.6
2008/09,Human papillomavirus (3 doses),12 to 13,,,Percentage (%),Units,Undefined,,80.9
2009/10,Human papillomavirus (At least 1 dose),12 to 13,England,,Percentage (%),Units,Undefined,E92000001,84.3
2009/10,Human papillomavirus (At least 2 doses),12 to 13,England,,Percentage (%),Units,Undefined,E92000001,82.3
2009/10,Human papillomavirus (3 doses),12 to 13,England,,Percentage (%),Units,Undefined,E92000001,76.4
2009/10,Human papillomavirus (At least 1 dose),12 to 13,Scotland,,Percentage (%),Units,Undefined,S92000003,92.6
2009/10,Human papillomavirus (At least 2 doses),12 to 13,Scotland,,Percentage (%),Units,Undefined,S92000003,91.1
2009/10,Human papillomavirus (3 doses),12 to 13,Scotland,,Percentage (%),Units,Undefined,S92000003,86.9
2009/10,Human papillomavirus (At least 1 dose),12 to 13,Wales,,Percentage (%),Units,Undefined,W92000004,84.5
2009/10,Human papillomavirus (At least 2 doses),12 to 13,Wales,,Percentage (%),Units,Undefined,W92000004,82.6
2009/10,Human papillomavirus (3 doses),12 to 13,Wales,,Percentage (%),Units,Undefined,W92000004,77.3
2009/10,Human papillomavirus (At least 1 dose),12 to 13,Northern Ireland,,Percentage (%),Units,Undefined,N92000002,86.5
2009/10,Human papillomavirus (At least 2 doses),12 to 13,Northern Ireland,,Percentage (%),Units,Undefined,N92000002,85.3
2009/10,Human papillomavirus (3 doses),12 to 13,Northern Ireland,,Percentage (%),Units,Undefined,N92000002,83.4
2009/10,Human papillomavirus (At least 1 dose),12 to 13,,,Percentage (%),Units,Undefined,,85.0
2009/10,Human papillomavirus (At least 2 doses),12 to 13,,,Percentage (%),Units,Undefined,,83.1
2009/10,Human papillomavirus (3 doses),12 to 13,,,Percentage (%),Units,Undefined,,77.5
2010/11,Human papillomavirus (At least 1 dose),12 to 13,England,,Percentage (%),Units,Undefined,E92000001,88.9
2010/11,Human papillomavirus (At least 2 doses),12 to 13,England,,Percentage (%),Units,Undefined,E92000001,87.5
2010/11,Human papillomavirus (3 doses),12 to 13,England,,Percentage (%),Units,Undefined,E92000001,84.2
2010/11,Human papillomavirus (At least 1 dose),12 to 13,Scotland,,Percentage (%),Units,Undefined,S92000003,91.8
2010/11,Human papillomavirus (At least 2 doses),12 to 13,Scotland,,Percentage (%),Units,Undefined,S92000003,90.2
2010/11,Human papillomavirus (3 doses),12 to 13,Scotland,,Percentage (%),Units,Undefined,S92000003,81.0
2010/11,Human papillomavirus (At least 1 dose),12 to 13,Wales,,Percentage (%),Units,Undefined,W92000004,88.4
2010/11,Human papillomavirus (At least 2 doses),12 to 13,Wales,,Percentage (%),Units,Undefined,W92000004,86.8
2010/11,Human papillomavirus (3 doses),12 to 13,Wales,,Percentage (%),Units,Undefined,W92000004,82.5
2010/11,Human papillomavirus (At least 1 dose),12 to 13,Northern Ireland,,Percentage (%),Units,Undefined,N92000002,87.6
2010/11,Human papillomavirus (At least 2 doses),12 to 13,Northern Ireland,,Percentage (%),Units,Undefined,N92000002,86.7
2010/11,Human papillomavirus (3 doses),12 to 13,Northern Ireland,,Percentage (%),Units,Undefined,N92000002,84.6
2010/11,Human papillomavirus (At least 1 dose),12 to 13,,,Percentage (%),Units,Undefined,,89.0
2010/11,Human papillomavirus (At least 2 doses),12 to 13,,,Percentage (%),Units,Undefined,,87.6
2010/11,Human papillomavirus (3 doses),12 to 13,,,Percentage (%),Units,Undefined,,83.8
2011/12,Human papillomavirus (At least 1 dose),12 to 13,England,,Percentage (%),Units,Undefined,E92000001,90.6
2011/12,Human papillomavirus (At least 2 doses),12 to 13,England,,Percentage (%),Units,Undefined,E92000001,89.6
2011/12,Human papillomavirus (3 doses),12 to 13,England,,Percentage (%),Units,Undefined,E92000001,86.8
2011/12,Human papillomavirus (At least 1 dose),12 to 13,Scotland,,Percentage (%),Units,Undefined,S92000003,93.1
2011/12,Human papillomavirus (At least 2 doses),12 to 13,Scotland,,Percentage (%),Units,Undefined,S92000003,91.7
2011/12,Human papillomavirus (3 doses),12 to 13,Scotland,,Percentage (%),Units,Undefined,S92000003,82.6
2011/12,Human papillomavirus (At least 1 dose),12 to 13,Wales,,Percentage (%),Units,Undefined,W92000004,89.1
2011/12,Human papillomavirus (At least 2 doses),12 to 13,Wales,,Percentage (%),Units,Undefined,W92000004,88.1
2011/12,Human papillomavirus (3 doses),12 to 13,Wales,,Percentage (%),Units,Undefined,W92000004,85.5
2011/12,Human papillomavirus (At least 1 dose),12 to 13,Northern Ireland,,Percentage (%),Units,Undefined,N92000002,90.3
2011/12,Human papillomavirus (At least 2 doses),12 to 13,Northern Ireland,,Percentage (%),Units,Undefined,N92000002,89.5
2011/12,Human papillomavirus (3 doses),12 to 13,Northern Ireland,,Percentage (%),Units,Undefined,N92000002,88.1
2011/12,Human papillomavirus (At least 1 dose),12 to 13,,,Percentage (%),Units,Undefined,,90.8
2011/12,Human papillomavirus (At least 2 doses),12 to 13,,,Percentage (%),Units,Undefined,,89.7
2011/12,Human papillomavirus (3 doses),12 to 13,,,Percentage (%),Units,Undefined,,87.0
2012/13,Human papillomavirus (At least 1 dose),12 to 13,England,,Percentage (%),Units,Undefined,E92000001,90.9
2012/13,Human papillomavirus (At least 2 doses),12 to 13,England,,Percentage (%),Units,Undefined,E92000001,89.6
2012/13,Human papillomavirus (3 doses),12 to 13,England,,Percentage (%),Units,Undefined,E92000001,86.1
2012/13,Human papillomavirus (At least 1 dose),12 to 13,Scotland,,Percentage (%),Units,Undefined,S92000003,93.5
2012/13,Human papillomavirus (At least 2 doses),12 to 13,Scotland,,Percentage (%),Units,Undefined,S92000003,91.8
2012/13,Human papillomavirus (3 doses),12 to 13,Scotland,,Percentage (%),Units,Undefined,S92000003,82.0
2012/13,Human papillomavirus (At least 1 dose),12 to 13,Wales,,Percentage (%),Units,Undefined,W92000004,89.5
2012/13,Human papillomavirus (At least 2 doses),12 to 13,Wales,,Percentage (%),Units,Undefined,W92000004,88.6
2012/13,Human papillomavirus (3 doses),12 to 13,Wales,,Percentage (%),Units,Undefined,W92000004,86.6
2012/13,Human papillomavirus (At least 1 dose),12 to 13,Northern Ireland,,Percentage (%),Units,Undefined,N92000002,89.9
2012/13,Human papillomavirus (At least 2 doses),12 to 13,Northern Ireland,,Percentage (%),Units,Undefined,N92000002,89.1
2012/13,Human papillomavirus (3 doses),12 to 13,Northern Ireland,,Percentage (%),Units,Undefined,N92000002,86.8
2012/13,Human papillomavirus (At least 1 dose),12 to 13,,,Percentage (%),Units,Undefined,,91.0
2012/13,Human papillomavirus (At least 2 doses),12 to 13,,,Percentage (%),Units,Undefined,,89.7
2012/13,Human papillomavirus (3 doses),12 to 13,,,Percentage (%),Units,Undefined,,85.8
2013/14,Human papillomavirus (At least 1 dose),12 to 13,England,,Percentage (%),Units,Undefined,E92000001,91.1
2013/14,Human papillomavirus (At least 2 doses),12 to 13,England,,Percentage (%),Units,Undefined,E92000001,89.8
2013/14,Human papillomavirus (3 doses),12 to 13,England,,Percentage (%),Units,Undefined,E92000001,86.7
2013/14,Human papillomavirus (At least 1 dose),12 to 13,Scotland,,Percentage (%),Units,Undefined,S92000003,93.6
2013/14,Human papillomavirus (At least 2 doses),12 to 13,Scotland,,Percentage (%),Units,Undefined,S92000003,91.7
2013/14,Human papillomavirus (3 doses),12 to 13,Scotland,,Percentage (%),Units,Undefined,S92000003,81.4
2013/14,Human papillomavirus (At least 1 dose),12 to 13,Wales,,Percentage (%),Units,Undefined,W92000004,89.6
2013/14,Human papillomavirus (At least 2 doses),12 to 13,Wales,,Percentage (%),Units,Undefined,W92000004,87.6
2013/14,Human papillomavirus (3 doses),12 to 13,Wales,,Percentage (%),Units,Undefined,W92000004,77.2
2013/14,Human papillomavirus (At least 1 dose),12 to 13,Northern Ireland,,Percentage (%),Units,Undefined,N92000002,91.5
2013/14,Human papillomavirus (At least 2 doses),12 to 13,Northern Ireland,,Percentage (%),Units,Undefined,N92000002,90.8
2013/14,Human papillomavirus (3 doses),12 to 13,Northern Ireland,,Percentage (%),Units,Undefined,N92000002,87.2
2013/14,Human papillomavirus (At least 1 dose),12 to 13,,,Percentage (%),Units,Undefined,,91.3
2013/14,Human papillomavirus (At least 2 doses),12 to 13,,,Percentage (%),Units,Undefined,,89.9
2013/14,Human papillomavirus (3 doses),12 to 13,,,Percentage (%),Units,Undefined,,85.9
2015/16,Human papillomavirus (At least 1 dose),13 to 14,England,,Percentage (%),Units,Undefined,E92000001,90.2
2015/16,Human papillomavirus (2 doses),13 to 14,England,,Percentage (%),Units,Undefined,E92000001,85.1
2015/16,Human papillomavirus (At least 1 dose),13 to 14,Scotland,,Percentage (%),Units,Undefined,S92000003,93.3
2015/16,Human papillomavirus (2 doses),13 to 14,Scotland,,Percentage (%),Units,Undefined,S92000003,86.5
2015/16,Human papillomavirus (At least 1 dose),13 to 14,Wales,,Percentage (%),Units,Undefined,W92000004,90.4
2015/16,Human papillomavirus (2 doses),13 to 14,Wales,,Percentage (%),Units,Undefined,W92000004,83.1
2015/16,Human papillomavirus (At least 1 dose),13 to 14,Northern Ireland,,Percentage (%),Units,Undefined,N92000002,92.4
2015/16,Human papillomavirus (2 doses),13 to 14,Northern Ireland,,Percentage (%),Units,Undefined,N92000002,90.7
2015/16,Human papillomavirus (At least 1 dose),13 to 14,,,Percentage (%),Units,Undefined,,90.6
2015/16,Human papillomavirus (2 doses),13 to 14,,,Percentage (%),Units,Undefined,,85.3
2016/17,Human papillomavirus (At least 1 dose),13 to 14,England,,Percentage (%),Units,Undefined,E92000001,88.8
2016/17,Human papillomavirus (2 doses),13 to 14,England,,Percentage (%),Units,Undefined,E92000001,83.1
2016/17,Human papillomavirus (At least 1 dose),13 to 14,Scotland,,Percentage (%),Units,Undefined,S92000003,93.4
2016/17,Human papillomavirus (2 doses),13 to 14,Scotland,,Percentage (%),Units,Undefined,S92000003,88.8
2016/17,Human papillomavirus (At least 1 dose),13 to 14,Wales,,Percentage (%),Units,Undefined,W92000004,88.7
2016/17,Human papillomavirus (2 doses),13 to 14,Wales,,Percentage (%),Units,Undefined,W92000004,81.3
2016/17,Human papillomavirus (At least 1 dose),13 to 14,Northern Ireland,,Percentage (%),Units,Undefined,N92000002,91.6
2016/17,Human papillomavirus (2 doses),13 to 14,Northern Ireland,,Percentage (%),Units,Undefined,N92000002,89.6
2016/17,Human papillomavirus (At least 1 dose),13 to 14,,,Percentage (%),Units,Undefined,,89.3
2016/17,Human papillomavirus (2 doses),13 to 14,,,Percentage (%),Units,Undefined,,83.7
2017/18,Human papillomavirus (At least 1 dose),12 to 13,England,,Percentage (%),Units,Undefined,E92000001,86.9
2017/18,Human papillomavirus (At least 1 dose),12 to 13,Scotland,,Percentage (%),Units,Undefined,S92000003,89.7
2017/18,Human papillomavirus (At least 1 dose),12 to 13,Wales,,Percentage (%),Units,Undefined,W92000004,85.6
2017/18,Human papillomavirus (At least 1 dose),12 to 13,Northern Ireland,,Percentage (%),Units,Undefined,N92000002,81.0
2017/18,Human papillomavirus (At least 1 dose),12 to 13,,,Percentage (%),Units,Undefined,,86.9
2017/18,Human papillomavirus (2 doses),13 to 14,England,,Percentage (%),Units,Undefined,E92000001,83.8
2017/18,Human papillomavirus (2 doses),13 to 14,Scotland,,Percentage (%),Units,Undefined,S92000003,86.6
2017/18,Human papillomavirus (2 doses),13 to 14,Wales,,Percentage (%),Units,Undefined,W92000004,80.3
2017/18,Human papillomavirus (2 doses),13 to 14,Northern Ireland,,Percentage (%),Units,Undefined,N92000002,84.7
2017/18,Human papillomavirus (2 doses),13 to 14,,,Percentage (%),Units,Undefined,,83.9
2018/19,Meningococcal group B (booster),By 2nd birthday,,,Percentage (%),Units,Undefined,,88.6
2018/19,Meningococcal group B (booster),By 2nd birthday,Wales,,Percentage (%),Units,Undefined,W92000004,93.8
2018/19,Meningococcal group B (booster),By 2nd birthday,Scotland,,Percentage (%),Units,Undefined,S92000003,93.6
2018/19,Meningococcal group B (booster),By 2nd birthday,Northern Ireland,,Percentage (%),Units,Undefined,N92000002,92.4
2018/19,Meningococcal group B (booster),By 2nd birthday,England,North East,Percentage (%),Units,Undefined,E12000001,92.3
2018/19,Meningococcal group B (booster),By 2nd birthday,England,North West,Percentage (%),Units,Undefined,E12000002,87.99192385347563
2018/19,Meningococcal group B (booster),By 2nd birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,91.4
2018/19,Meningococcal group B (booster),By 2nd birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,89.7
2018/19,Meningococcal group B (booster),By 2nd birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,88.8
2018/19,Meningococcal group B (booster),By 2nd birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,89.4
2018/19,Meningococcal group B (booster),By 2nd birthday,England,London,Percentage (%),Units,Undefined,E12000007,79.5
2018/19,Meningococcal group B (booster),By 2nd birthday,England,South East,Percentage (%),Units,Undefined,E12000008,89.08642443790913
2018/19,Meningococcal group B (booster),By 2nd birthday,England,South West,Percentage (%),Units,Undefined,E12000009,91.8
