Year,Series,Educational measure,Education indicator,Observation status,Unit multiplier,Units,Value
2013,Adjusted Location Parity Index (LPIA),Completion rate,"Completion rate, upper secondary education, adjusted location parity index (LPIA)",Normal value,Units,Ratio,0.92
2013,Adjusted Gender Parity Index (GPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, adjusted gender parity index (GPIA)",Normal value,Units,Ratio,1.02
2013,Adjusted Location Parity Index (LPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, adjusted location parity index (LPIA)",Normal value,Units,Ratio,1.02
2013,Adjusted Location Parity Index (LPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, female, adjusted location parity index (LPIA)",Normal value,Units,Ratio,1.05
2013,Adjusted Location Parity Index (LPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, male, adjusted location parity index (LPIA)",Normal value,Units,Ratio,0.99
2013,Adjusted Gender Parity Index (GPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)",Normal value,Units,Ratio,1.06
2013,Adjusted Gender Parity Index (GPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)",Normal value,Units,Ratio,1.0
2013,Adjusted Gender Parity Index (GPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, adjusted gender parity index (GPIA)",Normal value,Units,Ratio,0.52
2013,Adjusted Location Parity Index (LPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, adjusted location parity index (LPIA)",Normal value,Units,Ratio,0.96
2013,Adjusted Location Parity Index (LPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, female, adjusted location parity index (LPIA)",Normal value,Units,Ratio,1.06
2013,Adjusted Location Parity Index (LPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, male, adjusted location parity index (LPIA)",Normal value,Units,Ratio,0.91
2013,Adjusted Gender Parity Index (GPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, rural, adjusted gender parity index (GPIA)",Normal value,Units,Ratio,0.58
2013,Adjusted Gender Parity Index (GPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, urban, adjusted gender parity index (GPIA)",Normal value,Units,Ratio,0.5
2013,Adjusted Gender Parity Index (GPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed lower secondary education or higher, population 25+ years, adjusted gender parity index (GPIA)",Normal value,Units,Ratio,1.0
2013,Adjusted Location Parity Index (LPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed lower secondary education or higher, population 25+ years, adjusted location parity index (LPIA)",Normal value,Units,Ratio,1.0
2013,Adjusted Location Parity Index (LPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed lower secondary education or higher, population 25+ years, female, adjusted location parity index (LPIA)",Normal value,Units,Ratio,1.0
2013,Adjusted Location Parity Index (LPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed lower secondary education or higher, population 25+ years, male, adjusted location parity index (LPIA)",Normal value,Units,Ratio,1.0
2013,Adjusted Gender Parity Index (GPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed lower secondary education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)",Normal value,Units,Ratio,1.0
2013,Adjusted Gender Parity Index (GPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed lower secondary education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)",Normal value,Units,Ratio,1.0
2013,Adjusted Gender Parity Index (GPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, adjusted gender parity index (GPIA)",Normal value,Units,Ratio,0.97
2013,Adjusted Location Parity Index (LPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, adjusted location parity index (LPIA)",Normal value,Units,Ratio,1.05
2013,Adjusted Location Parity Index (LPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, female, adjusted location parity index (LPIA)",Normal value,Units,Ratio,1.09
2013,Adjusted Location Parity Index (LPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, male, adjusted location parity index (LPIA)",Normal value,Units,Ratio,1.01
2013,Adjusted Gender Parity Index (GPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)",Normal value,Units,Ratio,1.03
2013,Adjusted Gender Parity Index (GPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)",Normal value,Units,Ratio,0.96
2013,Adjusted Gender Parity Index (GPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, adjusted gender parity index (GPIA)",Normal value,Units,Ratio,0.0
2013,Adjusted Location Parity Index (LPIA),Educational attainment rate (educational stage completed by population aged 25 years and over),"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, adjusted location parity index (LPIA)",Normal value,Units,Ratio,0.0
