Year,Series,Bank account category,Sex,Age,Unit measure,Unit multiplier,Observation status,Value
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Endowment Policy (not linked),,16 to 24,Percentage (%),Units,Normal value,0.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Premium Bonds,,16 to 24,Percentage (%),Units,Normal value,4.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,National Savings Bonds,,16 to 24,Percentage (%),Units,Normal value,0.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,16 to 24,Percentage (%),Units,Normal value,1.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,,16 to 24,Percentage (%),Units,Normal value,0.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any other type of asset,,16 to 24,Percentage (%),Units,Normal value,0.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (including POCAs),,25 to 34,Percentage (%),Units,Normal value,95.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (excluding POCAs),,25 to 34,Percentage (%),Units,Normal value,94.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (including POCAs),,25 to 34,Percentage (%),Units,Normal value,5.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (excluding POCAs),,25 to 34,Percentage (%),Units,Normal value,6.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (including POCAs),,25 to 34,Percentage (%),Units,Normal value,95.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (excluding POCAs),,25 to 34,Percentage (%),Units,Normal value,94.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Current account,,25 to 34,Percentage (%),Units,Normal value,91.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,NS&I Savings Account,,25 to 34,Percentage (%),Units,Normal value,2.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,,25 to 34,Percentage (%),Units,Normal value,6.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Post Office Card Account (POCA),,25 to 34,Percentage (%),Units,Normal value,1.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,ISA,,25 to 34,Percentage (%),Units,Normal value,24.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Other Bank / Building Society account,,25 to 34,Percentage (%),Units,Normal value,31.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Stocks and shares / member of a Share Club,,25 to 34,Percentage (%),Units,Normal value,4.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Unit trusts,,25 to 34,Percentage (%),Units,Normal value,1.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Endowment Policy (not linked),,25 to 34,Percentage (%),Units,Normal value,0.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Premium Bonds,,25 to 34,Percentage (%),Units,Normal value,5.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,National Savings Bonds,,25 to 34,Percentage (%),Units,Normal value,0.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,25 to 34,Percentage (%),Units,Normal value,2.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,,25 to 34,Percentage (%),Units,Normal value,1.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any other type of asset,,25 to 34,Percentage (%),Units,Normal value,0.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (including POCAs),,35 to 44,Percentage (%),Units,Normal value,96.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (excluding POCAs),,35 to 44,Percentage (%),Units,Normal value,95.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (including POCAs),,35 to 44,Percentage (%),Units,Normal value,4.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (excluding POCAs),,35 to 44,Percentage (%),Units,Normal value,5.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (including POCAs),,35 to 44,Percentage (%),Units,Normal value,95.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (excluding POCAs),,35 to 44,Percentage (%),Units,Normal value,95.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Current account,,35 to 44,Percentage (%),Units,Normal value,92.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,NS&I Savings Account,,35 to 44,Percentage (%),Units,Normal value,2.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,,35 to 44,Percentage (%),Units,Normal value,7.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Post Office Card Account (POCA),,35 to 44,Percentage (%),Units,Normal value,2.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,ISA,,35 to 44,Percentage (%),Units,Normal value,28.0
2015/16,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Other Bank / Building Society account,,35 to 44,Percentage (%),Units,Normal value,36.0
