Year,Units,Decent homes criteria,Urbanisation sub-category,Sub-national area,Age of oldest person,Age of youngest person,Income group,Disability status,Ethnicity of household reference person (HRP),Unit measure,Observation status,Unit multiplier,Value
2017,Household (%),,,,,,,,Black,Percentage (%),Undefined,Units,18.27009401604084
2008,Household (%),,,,,,,,Other,Percentage (%),Undefined,Units,36.01730335983565
2009,Household (%),,,,,,,,Other,Percentage (%),Undefined,Units,25.45121782770847
2010,Household (%),,,,,,,,Other,Percentage (%),Undefined,Units,23.265
2011,Household (%),,,,,,,,Other,Percentage (%),Undefined,Units,23.112
2012,Household (%),,,,,,,,Other,Percentage (%),Undefined,Units,22.502
2013,Household (%),,,,,,,,Other,Percentage (%),Undefined,Units,21.9275258158346
2014,Household (%),,,,,,,,Other,Percentage (%),Undefined,Units,20.44328593748773
2015,Household (%),,,,,,,,Other,Percentage (%),Undefined,Units,17.80207055740502
2016,Household (%),,,,,,,,Other,Percentage (%),Undefined,Units,17.519730172454285
2017,Household (%),,,,,,,,Other,Percentage (%),Undefined,Units,16.428067867913203
2008,Household (%),,,,,,,,All minority,Percentage (%),Undefined,Units,34.06044458819604
2009,Household (%),,,,,,,,All minority,Percentage (%),Undefined,Units,28.53427017700454
2010,Household (%),,,,,,,,All minority,Percentage (%),Undefined,Units,24.401
2011,Household (%),,,,,,,,All minority,Percentage (%),Undefined,Units,24.628
2012,Household (%),,,,,,,,All minority,Percentage (%),Undefined,Units,25.2
2013,Household (%),,,,,,,,All minority,Percentage (%),Undefined,Units,23.25953740427053
2014,Household (%),,,,,,,,All minority,Percentage (%),Undefined,Units,21.26228530755461
2015,Household (%),,,,,,,,All minority,Percentage (%),Undefined,Units,20.47806098355006
2016,Household (%),,,,,,,,All minority,Percentage (%),Undefined,Units,20.15764332593276
2017,Household (%),,,,,,,,All minority,Percentage (%),Undefined,Units,18.019704982825782
2008,Dwelling (%),,,,,,,,,Percentage (%),Undefined,Units,33.0949066157
2009,Dwelling (%),,,,,,,,,Percentage (%),Undefined,Units,30.09449243504444
2010,Dwelling (%),,,,,,,,,Percentage (%),Undefined,Units,26.522
2011,Dwelling (%),,,,,,,,,Percentage (%),Undefined,Units,23.574
2012,Dwelling (%),,,,,,,,,Percentage (%),Undefined,Units,21.777
2013,Dwelling (%),,,,,,,,,Percentage (%),Undefined,Units,20.57924687602403
2014,Dwelling (%),,,,,,,,,Percentage (%),Undefined,Units,19.84143905825653
2015,Dwelling (%),,,,,,,,,Percentage (%),Undefined,Units,19.40880308505087
2016,Dwelling (%),,,,,,,,,Percentage (%),Undefined,Units,19.906984622651468
2017,Dwelling (%),,,,,,,,,Percentage (%),Undefined,Units,18.823936290077143
2018,Dwelling (%),,,,,,,,,Percentage (%),Undefined,Units,17.843255280763
2008,Household (%),,,,,,,,,Percentage (%),Undefined,Units,32.754784329203204
2009,Household (%),,,,,,,,,Percentage (%),Undefined,Units,29.5503258028844
2010,Household (%),,,,,,,,,Percentage (%),Undefined,Units,25.936
2011,Household (%),,,,,,,,,Percentage (%),Undefined,Units,23.22
2012,Household (%),,,,,,,,,Percentage (%),Undefined,Units,21.582
2013,Household (%),,,,,,,,,Percentage (%),Undefined,Units,20.11276751342664
2014,Household (%),,,,,,,,,Percentage (%),Undefined,Units,19.45519683687581
2015,Household (%),,,,,,,,,Percentage (%),Undefined,Units,19.13861558796361
2016,Household (%),,,,,,,,,Percentage (%),Undefined,Units,19.600639739672072
2017,Household (%),,,,,,,,,Percentage (%),Undefined,Units,18.45651166188289
