Indicator,Alias,Source,Year,Sex,Location,Age,Confidence Interval,Value
3.03 Seats held by women in national parliament - Number,3.03 Seats held by women in national parliament - Number,UNSD_MDG_2012 Country Data,2002,,Total,,,19
3.03 Seats held by women in national parliament - Number,3.03 Seats held by women in national parliament - Number,UNSD_MDG_2012 Country Data,2003,,Total,,,19
3.03 Seats held by women in national parliament - Number,3.03 Seats held by women in national parliament - Number,UNSD_MDG_2012 Country Data,2004,,Total,,,39
3.03 Seats held by women in national parliament - Number,3.03 Seats held by women in national parliament - Number,UNSD_MDG_2012 Country Data,2005,,Total,,,39
3.03 Seats held by women in national parliament - Number,3.03 Seats held by women in national parliament - Number,UNSD_MDG_2012 Country Data,2006,,Total,,,39
3.03 Seats held by women in national parliament - Number,3.03 Seats held by women in national parliament - Number,UNSD_MDG_2012 Country Data,2007,,Total,,,39
3.03 Seats held by women in national parliament - Number,3.03 Seats held by women in national parliament - Number,UNSD_MDG_2012 Country Data,2009,,Total,,,45
3.03 Seats held by women in national parliament - Number,3.03 Seats held by women in national parliament - Number,UNSD_MDG_2012 Country Data,2010,,Total,,,45
3.03 Seats held by women in national parliament - Number,3.03 Seats held by women in national parliament - Number,UNSD_MDG_2012 Country Data,2011,,Total,,,45
3.03 Seats held by women in national parliament - Number,3.03 Seats held by women in national parliament - Number,UNSD_MDG_2012 Country Data,2012,,Total,,,45
Seats held by men in national parliament - Number,Seats held by men in national parliament - Number,UNSD_MDG_2012 Country Data,1999,,Total,,,58
Seats held by men in national parliament - Number,Seats held by men in national parliament - Number,UNSD_MDG_2012 Country Data,1990,,Total,,,58
Seats held by men in national parliament - Number,Seats held by men in national parliament - Number,UNSD_MDG_2012 Country Data,2007,,Total,,,41
Seats held by men in national parliament - Number,Seats held by men in national parliament - Number,UNSD_MDG_2012 Country Data,1997,,Total,,,58
Seats held by men in national parliament - Number,Seats held by men in national parliament - Number,UNSD_MDG_2012 Country Data,1998,,Total,,,58
Seats held by men in national parliament - Number,Seats held by men in national parliament - Number,UNSD_MDG_2012 Country Data,2000,,Total,,,58
Seats held by men in national parliament - Number,Seats held by men in national parliament - Number,UNSD_MDG_2012 Country Data,2001,,Total,,,52
Seats held by men in national parliament - Number,Seats held by men in national parliament - Number,UNSD_MDG_2012 Country Data,2002,,Total,,,55
Seats held by men in national parliament - Number,Seats held by men in national parliament - Number,UNSD_MDG_2012 Country Data,2003,,Total,,,55
Seats held by men in national parliament - Number,Seats held by men in national parliament - Number,UNSD_MDG_2012 Country Data,2004,,Total,,,41
Seats held by men in national parliament - Number,Seats held by men in national parliament - Number,UNSD_MDG_2012 Country Data,2005,,Total,,,41
Seats held by men in national parliament - Number,Seats held by men in national parliament - Number,UNSD_MDG_2012 Country Data,2006,,Total,,,41
Seats held by men in national parliament - Number,Seats held by men in national parliament - Number,UNSD_MDG_2012 Country Data,2008,,Total,,,41
Seats held by men in national parliament - Number,Seats held by men in national parliament - Number,UNSD_MDG_2012 Country Data,2009,,Total,,,35
Seats held by men in national parliament - Number,Seats held by men in national parliament - Number,UNSD_MDG_2012 Country Data,2010,,Total,,,35
Seats held by men in national parliament - Number,Seats held by men in national parliament - Number,UNSD_MDG_2012 Country Data,2011,,Total,,,35
Seats held by men in national parliament - Number,Seats held by men in national parliament - Number,UNSD_MDG_2012 Country Data,2012,,Total,,,35
4.03 Children 1 year-old immunized against measles - Percent,4.03 Children 1 year-old immunized against measles - Percent,UNSD_MDG_2012 Estimated,1990,,Total,,,83
4.03 Children 1 year-old immunized against measles - Percent,4.03 Children 1 year-old immunized against measles - Percent,UNSD_MDG_2012 Estimated,1991,,Total,,,89
4.03 Children 1 year-old immunized against measles - Percent,4.03 Children 1 year-old immunized against measles - Percent,UNSD_MDG_2012 Estimated,1992,,Total,,,82
4.03 Children 1 year-old immunized against measles - Percent,4.03 Children 1 year-old immunized against measles - Percent,UNSD_MDG_2012 Estimated,1993,,Total,,,74
4.03 Children 1 year-old immunized against measles - Percent,4.03 Children 1 year-old immunized against measles - Percent,UNSD_MDG_2012 Estimated,1994,,Total,,,25
4.03 Children 1 year-old immunized against measles - Percent,4.03 Children 1 year-old immunized against measles - Percent,UNSD_MDG_2012 Estimated,1995,,Total,,,84
4.03 Children 1 year-old immunized against measles - Percent,4.03 Children 1 year-old immunized against measles - Percent,UNSD_MDG_2012 Estimated,1996,,Total,,,76
4.03 Children 1 year-old immunized against measles - Percent,4.03 Children 1 year-old immunized against measles - Percent,UNSD_MDG_2012 Estimated,1997,,Total,,,66
4.03 Children 1 year-old immunized against measles - Percent,4.03 Children 1 year-old immunized against measles - Percent,UNSD_MDG_2012 Estimated,1998,,Total,,,72
4.03 Children 1 year-old immunized against measles - Percent,4.03 Children 1 year-old immunized against measles - Percent,UNSD_MDG_2012 Estimated,1999,,Total,,,78
4.03 Children 1 year-old immunized against measles - Percent,4.03 Children 1 year-old immunized against measles - Percent,UNSD_MDG_2012 Estimated,2000,,Total,,,74
4.03 Children 1 year-old immunized against measles - Percent,4.03 Children 1 year-old immunized against measles - Percent,UNSD_MDG_2012 Estimated,2001,,Total,,,69
4.03 Children 1 year-old immunized against measles - Percent,4.03 Children 1 year-old immunized against measles - Percent,UNSD_MDG_2012 Estimated,2002,,Total,,,69
4.03 Children 1 year-old immunized against measles - Percent,4.03 Children 1 year-old immunized against measles - Percent,UNSD_MDG_2012 Estimated,2003,,Total,,,90
4.03 Children 1 year-old immunized against measles - Percent,4.03 Children 1 year-old immunized against measles - Percent,UNSD_MDG_2012 Estimated,2004,,Total,,,84
4.03 Children 1 year-old immunized against measles - Percent,4.03 Children 1 year-old immunized against measles - Percent,UNSD_MDG_2012 Estimated,2005,,Total,,,89
4.03 Children 1 year-old immunized against measles - Percent,4.03 Children 1 year-old immunized against measles - Percent,UNSD_MDG_2012 Estimated,2006,,Total,,,95
4.03 Children 1 year-old immunized against measles - Percent,4.03 Children 1 year-old immunized against measles - Percent,UNSD_MDG_2012 Estimated,2007,,Total,,,94
4.03 Children 1 year-old immunized against measles - Percent,4.03 Children 1 year-old immunized against measles - Percent,UNSD_MDG_2012 Estimated,2008,,Total,,,92
4.03 Children 1 year-old immunized against measles - Percent,4.03 Children 1 year-old immunized against measles - Percent,UNSD_MDG_2012 Estimated,2009,,Total,,,93
4.03 Children 1 year-old immunized against measles - Percent,4.03 Children 1 year-old immunized against measles - Percent,UNSD_MDG_2012 Estimated,2010,,Total,,,82
5.02 Births attended by skilled health personnel - Percent,5.02 Births attended by skilled health personnel - Percent,UNSD_MDG_2012 Country Adjusted,1992,,Total,,,25.8
5.02 Births attended by skilled health personnel - Percent,5.02 Births attended by skilled health personnel - Percent,UNSD_MDG_2012 Country Adjusted,2000,,Total,,,31.3
5.02 Births attended by skilled health personnel - Percent,5.02 Births attended by skilled health personnel - Percent,UNSD_MDG_2012 Country Adjusted,2010,,Total,,,69
5.02 Births attended by skilled health personnel - Percent,5.02 Births attended by skilled health personnel - Percent,UNSD_MDG_2012 Country Adjusted,2005,,Total,,,38.6
5.02 Births attended by skilled health personnel - Percent,5.02 Births attended by skilled health personnel - Percent,UNSD_MDG_2012 Country Adjusted,2007,,Total,,,52.1
AIDS deaths - Number,AIDS deaths - Number,UNSD_MDG_2012 Estimated,2008,,Total,,,4700
AIDS deaths - Number,AIDS deaths - Number,UNSD_MDG_2012 Estimated,2008,,,,Lower bound,1200
AIDS deaths - Number,AIDS deaths - Number,UNSD_MDG_2012 Estimated,2008,,,,Upper bound,9100
AIDS deaths - Number,AIDS deaths - Number,UNSD_MDG_2012 Estimated,2009,,Total,,,4100
AIDS deaths - Number,AIDS deaths - Number,UNSD_MDG_2012 Estimated,2009,,,,Lower bound,999
AIDS deaths - Number,AIDS deaths - Number,UNSD_MDG_2012 Estimated,2009,,,,Upper bound,9700
Children orphaned by AIDS - Number,Children orphaned by AIDS - Number,UNSD_MDG_2012 Estimated,1990,,Total,,,32000
Children orphaned by AIDS - Number,Children orphaned by AIDS - Number,UNSD_MDG_2012 Estimated,1991,,Total,,,44000
Children orphaned by AIDS - Number,Children orphaned by AIDS - Number,UNSD_MDG_2012 Estimated,1992,,Total,,,58000
Children orphaned by AIDS - Number,Children orphaned by AIDS - Number,UNSD_MDG_2012 Estimated,1993,,Total,,,74000
Children orphaned by AIDS - Number,Children orphaned by AIDS - Number,UNSD_MDG_2012 Estimated,1994,,Total,,,89000
Children orphaned by AIDS - Number,Children orphaned by AIDS - Number,UNSD_MDG_2012 Estimated,1995,,Total,,,100000
Children orphaned by AIDS - Number,Children orphaned by AIDS - Number,UNSD_MDG_2012 Estimated,1996,,Total,,,110000
Children orphaned by AIDS - Number,Children orphaned by AIDS - Number,UNSD_MDG_2012 Estimated,1997,,Total,,,130000
Children orphaned by AIDS - Number,Children orphaned by AIDS - Number,UNSD_MDG_2012 Estimated,1998,,Total,,,140000
Children orphaned by AIDS - Number,Children orphaned by AIDS - Number,UNSD_MDG_2012 Estimated,1999,,Total,,,150000
Children orphaned by AIDS - Number,Children orphaned by AIDS - Number,UNSD_MDG_2012 Estimated,2000,,Total,,,160000
Children orphaned by AIDS - Number,Children orphaned by AIDS - Number,UNSD_MDG_2012 Estimated,2001,,Total,,,170000
Children orphaned by AIDS - Number,Children orphaned by AIDS - Number,UNSD_MDG_2012 Estimated,2002,,Total,,,180000
Children orphaned by AIDS - Number,Children orphaned by AIDS - Number,UNSD_MDG_2012 Estimated,2003,,Total,,,180000
Children orphaned by AIDS - Number,Children orphaned by AIDS - Number,UNSD_MDG_2012 Estimated,2004,,Total,,,180000
Children orphaned by AIDS - Number,Children orphaned by AIDS - Number,UNSD_MDG_2012 Estimated,2005,,Total,,,180000
Children orphaned by AIDS - Number,Children orphaned by AIDS - Number,UNSD_MDG_2012 Estimated,2006,,Total,,,170000
Children orphaned by AIDS - Number,Children orphaned by AIDS - Number,UNSD_MDG_2012 Estimated,2007,,Total,,,160000
Children orphaned by AIDS - Number,Children orphaned by AIDS - Number,UNSD_MDG_2012 Estimated,2008,,Total,,,140000
Children orphaned by AIDS - Number,Children orphaned by AIDS - Number,UNSD_MDG_2012 Estimated,2009,,Total,,,130000
6.10 Tuberculosis detection rate under DOTS - Percent,6.10 Tuberculosis detection rate under DOTS - Percent,UNSD_MDG_2012 Estimated,1990,,Total,,,22
6.10 Tuberculosis detection rate under DOTS - Percent,6.10 Tuberculosis detection rate under DOTS - Percent,UNSD_MDG_2012 Estimated,1990,,,,Lower bound,12
6.10 Tuberculosis detection rate under DOTS - Percent,6.10 Tuberculosis detection rate under DOTS - Percent,UNSD_MDG_2012 Estimated,1990,,,,Upper bound,53
6.10 Tuberculosis detection rate under DOTS - Percent,6.10 Tuberculosis detection rate under DOTS - Percent,UNSD_MDG_2012 Estimated,1991,,Total,,,11
6.10 Tuberculosis detection rate under DOTS - Percent,6.10 Tuberculosis detection rate under DOTS - Percent,UNSD_MDG_2012 Estimated,1991,,,,Lower bound,6.3
6.10 Tuberculosis detection rate under DOTS - Percent,6.10 Tuberculosis detection rate under DOTS - Percent,UNSD_MDG_2012 Estimated,1991,,,,Upper bound,26
6.10 Tuberculosis detection rate under DOTS - Percent,6.10 Tuberculosis detection rate under DOTS - Percent,UNSD_MDG_2012 Estimated,1995,,Total,,,14
6.10 Tuberculosis detection rate under DOTS - Percent,6.10 Tuberculosis detection rate under DOTS - Percent,UNSD_MDG_2012 Estimated,1995,,,,Lower bound,8.2
6.10 Tuberculosis detection rate under DOTS - Percent,6.10 Tuberculosis detection rate under DOTS - Percent,UNSD_MDG_2012 Estimated,1995,,,,Upper bound,28
6.10 Tuberculosis detection rate under DOTS - Percent,6.10 Tuberculosis detection rate under DOTS - Percent,UNSD_MDG_2012 Estimated,1996,,Total,,,16
6.10 Tuberculosis detection rate under DOTS - Percent,6.10 Tuberculosis detection rate under DOTS - Percent,UNSD_MDG_2012 Estimated,1996,,,,Lower bound,9.6
6.10 Tuberculosis detection rate under DOTS - Percent,6.10 Tuberculosis detection rate under DOTS - Percent,UNSD_MDG_2012 Estimated,1996,,,,Upper bound,31
6.10 Tuberculosis detection rate under DOTS - Percent,6.10 Tuberculosis detection rate under DOTS - Percent,UNSD_MDG_2012 Estimated,1997,,Total,,,20
6.10 Tuberculosis detection rate under DOTS - Percent,6.10 Tuberculosis detection rate under DOTS - Percent,UNSD_MDG_2012 Estimated,1997,,,,Lower bound,13
6.10 Tuberculosis detection rate under DOTS - Percent,6.10 Tuberculosis detection rate under DOTS - Percent,UNSD_MDG_2012 Estimated,1997,,,,Upper bound,39
6.10 Tuberculosis detection rate under DOTS - Percent,6.10 Tuberculosis detection rate under DOTS - Percent,UNSD_MDG_2012 Estimated,1998,,Total,,,26
6.10 Tuberculosis detection rate under DOTS - Percent,6.10 Tuberculosis detection rate under DOTS - Percent,UNSD_MDG_2012 Estimated,1998,,,,Lower bound,16
6.10 Tuberculosis detection rate under DOTS - Percent,6.10 Tuberculosis detection rate under DOTS - Percent,UNSD_MDG_2012 Estimated,1998,,,,Upper bound,46
6.10 Tuberculosis detection rate under DOTS - Percent,6.10 Tuberculosis detection rate under DOTS - Percent,UNSD_MDG_2012 Estimated,1999,,Total,,,27
6.10 Tuberculosis detection rate under DOTS - Percent,6.10 Tuberculosis detection rate under DOTS - Percent,UNSD_MDG_2012 Estimated,1999,,,,Lower bound,18
6.10 Tuberculosis detection rate under DOTS - Percent,6.10 Tuberculosis detection rate under DOTS - Percent,UNSD_MDG_2012 Estimated,1999,,,,Upper bound,46
6.10 Tuberculosis detection rate under DOTS - Percent,6.10 Tuberculosis detection rate under DOTS - Percent,UNSD_MDG_2012 Estimated,2000,,Total,,,26
6.10 Tuberculosis detection rate under DOTS - Percent,6.10 Tuberculosis detection rate under DOTS - Percent,UNSD_MDG_2012 Estimated,2000,,,,Lower bound,18
6.10 Tuberculosis detection rate under DOTS - Percent,6.10 Tuberculosis detection rate under DOTS - Percent,UNSD_MDG_2012 Estimated,2000,,,,Upper bound,42
6.10 Tuberculosis detection rate under DOTS - Percent,6.10 Tuberculosis detection rate under DOTS - Percent,UNSD_MDG_2012 Estimated,2001,,Total,,,25
