Year,Series,Sex,Age,Country,Region,Socio-economic classification,Ethnicity,Country of birth,Units,Unit multiplier,Observation status,GeoCode,Value
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Male,65 and over,Wales,,,,,Percentage (%),Units,Normal value,W92000004,8.0
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Male,65 and over,Wales,,,,,Percentage (%),Units,Normal value,W92000004,7.9
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Male,65 and over,Wales,,,,,Percentage (%),Units,Normal value,W92000004,8.3
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Male,65 and over,Wales,,,,,Percentage (%),Units,Normal value,W92000004,8.8
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Male,65 and over,Wales,,,,,Percentage (%),Units,Normal value,W92000004,9.3
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Male,65 and over,Wales,,,,,Percentage (%),Units,Normal value,W92000004,10.2
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Male,65 and over,Wales,,,,,Percentage (%),Units,Normal value,W92000004,10.4
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Male,65 and over,Wales,,,,,Percentage (%),Units,Normal value,W92000004,10.3
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Male,65 and over,Wales,,,,,Percentage (%),Units,Normal value,W92000004,11.5
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Male,,Wales,,,,,Percentage (%),Units,Normal value,W92000004,14.7
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Male,,Wales,,,,,Percentage (%),Units,Normal value,W92000004,16.6
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Male,,Wales,,,,,Percentage (%),Units,Normal value,W92000004,16.4
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Male,,Wales,,,,,Percentage (%),Units,Normal value,W92000004,17.1
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Male,,Wales,,,,,Percentage (%),Units,Normal value,W92000004,17.3
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Male,,Wales,,,,,Percentage (%),Units,Normal value,W92000004,18.1
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Male,,Wales,,,,,Percentage (%),Units,Normal value,W92000004,19.4
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Male,,Wales,,,,,Percentage (%),Units,Normal value,W92000004,21.1
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Male,,Wales,,,,,Percentage (%),Units,Normal value,W92000004,21.6
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Male,,Wales,,,,,Percentage (%),Units,Normal value,W92000004,22.0
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Male,,Wales,,,,,Percentage (%),Units,Normal value,W92000004,23.5
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Male,18 to 24,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,16.2
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Male,18 to 24,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,18.2
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Male,18 to 24,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,17.7
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Male,18 to 24,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,16.8
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Male,18 to 24,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,15.6
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Male,18 to 24,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,18.7
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Male,18 to 24,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,20.6
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Male,18 to 24,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,23.1
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Male,18 to 24,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,26.3
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Male,18 to 24,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,26.7
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Male,18 to 24,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,29.0
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Male,25 to 34,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,16.8
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Male,25 to 34,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,18.5
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Male,25 to 34,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,20.9
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Male,25 to 34,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,20.8
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Male,25 to 34,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,21.0
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Male,25 to 34,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,21.2
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Male,25 to 34,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,24.6
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Male,25 to 34,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,27.7
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Male,25 to 34,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,31.5
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Male,25 to 34,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,29.4
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Male,25 to 34,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,29.6
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Male,35 to 44,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,18.2
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Male,35 to 44,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,21.2
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Male,35 to 44,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,19.5
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Male,35 to 44,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,19.8
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Male,35 to 44,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,22.4
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Male,35 to 44,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,25.9
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Male,35 to 44,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,26.5
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Male,35 to 44,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,26.3
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Male,35 to 44,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,26.9
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Male,35 to 44,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,27.0
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Male,35 to 44,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,28.1
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Male,45 to 54,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,21.3
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Male,45 to 54,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,20.8
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Male,45 to 54,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,18.7
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Male,45 to 54,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,20.5
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Male,45 to 54,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,21.1
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Male,45 to 54,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,19.8
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Male,45 to 54,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,22.4
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Male,45 to 54,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,23.5
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Male,45 to 54,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,24.8
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Male,45 to 54,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,24.6
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Male,45 to 54,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,28.0
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Male,55 to 64,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,18.3
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Male,55 to 64,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,19.5
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Male,55 to 64,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,17.1
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Male,55 to 64,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,17.8
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Male,55 to 64,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,17.7
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Male,55 to 64,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,20.5
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Male,55 to 64,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,20.8
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Male,55 to 64,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,21.1
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Male,55 to 64,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,21.5
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Male,55 to 64,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,24.0
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Male,55 to 64,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,23.0
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Male,65 and over,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,10.2
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Male,65 and over,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,10.7
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Male,65 and over,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,10.5
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Male,65 and over,Scotland,,,,,Percentage (%),Units,Normal value,S92000003,10.7
