Year,Disposal Method,Region,Waste collection Authority,Observation status,Unit multiplier,GeoCode,Value
2014 to 2015,Incineration without EfW,London,West London Waste Authority,Undefined,Units,E12000007,0.0
2014 to 2015,Incineration without EfW,London,Western Riverside Waste Authority,Undefined,Units,E12000007,0.0
2014 to 2015,Incineration without EfW,South East,Wokingham Council,Undefined,Units,E12000008,0.001300322479975
2014 to 2015,Incineration without EfW,South East,Windsor and Maidenhead Borough Council,Undefined,Units,E12000008,0.0
2014 to 2015,Incineration without EfW,South East,Slough Borough Council,Undefined,Units,E12000008,0.0523560209424083
2014 to 2015,Incineration without EfW,South East,Reading Borough Council,Undefined,Units,E12000008,0.0188483649043445
2014 to 2015,Incineration without EfW,South East,West Berkshire District Council,Undefined,Units,E12000008,0.0
2014 to 2015,Incineration without EfW,South East,Bracknell Forest Borough Council,Undefined,Units,E12000008,0.032656615686061
2014 to 2015,Incineration without EfW,South East,Milton Keynes Council,Undefined,Units,E12000008,0.0339252257184052
2014 to 2015,Incineration without EfW,South East,Buckinghamshire County Council,Undefined,Units,E12000008,0.0167458924989819
2014 to 2015,Incineration without EfW,South East,Brighton and Hove Council,Undefined,Units,E12000008,0.033583029375822
2014 to 2015,Incineration without EfW,South East,East Sussex County Council,Undefined,Units,E12000008,0.0337335880408744
2014 to 2015,Incineration without EfW,South East,Southampton City Council,Undefined,Units,E12000008,0.001810380723066
2014 to 2015,Incineration without EfW,South East,Portsmouth City Council,Undefined,Units,E12000008,0.0
2014 to 2015,Incineration without EfW,South East,Hampshire County Council,Undefined,Units,E12000008,0.0
2014 to 2015,Incineration without EfW,South East,Isle of Wight Council,Undefined,Units,E12000008,0.0
2014 to 2015,Incineration without EfW,South East,Medway Borough Council,Undefined,Units,E12000008,0.0061406202026404
2014 to 2015,Incineration without EfW,South East,Kent County Council,Undefined,Units,E12000008,0.0
2014 to 2015,Incineration without EfW,South East,Oxfordshire County Council,Undefined,Units,E12000008,0.0003182250678614
2014 to 2015,Incineration without EfW,South East,Surrey County Council,Undefined,Units,E12000008,0.0
2014 to 2015,Incineration without EfW,South East,West Sussex County Council,Undefined,Units,E12000008,0.0
2014 to 2015,Incineration without EfW,South West,Council of the Isles of Scilly,Undefined,Units,E12000009,54.28140324405884
2014 to 2015,Incineration without EfW,South West,Bath and North East Somerset Council,Undefined,Units,E12000009,0.0
2014 to 2015,Incineration without EfW,South West,Bristol City Council,Undefined,Units,E12000009,0.0
2014 to 2015,Incineration without EfW,South West,Cornwall,Undefined,Units,E12000009,0.0496997462697164
2014 to 2015,Incineration without EfW,South West,Torbay Council,Undefined,Units,E12000009,0.0
2014 to 2015,Incineration without EfW,South West,Plymouth City Council,Undefined,Units,E12000009,0.0007950452778285
2014 to 2015,Incineration without EfW,South West,Devon County Council,Undefined,Units,E12000009,0.166093521080905
2014 to 2015,Incineration without EfW,South West,Poole Borough Council,Undefined,Units,E12000009,0.0
2014 to 2015,Incineration without EfW,South West,Bournemouth Borough Council,Undefined,Units,E12000009,0.0
2014 to 2015,Incineration without EfW,South West,Dorset Waste Partnership,Undefined,Units,E12000009,0.0
2014 to 2015,Incineration without EfW,South West,Gloucestershire County Council,Undefined,Units,E12000009,0.0093953741204419
2014 to 2015,Incineration without EfW,South West,North Somerset Council,Undefined,Units,E12000009,0.0
2014 to 2015,Incineration without EfW,South West,Somerset County Council,Undefined,Units,E12000009,0.0022495332218564
2014 to 2015,Incineration without EfW,South West,South Gloucestershire Council,Undefined,Units,E12000009,0.2150452309157277
2014 to 2015,Incineration without EfW,South West,Swindon Borough Council,Undefined,Units,E12000009,0.0
2014 to 2015,Incineration without EfW,South West,Wiltshire,Undefined,Units,E12000009,0.0023281260913091
2014 to 2015,Recycled-composted,North East,Stockton-on-Tees Borough Council,Undefined,Units,E12000001,34.889031750448574
2014 to 2015,Recycled-composted,North East,Redcar and Cleveland Borough Council,Undefined,Units,E12000001,45.01420533675004
2014 to 2015,Recycled-composted,North East,Middlesbrough Borough Council,Undefined,Units,E12000001,43.54083195851992
2014 to 2015,Recycled-composted,North East,Hartlepool Borough Council,Undefined,Units,E12000001,38.16962860487389
2014 to 2015,Recycled-composted,North East,Darlington Borough Council,Undefined,Units,E12000001,38.84618929130956
2014 to 2015,Recycled-composted,North East,County Durham,Undefined,Units,E12000001,44.1444164973719
2014 to 2015,Recycled-composted,North East,Northumberland,Undefined,Units,E12000001,40.8385854771072
2014 to 2015,Recycled-composted,North East,Sunderland City Council,Undefined,Units,E12000001,31.88083129183824
2014 to 2015,Recycled-composted,North East,South Tyneside MBC,Undefined,Units,E12000001,40.844008062942976
2014 to 2015,Recycled-composted,North East,North Tyneside Council,Undefined,Units,E12000001,38.80597014925373
2014 to 2015,Recycled-composted,North East,Newcastle-upon-Tyne City Council MBC,Undefined,Units,E12000001,36.96775145745701
2014 to 2015,Recycled-composted,North East,Gateshead MBC,Undefined,Units,E12000001,35.0832500295594
2014 to 2015,Recycled-composted,North West,Warrington Borough Council,Undefined,Units,E12000002,51.34696733564454
2014 to 2015,Recycled-composted,North West,Cheshire East,Undefined,Units,E12000002,58.93476707667477
2014 to 2015,Recycled-composted,North West,Cheshire West and Chester,Undefined,Units,E12000002,61.449942462600696
2014 to 2015,Recycled-composted,North West,Halton Borough Council,Undefined,Units,E12000002,48.05764005692845
2014 to 2015,Recycled-composted,North West,Cumbria County Council,Undefined,Units,E12000002,51.40305832632751
2014 to 2015,Recycled-composted,North West,Wigan MBC,Undefined,Units,E12000002,48.0423552999819
2014 to 2015,Recycled-composted,North West,Greater Manchester WDA (MBC),Undefined,Units,E12000002,43.42888634827016
2014 to 2015,Recycled-composted,North West,Blackpool Borough Council,Undefined,Units,E12000002,37.73371425338727
2014 to 2015,Recycled-composted,North West,Blackburn with Darwen Borough Council,Undefined,Units,E12000002,32.879875587112586
2014 to 2015,Recycled-composted,North West,Lancashire County Council,Undefined,Units,E12000002,42.47083861589756
2014 to 2015,Recycled-composted,North West,Merseyside WDA (MBC),Undefined,Units,E12000002,43.84913525902419
2014 to 2015,Recycled-composted,Yorkshire and the Humber,East Riding of Yorkshire Council,Undefined,Units,E12000003,56.35079609655881
2014 to 2015,Recycled-composted,Yorkshire and the Humber,Kingston-upon-Hull City Council,Undefined,Units,E12000003,45.28444544147827
2014 to 2015,Recycled-composted,Yorkshire and the Humber,North East Lincolnshire Council,Undefined,Units,E12000003,32.09767094314771
2014 to 2015,Recycled-composted,Yorkshire and the Humber,North Lincolnshire Council,Undefined,Units,E12000003,50.78404518478411
2014 to 2015,Recycled-composted,Yorkshire and the Humber,York City Council,Undefined,Units,E12000003,41.33370674632811
2014 to 2015,Recycled-composted,Yorkshire and the Humber,North Yorkshire County Council,Undefined,Units,E12000003,45.8406658594534
2014 to 2015,Recycled-composted,Yorkshire and the Humber,Sheffield City Council,Undefined,Units,E12000003,29.535203478490285
2014 to 2015,Recycled-composted,Yorkshire and the Humber,Rotherham MBC,Undefined,Units,E12000003,39.862739973188766
2014 to 2015,Recycled-composted,Yorkshire and the Humber,Doncaster MBC,Undefined,Units,E12000003,40.8208499881704
2014 to 2015,Recycled-composted,Yorkshire and the Humber,Barnsley Metropolitan Borough Council,Undefined,Units,E12000003,52.23518908232894
2014 to 2015,Recycled-composted,Yorkshire and the Humber,Leeds City Council MBC,Undefined,Units,E12000003,41.13901193030111
2014 to 2015,Recycled-composted,Yorkshire and the Humber,Kirklees MBC,Undefined,Units,E12000003,29.91606925164676
2014 to 2015,Recycled-composted,Yorkshire and the Humber,Wakefield City MDC,Undefined,Units,E12000003,34.826014570615534
2014 to 2015,Recycled-composted,Yorkshire and the Humber,Bradford City MDC (MBC),Undefined,Units,E12000003,51.22679573165336
2014 to 2015,Recycled-composted,Yorkshire and the Humber,Calderdale MBC,Undefined,Units,E12000003,62.67771520130096
2014 to 2015,Recycled-composted,East Midlands,Derby City Council,Undefined,Units,E12000004,31.392857142857142
2014 to 2015,Recycled-composted,East Midlands,Derbyshire County Council,Undefined,Units,E12000004,46.76751653963709
2014 to 2015,Recycled-composted,East Midlands,Rutland County Council,Undefined,Units,E12000004,61.58557168346434
2014 to 2015,Recycled-composted,East Midlands,Leicester City Council,Undefined,Units,E12000004,36.9655314235095
2014 to 2015,Recycled-composted,East Midlands,Leicestershire County Council,Undefined,Units,E12000004,45.3504170656543
2014 to 2015,Recycled-composted,East Midlands,Lincolnshire County Council,Undefined,Units,E12000004,49.869027264228016
2014 to 2015,Recycled-composted,East Midlands,Northamptonshire County Council,Undefined,Units,E12000004,48.46953646096071
2014 to 2015,Recycled-composted,East Midlands,Nottingham City Council,Undefined,Units,E12000004,31.442571215015363
2014 to 2015,Recycled-composted,East Midlands,Nottinghamshire County Council,Undefined,Units,E12000004,43.06701252719964
2014 to 2015,Recycled-composted,West Midlands,Herefordshire Council,Undefined,Units,E12000005,42.3044900735251
2014 to 2015,Recycled-composted,West Midlands,Worcestershire County Council,Undefined,Units,E12000005,42.653033401499655
2014 to 2015,Recycled-composted,West Midlands,Telford and Wrekin Council,Undefined,Units,E12000005,46.678629271873504
2014 to 2015,Recycled-composted,West Midlands,Shropshire,Undefined,Units,E12000005,48.15487637577755
2014 to 2015,Recycled-composted,West Midlands,Stoke-on-Trent City Council,Undefined,Units,E12000005,34.23136246786632
2014 to 2015,Recycled-composted,West Midlands,Staffordshire County Council,Undefined,Units,E12000005,52.33027024037753
2014 to 2015,Recycled-composted,West Midlands,Warwickshire County Council,Undefined,Units,E12000005,54.172795778592985
2014 to 2015,Recycled-composted,West Midlands,Wolverhampton MBC,Undefined,Units,E12000005,41.38908519203742
2014 to 2015,Recycled-composted,West Midlands,Walsall MBC,Undefined,Units,E12000005,41.47502761074978
2014 to 2015,Recycled-composted,West Midlands,Solihull MBC,Undefined,Units,E12000005,44.93115229319805
2014 to 2015,Recycled-composted,West Midlands,Sandwell MBC,Undefined,Units,E12000005,38.98352818838958
2014 to 2015,Recycled-composted,West Midlands,Dudley MBC,Undefined,Units,E12000005,40.34382355255721
2014 to 2015,Recycled-composted,West Midlands,Coventry City Council,Undefined,Units,E12000005,33.71468944060885
2014 to 2015,Recycled-composted,West Midlands,Birmingham City Council,Undefined,Units,E12000005,24.409704456677414
2014 to 2015,Recycled-composted,East of England,Luton Borough Council,Undefined,Units,E12000006,34.24279386274635
2014 to 2015,Recycled-composted,East of England,Bedford,Undefined,Units,E12000006,36.8483369377424
2014 to 2015,Recycled-composted,East of England,Central Bedfordshire,Undefined,Units,E12000006,50.694348738984864
2014 to 2015,Recycled-composted,East of England,Peterborough City Council,Undefined,Units,E12000006,45.43283717862707
2014 to 2015,Recycled-composted,East of England,Cambridgeshire County Council,Undefined,Units,E12000006,58.66694123685674
2014 to 2015,Recycled-composted,East of England,Thurrock Council,Undefined,Units,E12000006,41.814398785339726
2014 to 2015,Recycled-composted,East of England,Southend-on-Sea Borough Council,Undefined,Units,E12000006,52.93099804512072
2014 to 2015,Recycled-composted,East of England,Essex County Council,Undefined,Units,E12000006,47.5969156889706
2014 to 2015,Recycled-composted,East of England,Hertfordshire County Council,Undefined,Units,E12000006,48.71547656789064
2014 to 2015,Recycled-composted,East of England,Norfolk County Council,Undefined,Units,E12000006,43.268299432682994
2014 to 2015,Recycled-composted,East of England,Suffolk County Council,Undefined,Units,E12000006,50.80644749408827
2014 to 2015,Recycled-composted,London,Bexley LB,Undefined,Units,E12000007,49.73206684139358
2014 to 2015,Recycled-composted,London,Tower Hamlets LB,Undefined,Units,E12000007,21.470166718066867
2014 to 2015,Recycled-composted,London,City of London,Undefined,Units,E12000007,32.88220551378446
2014 to 2015,Recycled-composted,London,Westminster City Council,Undefined,Units,E12000007,14.187115344857748
2014 to 2015,Recycled-composted,London,East London Waste Authority,Undefined,Units,E12000007,24.07478614113102
2014 to 2015,Recycled-composted,London,North London Waste Authority,Undefined,Units,E12000007,30.690021118638583
2014 to 2015,Recycled-composted,London,Southwark LB,Undefined,Units,E12000007,35.70807400460397
2014 to 2015,Recycled-composted,London,Lewisham LB,Undefined,Units,E12000007,16.63004796534117
2014 to 2015,Recycled-composted,London,Greenwich LB,Undefined,Units,E12000007,36.02128067150793
2014 to 2015,Recycled-composted,London,Sutton LB,Undefined,Units,E12000007,37.74759894781917
2014 to 2015,Recycled-composted,London,Merton LB,Undefined,Units,E12000007,36.88579921600208
2014 to 2015,Recycled-composted,London,Royal Borough of Kingston upon Thames,Undefined,Units,E12000007,47.7545818667314
2014 to 2015,Recycled-composted,London,Croydon LB,Undefined,Units,E12000007,38.57788452422336
2014 to 2015,Recycled-composted,London,Bromley LB,Undefined,Units,E12000007,41.06434171771506
2014 to 2015,Recycled-composted,London,West London Waste Authority,Undefined,Units,E12000007,35.758213327869505
2014 to 2015,Recycled-composted,London,Western Riverside Waste Authority,Undefined,Units,E12000007,19.14354152013997
2014 to 2015,Recycled-composted,South East,Wokingham Council,Undefined,Units,E12000008,44.123842712992825
2014 to 2015,Recycled-composted,South East,Windsor and Maidenhead Borough Council,Undefined,Units,E12000008,47.085960976848526
2014 to 2015,Recycled-composted,South East,Slough Borough Council,Undefined,Units,E12000008,28.040139616055846
2014 to 2015,Recycled-composted,South East,Reading Borough Council,Undefined,Units,E12000008,34.90986442640387
2014 to 2015,Recycled-composted,South East,West Berkshire District Council,Undefined,Units,E12000008,53.4364586041455
2014 to 2015,Recycled-composted,South East,Bracknell Forest Borough Council,Undefined,Units,E12000008,41.10379361018887
2014 to 2015,Recycled-composted,South East,Milton Keynes Council,Undefined,Units,E12000008,52.13921678990262
