Year,Country,Sex,Cause of death,Observation status,Unit multiplier,Unit measure,Units,GeoCode,Value
2008,England,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2009,England,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2010,England,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2011,England,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2012,England,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2013,England,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2014,England,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2015,England,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2016,England,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2017,England,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2018,England,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2001,Wales,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2002,Wales,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2003,Wales,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2004,Wales,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2005,Wales,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2006,Wales,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2007,Wales,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2008,Wales,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2009,Wales,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2010,Wales,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2011,Wales,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2012,Wales,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2013,Wales,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2014,Wales,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2015,Wales,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2016,Wales,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2017,Wales,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2018,Wales,,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2001,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2002,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0076042529293911
2003,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2004,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0094069798511146
2005,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0093326514027171
2006,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0055606163342659
2007,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0128706300166038
2008,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0091171465811065
2009,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.010862627894544
2010,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2011,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2012,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0053033708437217
2013,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0087799042881561
2014,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0052256929765327
2015,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2016,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2017,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2018,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2001,England,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2002,England,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0060387364410992
2003,England,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2004,England,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0099612308893785
2005,England,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0079041957723855
2006,England,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.005886371139703
2007,England,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0136236883866989
2008,England,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0077196451827204
2009,England,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0114950498196417
2010,England,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2011,England,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2012,England,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0056081339926779
2013,England,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0092823246327072
2014,England,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2015,England,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2016,England,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0162842677309485
2017,England,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2018,England,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2001,Wales,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2002,Wales,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2003,Wales,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2004,Wales,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2005,Wales,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2006,Wales,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2007,Wales,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2008,Wales,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2009,Wales,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2010,Wales,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2011,Wales,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2012,Wales,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2013,Wales,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2014,Wales,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2015,Wales,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2016,Wales,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2017,Wales,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2018,Wales,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2001,,Male,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2002,,Male,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2003,,Male,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2004,,Male,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2005,,Male,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2006,,Male,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2007,,Male,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2008,,Male,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0111464822017988
2009,,Male,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2010,,Male,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2011,,Male,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2012,,Male,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.010774552403544
2013,,Male,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2014,,Male,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2015,,Male,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
