Year,Series,Violence type,Age,Sex,Country of birth,Disability status,Sexual orientation,Ethnicity,Ethnic group,Highest qualification,Household income,Region,Urban or rural,Observation status,Unit multiplier,Units,GeoCode,Value
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,South West,,Normal value,Units,Percentage (%),E12000009,1.174321304933706
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,Wales,,Normal value,Units,Percentage (%),W92000004,0.4220215907292268
2016/17,(c) Sexual violence - 16 to 59,,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.956909146432753
2016/17,(c) Sexual violence - 16 to 59,,16 to 19,Female,,,,,,,,,,Normal value,Units,Percentage (%),,8.763125514630216
2016/17,(c) Sexual violence - 16 to 59,,20 to 24,Female,,,,,,,,,,Normal value,Units,Percentage (%),,7.202932661119776
2016/17,(c) Sexual violence - 16 to 59,,25 to 34,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.243103249148439
2016/17,(c) Sexual violence - 16 to 59,,35 to 44,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.7374043012850489
2016/17,(c) Sexual violence - 16 to 59,,45 to 54,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.3267000468391372
2016/17,(c) Sexual violence - 16 to 59,,55 to 59,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.1808262038730466
2016/17,(c) Sexual violence - 16 to 59,,16 to 19,Male,,,,,,,,,,Normal value,Units,Percentage (%),,3.037513840087863
2016/17,(c) Sexual violence - 16 to 59,,20 to 24,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.6698468331481469
2016/17,(c) Sexual violence - 16 to 59,,25 to 34,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.086339023937119
2016/17,(c) Sexual violence - 16 to 59,,35 to 44,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.3927814493915459
2016/17,(c) Sexual violence - 16 to 59,,45 to 54,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.1767922395477045
2016/17,(c) Sexual violence - 16 to 59,,55 to 59,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.0821776730407048
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,,Urban,Normal value,Units,Percentage (%),,3.141794554500762
2016/17,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,,Rural,Normal value,Units,Percentage (%),,2.766585596635293
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,,Urban,Normal value,Units,Percentage (%),,0.8317418059682121
2016/17,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,,Rural,Normal value,Units,Percentage (%),,0.8585922263449105
2017/18,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.836737919901081
2017/18,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.1853964199235367
2017/18,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.50643217921014
2017/18,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.8990640952356702
2017/18,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.064866728715387
2017/18,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.4799220390813798
2017/18,(c) Sexual violence - 16 to 59,,,Female,Born in UK,,,,,,,,,Normal value,Units,Percentage (%),,4.398988515992454
2017/18,(c) Sexual violence - 16 to 59,,,Female,Not born in UK,,,,,,,,,Normal value,Units,Percentage (%),,3.555943533061143
2017/18,(c) Sexual violence - 16 to 59,,,Female,,Disabled (GSS harmonised),,,,,,,,Normal value,Units,Percentage (%),,7.540499338397944
2017/18,(c) Sexual violence - 16 to 59,,,Female,,Non-disabled (GSS harmonised),,,,,,,,Normal value,Units,Percentage (%),,3.762635829533808
2017/18,(c) Sexual violence - 16 to 59,,,Female,,,,White,,,,,,Normal value,Units,Percentage (%),,4.034323728253845
2017/18,(c) Sexual violence - 16 to 59,,,Female,,,,Mixed,,,,,,Normal value,Units,Percentage (%),,6.730826274449045
2017/18,(c) Sexual violence - 16 to 59,,,Female,,,,Asian,,,,,,Normal value,Units,Percentage (%),,3.5741935764169592
2017/18,(c) Sexual violence - 16 to 59,,,Female,,,,Black,,,,,,Normal value,Units,Percentage (%),,9.170244217728827
2017/18,(c) Sexual violence - 16 to 59,,,Female,,,,Other ethnic group,,,,,,Normal value,Units,Percentage (%),,0.9567551625352866
2017/18,(c) Sexual violence - 16 to 59,,,Female,,,,,,,"Less than £10,000",,,Normal value,Units,Percentage (%),,7.559073208116767
2017/18,(c) Sexual violence - 16 to 59,,,Female,,,,,,,"£10,000 to less than £20,000",,,Normal value,Units,Percentage (%),,5.802425360727249
2017/18,(c) Sexual violence - 16 to 59,,,Female,,,,,,,"£20,000 to less than £30,000",,,Normal value,Units,Percentage (%),,4.071179023290663
2017/18,(c) Sexual violence - 16 to 59,,,Female,,,,,,,"£30,000 to less than £40,000",,,Normal value,Units,Percentage (%),,3.9338829224098
2017/18,(c) Sexual violence - 16 to 59,,,Female,,,,,,,"£40,000 to less than £50,000",,,Normal value,Units,Percentage (%),,2.972188589426509
2017/18,(c) Sexual violence - 16 to 59,,,Female,,,,,,,"£50,000 or more",,,Normal value,Units,Percentage (%),,3.741049978061695
2017/18,(c) Sexual violence - 16 to 59,,,Female,,,,,,,No income stated or not enough information provided,,,Normal value,Units,Percentage (%),,3.953295482178728
2017/18,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,North East,,Normal value,Units,Percentage (%),E12000001,1.369678362048887
2017/18,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,North West,,Normal value,Units,Percentage (%),E12000002,4.574406093277776
2017/18,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,Yorkshire and The Humber,,Normal value,Units,Percentage (%),E12000003,5.023688338386045
2017/18,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,East Midlands,,Normal value,Units,Percentage (%),E12000004,3.5887256903719287
2017/18,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,West Midlands,,Normal value,Units,Percentage (%),E12000005,4.550878181662194
2017/18,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,East,,Normal value,Units,Percentage (%),E12000006,2.922563823831552
2017/18,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,London,,Normal value,Units,Percentage (%),E12000007,5.233743439450076
2017/18,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,South East,,Normal value,Units,Percentage (%),E12000008,4.064434983803597
2017/18,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,South West,,Normal value,Units,Percentage (%),E12000009,3.860447015887961
2017/18,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,Wales,,Normal value,Units,Percentage (%),W92000004,6.084808429226467
2017/18,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,4.222980180484632
2017/18,(c) Sexual violence - 16 to 59,,,Male,Born in UK,,,,,,,,,Normal value,Units,Percentage (%),,1.3503959852693468
2017/18,(c) Sexual violence - 16 to 59,,,Male,Not born in UK,,,,,,,,,Normal value,Units,Percentage (%),,0.7136293224538189
2017/18,(c) Sexual violence - 16 to 59,,,Male,,Disabled (GSS harmonised),,,,,,,,Normal value,Units,Percentage (%),,1.1051766682885673
2017/18,(c) Sexual violence - 16 to 59,,,Male,,Non-disabled (GSS harmonised),,,,,,,,Normal value,Units,Percentage (%),,1.2514551184850191
2017/18,(c) Sexual violence - 16 to 59,,,Male,,,,White,,,,,,Normal value,Units,Percentage (%),,1.3271151476634762
2017/18,(c) Sexual violence - 16 to 59,,,Male,,,,Mixed,,,,,,Normal value,Units,Percentage (%),,0.0
2017/18,(c) Sexual violence - 16 to 59,,,Male,,,,Asian,,,,,,Normal value,Units,Percentage (%),,0.473054661390361
2017/18,(c) Sexual violence - 16 to 59,,,Male,,,,Black,,,,,,Normal value,Units,Percentage (%),,1.8531151627050295
2017/18,(c) Sexual violence - 16 to 59,,,Male,,,,Other ethnic group,,,,,,Normal value,Units,Percentage (%),,0.9079543084743068
2017/18,(c) Sexual violence - 16 to 59,,,Male,,,,,,,"Less than £10,000",,,Normal value,Units,Percentage (%),,0.4101362401465406
2017/18,(c) Sexual violence - 16 to 59,,,Male,,,,,,,"£10,000 to less than £20,000",,,Normal value,Units,Percentage (%),,2.0087133130860964
2017/18,(c) Sexual violence - 16 to 59,,,Male,,,,,,,"£20,000 to less than £30,000",,,Normal value,Units,Percentage (%),,0.3901566217028808
2017/18,(c) Sexual violence - 16 to 59,,,Male,,,,,,,"£30,000 to less than £40,000",,,Normal value,Units,Percentage (%),,0.5784397148232877
2017/18,(c) Sexual violence - 16 to 59,,,Male,,,,,,,"£40,000 to less than £50,000",,,Normal value,Units,Percentage (%),,0.5607435164969016
2017/18,(c) Sexual violence - 16 to 59,,,Male,,,,,,,"£50,000 or more",,,Normal value,Units,Percentage (%),,1.7353952297675312
2017/18,(c) Sexual violence - 16 to 59,,,Male,,,,,,,No income stated or not enough information provided,,,Normal value,Units,Percentage (%),,1.4420095437446316
2017/18,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,North East,,Normal value,Units,Percentage (%),E12000001,0.9433924470370058
2017/18,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,North West,,Normal value,Units,Percentage (%),E12000002,1.1941145017743984
2017/18,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,Yorkshire and The Humber,,Normal value,Units,Percentage (%),E12000003,2.5715191327094256
2017/18,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,East Midlands,,Normal value,Units,Percentage (%),E12000004,0.858245324864804
2017/18,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,West Midlands,,Normal value,Units,Percentage (%),E12000005,0.2021511187339586
2017/18,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,East,,Normal value,Units,Percentage (%),E12000006,0.5817124790703181
2017/18,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,London,,Normal value,Units,Percentage (%),E12000007,2.523984617519953
2017/18,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,South East,,Normal value,Units,Percentage (%),E12000008,1.265715099791765
2017/18,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,South West,,Normal value,Units,Percentage (%),E12000009,0.4494029091861482
2017/18,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,Wales,,Normal value,Units,Percentage (%),W92000004,0.4225852904928464
2017/18,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.2291580591867943
2017/18,(c) Sexual violence - 16 to 59,,,,Born in UK,,,,,,,,,Normal value,Units,Percentage (%),,2.8718416063895558
2017/18,(c) Sexual violence - 16 to 59,,,,Not born in UK,,,,,,,,,Normal value,Units,Percentage (%),,2.101638072361772
2017/18,(c) Sexual violence - 16 to 59,,,,,Disabled (GSS harmonised),,,,,,,,Normal value,Units,Percentage (%),,4.817625276225663
2017/18,(c) Sexual violence - 16 to 59,,,,,Non-disabled (GSS harmonised),,,,,,,,Normal value,Units,Percentage (%),,2.475672098785197
2017/18,(c) Sexual violence - 16 to 59,,,,,,,White,,,,,,Normal value,Units,Percentage (%),,2.679060527496765
2017/18,(c) Sexual violence - 16 to 59,,,,,,,Mixed,,,,,,Normal value,Units,Percentage (%),,3.663776938053837
2017/18,(c) Sexual violence - 16 to 59,,,,,,,Asian,,,,,,Normal value,Units,Percentage (%),,1.837670318272372
2017/18,(c) Sexual violence - 16 to 59,,,,,,,Black,,,,,,Normal value,Units,Percentage (%),,6.017974545272294
2017/18,(c) Sexual violence - 16 to 59,,,,,,,Other ethnic group,,,,,,Normal value,Units,Percentage (%),,0.9319853062370406
2017/18,(c) Sexual violence - 16 to 59,,,,,,,,,,"Less than £10,000",,,Normal value,Units,Percentage (%),,4.8879809304047495
2017/18,(c) Sexual violence - 16 to 59,,,,,,,,,,"£10,000 to less than £20,000",,,Normal value,Units,Percentage (%),,4.126767082335952
2017/18,(c) Sexual violence - 16 to 59,,,,,,,,,,"£20,000 to less than £30,000",,,Normal value,Units,Percentage (%),,2.3318332990742934
2017/18,(c) Sexual violence - 16 to 59,,,,,,,,,,"£30,000 to less than £40,000",,,Normal value,Units,Percentage (%),,2.142790031039132
2017/18,(c) Sexual violence - 16 to 59,,,,,,,,,,"£40,000 to less than £50,000",,,Normal value,Units,Percentage (%),,1.7208314511925469
2017/18,(c) Sexual violence - 16 to 59,,,,,,,,,,"£50,000 or more",,,Normal value,Units,Percentage (%),,2.676729101902445
2017/18,(c) Sexual violence - 16 to 59,,,,,,,,,,No income stated or not enough information provided,,,Normal value,Units,Percentage (%),,2.648470896675893
2017/18,(c) Sexual violence - 16 to 59,,,,,,,,,,,North East,,Normal value,Units,Percentage (%),E12000001,1.163146596419364
2017/18,(c) Sexual violence - 16 to 59,,,,,,,,,,,North West,,Normal value,Units,Percentage (%),E12000002,2.8266402913388573
2017/18,(c) Sexual violence - 16 to 59,,,,,,,,,,,Yorkshire and The Humber,,Normal value,Units,Percentage (%),E12000003,3.841745306674508
2017/18,(c) Sexual violence - 16 to 59,,,,,,,,,,,East Midlands,,Normal value,Units,Percentage (%),E12000004,2.290269705090396
2017/18,(c) Sexual violence - 16 to 59,,,,,,,,,,,West Midlands,,Normal value,Units,Percentage (%),E12000005,2.4003993313267737
2017/18,(c) Sexual violence - 16 to 59,,,,,,,,,,,East,,Normal value,Units,Percentage (%),E12000006,1.7755358525066185
2017/18,(c) Sexual violence - 16 to 59,,,,,,,,,,,London,,Normal value,Units,Percentage (%),E12000007,3.858618955941445
2017/18,(c) Sexual violence - 16 to 59,,,,,,,,,,,South East,,Normal value,Units,Percentage (%),E12000008,2.613796211417655
2017/18,(c) Sexual violence - 16 to 59,,,,,,,,,,,South West,,Normal value,Units,Percentage (%),E12000009,2.082849585428592
2017/18,(c) Sexual violence - 16 to 59,,,,,,,,,,,Wales,,Normal value,Units,Percentage (%),W92000004,3.1766453156073045
2017/18,(c) Sexual violence - 16 to 59,,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.7187110249381288
2017/18,(c) Sexual violence - 16 to 59,,16 to 19,Female,,,,,,,,,,Normal value,Units,Percentage (%),,15.836387978548029
2017/18,(c) Sexual violence - 16 to 59,,20 to 24,Female,,,,,,,,,,Normal value,Units,Percentage (%),,11.09606908120499
2017/18,(c) Sexual violence - 16 to 59,,25 to 34,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.1563797097966417
2017/18,(c) Sexual violence - 16 to 59,,35 to 44,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.7292202046427798
2017/18,(c) Sexual violence - 16 to 59,,45 to 54,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.0710768601818965
2017/18,(c) Sexual violence - 16 to 59,,55 to 59,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.667693903875766
2017/18,(c) Sexual violence - 16 to 59,,16 to 19,Male,,,,,,,,,,Normal value,Units,Percentage (%),,2.266014533927933
2017/18,(c) Sexual violence - 16 to 59,,20 to 24,Male,,,,,,,,,,Normal value,Units,Percentage (%),,3.605479644422391
2017/18,(c) Sexual violence - 16 to 59,,25 to 34,Male,,,,,,,,,,Normal value,Units,Percentage (%),,2.1200878850968423
2017/18,(c) Sexual violence - 16 to 59,,35 to 44,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.2237874068805551
2017/18,(c) Sexual violence - 16 to 59,,45 to 54,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.2360623789425201
2017/18,(c) Sexual violence - 16 to 59,,55 to 59,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.1020088682201012
2017/18,(c) Sexual violence - 16 to 59,,16 to 19,,,,,,,,,,,Normal value,Units,Percentage (%),,8.453651356836678
2017/18,(c) Sexual violence - 16 to 59,,20 to 24,,,,,,,,,,,Normal value,Units,Percentage (%),,7.134208681700768
2017/18,(c) Sexual violence - 16 to 59,,25 to 34,,,,,,,,,,,Normal value,Units,Percentage (%),,2.6338783753343296
2017/18,(c) Sexual violence - 16 to 59,,35 to 44,,,,,,,,,,,Normal value,Units,Percentage (%),,0.9814779173374716
2017/18,(c) Sexual violence - 16 to 59,,45 to 54,,,,,,,,,,,Normal value,Units,Percentage (%),,1.168297816865005
2017/18,(c) Sexual violence - 16 to 59,,55 to 59,,,,,,,,,,,Normal value,Units,Percentage (%),,1.433219930685738
2017/18,(c) Sexual violence - 16 to 74,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.5252343324021567
2017/18,(c) Sexual violence - 16 to 74,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.751276604267344
2017/18,(c) Sexual violence - 16 to 74,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.1637167244750337
2017/18,(c) Sexual violence - 16 to 74,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.0262365766515835
2017/18,(c) Sexual violence - 16 to 74,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.052171415698012
2017/18,(c) Sexual violence - 16 to 74,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.9878906947931692
2017/18,(c) Sexual violence - 16 to 74,,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.272190415208043
2017/18,(c) Sexual violence - 16 to 74,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.4012334499035636
2017/18,(c) Sexual violence - 16 to 74,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.0759912032468533
2018/19,(c) Sexual violence - 16 to 74,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.740547708731365
2018/19,(c) Sexual violence - 16 to 74,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.910023808396199
2018/19,(c) Sexual violence - 16 to 74,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.149542309709856
2018/19,(c) Sexual violence - 16 to 74,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.0113452213369842
2018/19,(c) Sexual violence - 16 to 74,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.1999730069993804
2018/19,(c) Sexual violence - 16 to 74,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.9032232358131784
2018/19,(c) Sexual violence - 16 to 74,,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.394244549904467
2018/19,(c) Sexual violence - 16 to 74,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.5604282896038187
2018/19,(c) Sexual violence - 16 to 74,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.045404403800798
2018/19,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.7979494275361247
2018/19,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.1064151964944418
2018/19,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.4742472714024086
2018/19,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.0922968773285648
2018/19,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.2514191239773397
2018/19,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.6778626741249395
2018/19,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,4.451151543154411
2018/19,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.227706387569872
2018/19,(c) Sexual violence - 16 to 59,,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.86324979856038
2019/20,(c) Sexual violence - 16 to 74,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.8954027889027807
2019/20,(c) Sexual violence - 16 to 74,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.8301113377814651
2019/20,(c) Sexual violence - 16 to 74,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.4972390423687
2019/20,(c) Sexual violence - 16 to 74,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.7395378889104095
2019/20,(c) Sexual violence - 16 to 74,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.0711612104748415
2019/20,(c) Sexual violence - 16 to 74,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.6908211135906341
2019/20,(c) Sexual violence - 16 to 74,,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.824774139185375
2019/20,(c) Sexual violence - 16 to 74,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.453052050326839
2019/20,(c) Sexual violence - 16 to 74,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.6029147351808788
2019/20,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.0503256964849847
2019/20,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.822212196229098
2019/20,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.940524433946042
2019/20,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.9838565931019178
2019/20,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.0887494888632651
2019/20,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.5363377614335408
2019/20,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.5107148739470944
2019/20,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.8827314864945397
2019/20,(c) Sexual violence - 16 to 59,,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.197476545385852
2020/21,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Missing value,Units,Percentage (%),,
2020/21,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Missing value,Units,Percentage (%),,
2020/21,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Missing value,Units,Percentage (%),,
2020/21,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Missing value,Units,Percentage (%),,
2020/21,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Missing value,Units,Percentage (%),,
2020/21,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Missing value,Units,Percentage (%),,
2020/21,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,,,Missing value,Units,Percentage (%),,
2020/21,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,,,Missing value,Units,Percentage (%),,
2020/21,(c) Sexual violence - 16 to 59,,,,,,,,,,,,,Missing value,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.2598062591952885
2021/22,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.3957351392714754
2021/22,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.336485869927306
2021/22,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.208161299554294
2021/22,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.6088658647182551
2021/22,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.880941814951908
2021/22,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.4033084044659707
2021/22,(c) Sexual violence - 16 to 59,,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.650476350200518
