Year,Units,Urbanisation,Household composition,Age of oldest person,Age of youngest person,Income quintile,Living in poverty,Economic activity,Disability status,Ethnicity of household reference person (HRP),Length of residence,Sub-national area,Decent homes criteria,Value
2015,Percentage (%),Other urban centre,,,,,,,,,,,Thermal comfort,5.593836812455111
2015,Percentage (%),Suburban residential,,,,,,,,,,,Thermal comfort,4.828076524443744
2015,Percentage (%),Rural residential,,,,,,,,,,,Thermal comfort,6.504240373292133
2015,Percentage (%),Village centre,,,,,,,,,,,Thermal comfort,10.73429573399495
2015,Percentage (%),Rural,,,,,,,,,,,Thermal comfort,13.88050984519805
2015,Percentage (%),All city and urban centres,,,,,,,,,,,Thermal comfort,7.184337547651059
2015,Percentage (%),Suburban residential,,,,,,,,,,,Thermal comfort,4.828076524443744
2015,Percentage (%),All rural areas,,,,,,,,,,,Thermal comfort,8.6041906370144
2015,Percentage (%),,Couple under 60,,,,,,,,,,Thermal comfort,5.10052218157
2015,Percentage (%),,Couple 60 or over,,,,,,,,,,Thermal comfort,4.96492424671
2015,Percentage (%),,Couple with children,,,,,,,,,,Thermal comfort,3.27338023128
2015,Percentage (%),,Lone parent,,,,,,,,,,Thermal comfort,5.58360832861
2015,Percentage (%),,Multi-person household,,,,,,,,,,Thermal comfort,6.48139017061
2015,Percentage (%),,One person under 60,,,,,,,,,,Thermal comfort,9.94300935714
2015,Percentage (%),,One person 60 or over,,,,,,,,,,Thermal comfort,8.94854789741
2015,Percentage (%),,,59 and under,,,,,,,,,Thermal comfort,5.51033604264
2015,Percentage (%),,,60 and over,,,,,,,,,Thermal comfort,6.71673951508
2015,Percentage (%),,,75 and over,,,,,,,,,Thermal comfort,7.24711830057
2015,Percentage (%),,,,4 and under,,,,,,,,Thermal comfort,4.11702571554
2015,Percentage (%),,,,15 and under,,,,,,,,Thermal comfort,3.67399483591
2015,Percentage (%),,,,16 and over,,,,,,,,Thermal comfort,6.83602532758
2015,Percentage (%),,,,,1st quintile (lowest),,,,,,,Thermal comfort,7.17932777839
2015,Percentage (%),,,,,2nd quintile,,,,,,,Thermal comfort,6.90684013135
2015,Percentage (%),,,,,3rd quintile,,,,,,,Thermal comfort,6.41194264114
2015,Percentage (%),,,,,4th quintile,,,,,,,Thermal comfort,5.10724859156
2015,Percentage (%),,,,,5th quintile (highest),,,,,,,Thermal comfort,4.46421811552
2015,Percentage (%),,,,,,In poverty,,,,,,Thermal comfort,7.27178951742
2015,Percentage (%),,,,,,Not in poverty,,,,,,Thermal comfort,5.77036692971
2015,Percentage (%),,,,,,,Workless household,,,,,Thermal comfort,9.3649521028
2015,Percentage (%),,,,,,,Working household,,,,,Thermal comfort,5.20632319724
2015,Percentage (%),,,,,,,,Long-term illness/disability,,,,Thermal comfort,6.71148343214
2015,Percentage (%),,,,,,,,No long-term illness/disability,,,,Thermal comfort,5.65275737604
2015,Percentage (%),,,,,,,,,White,,,Thermal comfort,5.94391702388
2015,Percentage (%),,,,,,,,,Black,,,Thermal comfort,5.67682070899
2015,Percentage (%),,,,,,,,,Asian,,,Thermal comfort,5.04405192863
2015,Percentage (%),,,,,,,,,Other,,,Thermal comfort,9.03747267062
2015,Percentage (%),,,,,,,,,All minority,,,Thermal comfort,6.28583545343
2015,Percentage (%),,,,,,,,,,Less than 1 year,,Thermal comfort,6.56005491777
2015,Percentage (%),,,,,,,,,,1-4 years,,Thermal comfort,6.03521909471
2015,Percentage (%),,,,,,,,,,5-9 years,,Thermal comfort,5.46389552243
2015,Percentage (%),,,,,,,,,,10-19 years,,Thermal comfort,4.59862398085
2015,Percentage (%),,,,,,,,,,20-29 years,,Thermal comfort,5.80427230207
2015,Percentage (%),,,,,,,,,,30 or more years,,Thermal comfort,8.25282331997
2015,Percentage (%),,,,,,,,,,,North,Thermal comfort,3.53697271049
2015,Percentage (%),,,,,,,,,,,South East,Thermal comfort,7.09778930719
2015,Percentage (%),,,,,,,,,,,Rest of England,Thermal comfort,6.87836055276
2016,Percentage (%),,,,,,,,,,,,,19.906984622651468
2016,Percentage (%),City centre,,,,,,,,,,,,30.06870155639985
2016,Percentage (%),Other urban centre,,,,,,,,,,,,24.017237033261825
2016,Percentage (%),Suburban residential,,,,,,,,,,,,16.233424664279514
2016,Percentage (%),Rural residential,,,,,,,,,,,,19.988884039760112
2016,Percentage (%),Village centre,,,,,,,,,,,,31.639284600187146
2016,Percentage (%),Rural,,,,,,,,,,,,48.203747830874576
2016,Percentage (%),All city and urban centres,,,,,,,,,,,,25.050723025168033
2016,Percentage (%),Suburban residential,,,,,,,,,,,,16.233424664279514
2016,Percentage (%),All rural areas,,,,,,,,,,,,27.0547145988224
2016,Percentage (%),,Couple under 60,,,,,,,,,,,17.48420654008493
2016,Percentage (%),,Couple 60 or over,,,,,,,,,,,17.444100536965564
2016,Percentage (%),,Couple with children,,,,,,,,,,,19.040910034384563
2016,Percentage (%),,Lone parent,,,,,,,,,,,19.781401607330114
2016,Percentage (%),,Multi-person household,,,,,,,,,,,22.204632949439315
2016,Percentage (%),,One person under 60,,,,,,,,,,,20.395224005281705
2016,Percentage (%),,One person 60 or over,,,,,,,,,,,23.133391733738957
2016,Percentage (%),,,59 and under,,,,,,,,,,19.372149590081538
2016,Percentage (%),,,60 and over,,,,,,,,,,19.96002660119596
2016,Percentage (%),,,75 and over,,,,,,,,,,21.51901885688533
2016,Percentage (%),,,,4 and under,,,,,,,,,19.471069696411444
2016,Percentage (%),,,,15 and under,,,,,,,,,19.210248218393964
2016,Percentage (%),,,,16 and over,,,,,,,,,19.74474591135315
2016,Percentage (%),,,,,1st quintile (lowest),,,,,,,,23.015086974327126
2016,Percentage (%),,,,,2nd quintile,,,,,,,,21.508822133382026
2016,Percentage (%),,,,,3rd quintile,,,,,,,,20.49276602778027
2016,Percentage (%),,,,,4th quintile,,,,,,,,17.870010887386066
2016,Percentage (%),,,,,5th quintile (highest),,,,,,,,15.472039671431276
2016,Percentage (%),,,,,,In poverty,,,,,,,23.673926135739805
2016,Percentage (%),,,,,,Not in poverty,,,,,,,18.881173589628446
2016,Percentage (%),,,,,,,Workless household,,,,,,22.10645611052704
2016,Percentage (%),,,,,,,Working household,,,,,,19.031882762405843
2016,Percentage (%),,,,,,,,Long-term illness/disability,,,,,18.82921579010513
2016,Percentage (%),,,,,,,,No long-term illness/disability,,,,,19.966574520327942
2016,Percentage (%),,,,,,,,,White,,,,19.52815444452011
2016,Percentage (%),,,,,,,,,Black,,,,19.05439157727392
2016,Percentage (%),,,,,,,,,Asian,,,,22.54858465878961
2016,Percentage (%),,,,,,,,,Other,,,,17.519730172454285
2016,Percentage (%),,,,,,,,,All minority,,,,20.15764332593276
2016,Percentage (%),,,,,,,,,,Less than 1 year,,,20.95321555245033
2016,Percentage (%),,,,,,,,,,1-4 years,,,18.687908039896065
2016,Percentage (%),,,,,,,,,,5-9 years,,,17.636367621266285
2016,Percentage (%),,,,,,,,,,10-19 years,,,16.87800702463861
2016,Percentage (%),,,,,,,,,,20-29 years,,,18.898518161263038
2016,Percentage (%),,,,,,,,,,30 or more years,,,26.98564847625797
2016,Percentage (%),,,,,,,,,,,North,,21.52881904876146
2016,Percentage (%),,,,,,,,,,,South East,,16.939283162003186
2016,Percentage (%),,,,,,,,,,,Rest of England,,20.999199089841706
2016,Percentage (%),,,,,,,,,,,,Minimum standard,12.015214492617448
2016,Percentage (%),City centre,,,,,,,,,,,Minimum standard,18.943112872751847
2016,Percentage (%),Other urban centre,,,,,,,,,,,Minimum standard,13.227303228160183
2016,Percentage (%),Suburban residential,,,,,,,,,,,Minimum standard,8.938873468661154
2016,Percentage (%),Rural residential,,,,,,,,,,,Minimum standard,13.600733932437597
2016,Percentage (%),Village centre,,,,,,,,,,,Minimum standard,24.939644922261753
2016,Percentage (%),Rural,,,,,,,,,,,Minimum standard,40.999192779479564
2016,Percentage (%),All city and urban centres,,,,,,,,,,,Minimum standard,14.203465143594245
2016,Percentage (%),Suburban residential,,,,,,,,,,,Minimum standard,8.938873468661154
2016,Percentage (%),All rural areas,,,,,,,,,,,Minimum standard,20.46759413877354
2016,Percentage (%),,Couple under 60,,,,,,,,,,Minimum standard,10.829786753807605
2016,Percentage (%),,Couple 60 or over,,,,,,,,,,Minimum standard,11.373416778387151
2016,Percentage (%),,Couple with children,,,,,,,,,,Minimum standard,12.836931220930584
2016,Percentage (%),,Lone parent,,,,,,,,,,Minimum standard,10.940275016515574
2016,Percentage (%),,Multi-person household,,,,,,,,,,Minimum standard,13.082680778536599
2016,Percentage (%),,One person under 60,,,,,,,,,,Minimum standard,10.36536978652379
2016,Percentage (%),,One person 60 or over,,,,,,,,,,Minimum standard,11.50776353043053
2016,Percentage (%),,,59 and under,,,,,,,,,Minimum standard,11.532615820493021
2016,Percentage (%),,,60 and over,,,,,,,,,Minimum standard,11.68807949568713
2016,Percentage (%),,,75 and over,,,,,,,,,Minimum standard,11.704617052536225
2016,Percentage (%),,,,4 and under,,,,,,,,Minimum standard,13.192361201490959
2016,Percentage (%),,,,15 and under,,,,,,,,Minimum standard,12.321661980663286
2016,Percentage (%),,,,16 and over,,,,,,,,Minimum standard,11.324081838724858
2016,Percentage (%),,,,,1st quintile (lowest),,,,,,,Minimum standard,13.530806200257683
2016,Percentage (%),,,,,2nd quintile,,,,,,,Minimum standard,11.70529559226251
2016,Percentage (%),,,,,3rd quintile,,,,,,,Minimum standard,11.954746162961301
2016,Percentage (%),,,,,4th quintile,,,,,,,Minimum standard,10.8474037584689
2016,Percentage (%),,,,,5th quintile (highest),,,,,,,Minimum standard,10.101750225972987
2016,Percentage (%),,,,,,In poverty,,,,,,Minimum standard,13.920179925836203
2016,Percentage (%),,,,,,Not in poverty,,,,,,Minimum standard,11.181996240305322
2016,Percentage (%),,,,,,,Workless household,,,,,Minimum standard,11.65831599824039
2016,Percentage (%),,,,,,,Working household,,,,,Minimum standard,11.664759101809448
2016,Percentage (%),,,,,,,,Long-term illness/disability,,,,Minimum standard,11.31701956896196
2016,Percentage (%),,,,,,,,No long-term illness/disability,,,,Minimum standard,11.684698012026594
2016,Percentage (%),,,,,,,,,White,,,Minimum standard,11.905381825423
2016,Percentage (%),,,,,,,,,Black,,,Minimum standard,5.995451457754536
2016,Percentage (%),,,,,,,,,Asian,,,Minimum standard,11.59169130415193
2016,Percentage (%),,,,,,,,,Other,,,Minimum standard,8.769395236030048
2016,Percentage (%),,,,,,,,,All minority,,,Minimum standard,9.192889887209342
2016,Percentage (%),,,,,,,,,,Less than 1 year,,Minimum standard,11.704596777686168
2016,Percentage (%),,,,,,,,,,1-4 years,,Minimum standard,10.781010704714523
2016,Percentage (%),,,,,,,,,,5-9 years,,Minimum standard,9.823290463394125
2016,Percentage (%),,,,,,,,,,10-19 years,,Minimum standard,9.617714227756004
2016,Percentage (%),,,,,,,,,,20-29 years,,Minimum standard,12.57845925758811
2016,Percentage (%),,,,,,,,,,30 or more years,,Minimum standard,17.032778171509573
2016,Percentage (%),,,,,,,,,,,North,Minimum standard,14.839180623558157
2016,Percentage (%),,,,,,,,,,,South East,Minimum standard,7.355106921004887
2016,Percentage (%),,,,,,,,,,,Rest of England,Minimum standard,13.533292343641905
2016,Percentage (%),,,,,,,,,,,,Repair,3.869953757768575
2016,Percentage (%),City centre,,,,,,,,,,,Repair,5.0051036484699365
2016,Percentage (%),Other urban centre,,,,,,,,,,,Repair,5.420173983986742
2016,Percentage (%),Suburban residential,,,,,,,,,,,Repair,3.3518788655266705
2016,Percentage (%),Rural residential,,,,,,,,,,,Repair,2.4614410284356194
2016,Percentage (%),Village centre,,,,,,,,,,,Repair,5.877273487619295
2016,Percentage (%),Rural,,,,,,,,,,,Repair,7.447616461330251
2016,Percentage (%),All city and urban centres,,,,,,,,,,,Repair,5.349287114242708
2016,Percentage (%),Suburban residential,,,,,,,,,,,Repair,3.3518788655266705
2016,Percentage (%),All rural areas,,,,,,,,,,,Repair,4.000470128576781
2016,Percentage (%),,Couple under 60,,,,,,,,,,Repair,3.7619908662515273
2016,Percentage (%),,Couple 60 or over,,,,,,,,,,Repair,2.338703639254362
2016,Percentage (%),,Couple with children,,,,,,,,,,Repair,3.763871914649107
2016,Percentage (%),,Lone parent,,,,,,,,,,Repair,3.242856813124634
2016,Percentage (%),,Multi-person household,,,,,,,,,,Repair,4.586520260350128
2016,Percentage (%),,One person under 60,,,,,,,,,,Repair,4.007342974530544
2016,Percentage (%),,One person 60 or over,,,,,,,,,,Repair,4.9119892449185985
2016,Percentage (%),,,59 and under,,,,,,,,,Repair,3.85346434504635
2016,Percentage (%),,,60 and over,,,,,,,,,Repair,3.5836765144198686
2016,Percentage (%),,,75 and over,,,,,,,,,Repair,4.772375487718312
2016,Percentage (%),,,,4 and under,,,,,,,,Repair,3.9317366474065967
2016,Percentage (%),,,,15 and under,,,,,,,,Repair,3.8383883675288972
2016,Percentage (%),,,,16 and over,,,,,,,,Repair,3.7154642968456177
2016,Percentage (%),,,,,1st quintile (lowest),,,,,,,Repair,5.865866843436081
2016,Percentage (%),,,,,2nd quintile,,,,,,,Repair,3.683066466644217
2016,Percentage (%),,,,,3rd quintile,,,,,,,Repair,3.51745812221912
2016,Percentage (%),,,,,4th quintile,,,,,,,Repair,3.4771340580687142
2016,Percentage (%),,,,,5th quintile (highest),,,,,,,Repair,2.3890958832805986
2016,Percentage (%),,,,,,In poverty,,,,,,Repair,6.1064474293681315
2016,Percentage (%),,,,,,Not in poverty,,,,,,Repair,3.3321394545884413
2016,Percentage (%),,,,,,,Workless household,,,,,Repair,5.200602441079321
2016,Percentage (%),,,,,,,Working household,,,,,Repair,3.562141150487555
2016,Percentage (%),,,,,,,,Long-term illness/disability,,,,Repair,3.1592669741375943
2016,Percentage (%),,,,,,,,No long-term illness/disability,,,,Repair,4.031915975439078
2016,Percentage (%),,,,,,,,,White,,,Repair,3.7776806685752304
2016,Percentage (%),,,,,,,,,Black,,,Repair,2.6978232718591744
2016,Percentage (%),,,,,,,,,Asian,,,Repair,5.887781309246946
2016,Percentage (%),,,,,,,,,Other,,,Repair,0.639072509247008
2016,Percentage (%),,,,,,,,,All minority,,,Repair,3.525184827962807
2016,Percentage (%),,,,,,,,,,Less than 1 year,,Repair,3.690441152424869
2016,Percentage (%),,,,,,,,,,1-4 years,,Repair,3.4827479864411828
2016,Percentage (%),,,,,,,,,,5-9 years,,Repair,3.4700702465444704
2016,Percentage (%),,,,,,,,,,10-19 years,,Repair,3.268178747114652
2016,Percentage (%),,,,,,,,,,20-29 years,,Repair,3.7310904508287486
2016,Percentage (%),,,,,,,,,,30 or more years,,Repair,5.28206945428774
2016,Percentage (%),,,,,,,,,,,North,Repair,5.1040750856138075
2016,Percentage (%),,,,,,,,,,,South East,Repair,3.302443516024409
2016,Percentage (%),,,,,,,,,,,Rest of England,Repair,3.4222615603143534
2016,Percentage (%),,,,,,,,,,,,Modern facilities and services,2.1129764983955623
2016,Percentage (%),City centre,,,,,,,,,,,Modern facilities and services,6.767352708948474
2016,Percentage (%),Other urban centre,,,,,,,,,,,Modern facilities and services,3.407215639816364
2016,Percentage (%),Suburban residential,,,,,,,,,,,Modern facilities and services,1.4444533951432086
2016,Percentage (%),Rural residential,,,,,,,,,,,Modern facilities and services,1.2000043409607635
2016,Percentage (%),Village centre,,,,,,,,,,,Modern facilities and services,5.384373686090299
2016,Percentage (%),Rural,,,,,,,,,,,Modern facilities and services,2.6412971630898774
2016,Percentage (%),All city and urban centres,,,,,,,,,,,Modern facilities and services,3.981069221631945
2016,Percentage (%),Suburban residential,,,,,,,,,,,Modern facilities and services,1.4444533951432086
2016,Percentage (%),All rural areas,,,,,,,,,,,Modern facilities and services,2.328926039149812
2016,Percentage (%),,Couple under 60,,,,,,,,,,Modern facilities and services,0.9366230209584671
2016,Percentage (%),,Couple 60 or over,,,,,,,,,,Modern facilities and services,1.3360362493820528
2016,Percentage (%),,Couple with children,,,,,,,,,,Modern facilities and services,1.2006005832424007
2016,Percentage (%),,Lone parent,,,,,,,,,,Modern facilities and services,2.894204790799427
2016,Percentage (%),,Multi-person household,,,,,,,,,,Modern facilities and services,3.4864141829493835
2016,Percentage (%),,One person under 60,,,,,,,,,,Modern facilities and services,2.463644826975124
2016,Percentage (%),,One person 60 or over,,,,,,,,,,Modern facilities and services,4.2662532164317435
2016,Percentage (%),,,59 and under,,,,,,,,,Modern facilities and services,1.7003994441711752
2016,Percentage (%),,,60 and over,,,,,,,,,Modern facilities and services,2.7752355575286627
2016,Percentage (%),,,75 and over,,,,,,,,,Modern facilities and services,4.057606991060585
2016,Percentage (%),,,,4 and under,,,,,,,,Modern facilities and services,1.4872807465028863
2016,Percentage (%),,,,15 and under,,,,,,,,Modern facilities and services,1.7682673486425198
2016,Percentage (%),,,,16 and over,,,,,,,,Modern facilities and services,2.247311222981615
2016,Percentage (%),,,,,1st quintile (lowest),,,,,,,Modern facilities and services,2.94818116530535
2016,Percentage (%),,,,,2nd quintile,,,,,,,Modern facilities and services,2.6793217192139527
2016,Percentage (%),,,,,3rd quintile,,,,,,,Modern facilities and services,2.026588082540235
2016,Percentage (%),,,,,4th quintile,,,,,,,Modern facilities and services,1.9553533184425615
2016,Percentage (%),,,,,5th quintile (highest),,,,,,,Modern facilities and services,1.0734103370343477
2016,Percentage (%),,,,,,In poverty,,,,,,Modern facilities and services,3.3686848745788414
2016,Percentage (%),,,,,,Not in poverty,,,,,,Modern facilities and services,1.8972745794903263
2016,Percentage (%),,,,,,,Workless household,,,,,Modern facilities and services,2.9867060341035314
2016,Percentage (%),,,,,,,Working household,,,,,Modern facilities and services,1.455596600837191
2016,Percentage (%),,,,,,,,Long-term illness/disability,,,,Modern facilities and services,2.647121784594962
2016,Percentage (%),,,,,,,,No long-term illness/disability,,,,Modern facilities and services,1.8292075544913053
2016,Percentage (%),,,,,,,,,White,,,Modern facilities and services,2.0162249033404662
2016,Percentage (%),,,,,,,,,Black,,,Modern facilities and services,3.7341687480598553
2016,Percentage (%),,,,,,,,,Asian,,,Modern facilities and services,3.1226929435700512
2016,Percentage (%),,,,,,,,,Other,,,Modern facilities and services,1.6632183177766307
2016,Percentage (%),,,,,,,,,All minority,,,Modern facilities and services,2.901431758196648
2016,Percentage (%),,,,,,,,,,Less than 1 year,,Modern facilities and services,1.1677772150645704
2016,Percentage (%),,,,,,,,,,1-4 years,,Modern facilities and services,1.456961469182618
2016,Percentage (%),,,,,,,,,,5-9 years,,Modern facilities and services,1.9382615142911976
2016,Percentage (%),,,,,,,,,,10-19 years,,Modern facilities and services,1.6656319475458772
2016,Percentage (%),,,,,,,,,,20-29 years,,Modern facilities and services,2.565448421107562
2016,Percentage (%),,,,,,,,,,30 or more years,,Modern facilities and services,4.453992440349633
2016,Percentage (%),,,,,,,,,,,North,Modern facilities and services,1.7767882351048072
2016,Percentage (%),,,,,,,,,,,South East,Modern facilities and services,2.520903193887085
2016,Percentage (%),,,,,,,,,,,Rest of England,Modern facilities and services,2.043323990247708
2016,Percentage (%),,,,,,,,,,,,Thermal comfort,6.518694616084556
2016,Percentage (%),City centre,,,,,,,,,,,Thermal comfort,17.911677074703046
2016,Percentage (%),Other urban centre,,,,,,,,,,,Thermal comfort,6.863392151527137
2016,Percentage (%),Suburban residential,,,,,,,,,,,Thermal comfort,4.79159763412065
2016,Percentage (%),Rural residential,,,,,,,,,,,Thermal comfort,6.925886621856586
2016,Percentage (%),Village centre,,,,,,,,,,,Thermal comfort,13.177186232712893
2016,Percentage (%),Rural,,,,,,,,,,,Thermal comfort,18.235424894919568
2016,Percentage (%),All city and urban centres,,,,,,,,,,,Thermal comfort,8.750249070051922
2016,Percentage (%),Suburban residential,,,,,,,,,,,Thermal comfort,4.79159763412065
2016,Percentage (%),All rural areas,,,,,,,,,,,Thermal comfort,10.096494857726853
2016,Percentage (%),,Couple under 60,,,,,,,,,,Thermal comfort,5.313348765238589
2016,Percentage (%),,Couple 60 or over,,,,,,,,,,Thermal comfort,5.792555258040773
2016,Percentage (%),,Couple with children,,,,,,,,,,Thermal comfort,4.02501527428945
2016,Percentage (%),,Lone parent,,,,,,,,,,Thermal comfort,5.658156330102157
2016,Percentage (%),,Multi-person household,,,,,,,,,,Thermal comfort,6.2585666440209256
2016,Percentage (%),,One person under 60,,,,,,,,,,Thermal comfort,8.65000222792677
2016,Percentage (%),,One person 60 or over,,,,,,,,,,Thermal comfort,10.268868636322551
2016,Percentage (%),,,59 and under,,,,,,,,,Thermal comfort,5.756242671136618
2016,Percentage (%),,,60 and over,,,,,,,,,Thermal comfort,7.458325986378958
2016,Percentage (%),,,75 and over,,,,,,,,,Thermal comfort,8.14568444091235
2016,Percentage (%),,,,4 and under,,,,,,,,Thermal comfort,4.279636468121022
2016,Percentage (%),,,,15 and under,,,,,,,,Thermal comfort,4.014323170361917
2016,Percentage (%),,,,16 and over,,,,,,,,Thermal comfort,7.304989430648151
2016,Percentage (%),,,,,1st quintile (lowest),,,,,,,Thermal comfort,8.108943515632166
2016,Percentage (%),,,,,2nd quintile,,,,,,,Thermal comfort,7.5777450972626
2016,Percentage (%),,,,,3rd quintile,,,,,,,Thermal comfort,6.836229011763133
2016,Percentage (%),,,,,4th quintile,,,,,,,Thermal comfort,4.586847348061735
2016,Percentage (%),,,,,5th quintile (highest),,,,,,,Thermal comfort,5.096853371323059
2016,Percentage (%),,,,,,In poverty,,,,,,Thermal comfort,8.59401365376153
2016,Percentage (%),,,,,,Not in poverty,,,,,,Thermal comfort,6.033404386174078
2016,Percentage (%),,,,,,,Workless household,,,,,Thermal comfort,8.72995280381148
2016,Percentage (%),,,,,,,Working household,,,,,Thermal comfort,5.604563859191306
2016,Percentage (%),,,,,,,,Long-term illness/disability,,,,Thermal comfort,6.651472062849748
2016,Percentage (%),,,,,,,,No long-term illness/disability,,,,Thermal comfort,6.326985301059472
2016,Percentage (%),,,,,,,,,White,,,Thermal comfort,6.305930551390563
2016,Percentage (%),,,,,,,,,Black,,,Thermal comfort,8.506241581884801
2016,Percentage (%),,,,,,,,,Asian,,,Thermal comfort,5.300900813470266
2016,Percentage (%),,,,,,,,,Other,,,Thermal comfort,9.121043951945952
2016,Percentage (%),,,,,,,,,All minority,,,Thermal comfort,7.277370909322986
2016,Percentage (%),,,,,,,,,,Less than 1 year,,Thermal comfort,7.664551630999202
2016,Percentage (%),,,,,,,,,,1-4 years,,Thermal comfort,6.445859968532123
2016,Percentage (%),,,,,,,,,,5-9 years,,Thermal comfort,5.532269523070813
2016,Percentage (%),,,,,,,,,,10-19 years,,Thermal comfort,4.8983316892341815
2016,Percentage (%),,,,,,,,,,20-29 years,,Thermal comfort,6.386743757119803
2016,Percentage (%),,,,,,,,,,30 or more years,,Thermal comfort,8.730510276399718
2016,Percentage (%),,,,,,,,,,,North,Thermal comfort,4.27026022794265
2016,Percentage (%),,,,,,,,,,,South East,Thermal comfort,7.236628002858549
2016,Percentage (%),,,,,,,,,,,Rest of England,Thermal comfort,7.5733565619800975
