Year,Series,Region,Local authority,Sex,Unit measure,Observation status,GeoCode,Value
2014 to 2015,All state-funded schools,East Midlands,Nottingham,,Percentage (%),Normal value,E12000004,96.6017
2014 to 2015,All state-funded schools,East Midlands,Nottinghamshire,,Percentage (%),Normal value,E12000004,97.4847
2014 to 2015,All state-funded schools,East Midlands,Rutland,,Percentage (%),Normal value,E12000004,95.1428
2014 to 2015,All state-funded schools,East Midlands,,,Percentage (%),Normal value,E12000004,96.8862
2014 to 2015,All state-funded schools,East of England,Bedford,,Percentage (%),Normal value,E12000006,95.205
2014 to 2015,All state-funded schools,East of England,Cambridgeshire,,Percentage (%),Normal value,E12000006,95.7282
2014 to 2015,All state-funded schools,East of England,Central Bedfordshire,,Percentage (%),Normal value,E12000006,94.5823
2014 to 2015,All state-funded schools,East of England,Essex,,Percentage (%),Normal value,E12000006,95.9392
2014 to 2015,All state-funded schools,East of England,Hertfordshire,,Percentage (%),Normal value,E12000006,95.5396
2014 to 2015,All state-funded schools,East of England,Luton,,Percentage (%),Normal value,E12000006,93.3333
2014 to 2015,All state-funded schools,East of England,Norfolk,,Percentage (%),Normal value,E12000006,94.9393
2014 to 2015,All state-funded schools,East of England,Peterborough,,Percentage (%),Normal value,E12000006,94.6778
2014 to 2015,All state-funded schools,East of England,Southend-on-Sea,,Percentage (%),Normal value,E12000006,91.8408
2014 to 2015,All state-funded schools,East of England,Suffolk,,Percentage (%),Normal value,E12000006,95.5488
2014 to 2015,All state-funded schools,East of England,Thurrock,,Percentage (%),Normal value,E12000006,91.9398
2014 to 2015,All state-funded schools,East of England,,,Percentage (%),Normal value,E12000006,95.1791
2014 to 2015,All state-funded schools,Inner London,Camden,,Percentage (%),Normal value,E13000001,96.2165
2014 to 2015,All state-funded schools,Inner London,City of London,,Percentage (%),Normal value,E13000001,77.2727
2014 to 2015,All state-funded schools,Inner London,Hackney,,Percentage (%),Normal value,E13000001,91.0811
2014 to 2015,All state-funded schools,Inner London,Hammersmith and Fulham,,Percentage (%),Normal value,E13000001,90.0
2014 to 2015,All state-funded schools,Inner London,Haringey,,Percentage (%),Normal value,E13000001,94.9088
2014 to 2015,All state-funded schools,Inner London,Islington,,Percentage (%),Normal value,E13000001,95.5049
2014 to 2015,All state-funded schools,Inner London,Kensington and Chelsea,,Percentage (%),Normal value,E13000001,89.0109
2014 to 2015,All state-funded schools,Inner London,Lambeth,,Percentage (%),Normal value,E13000001,94.8759
2014 to 2015,All state-funded schools,Inner London,Lewisham,,Percentage (%),Normal value,E13000001,93.6334
2014 to 2015,All state-funded schools,Inner London,Newham,,Percentage (%),Normal value,E13000001,94.0826
2014 to 2015,All state-funded schools,Inner London,Southwark,,Percentage (%),Normal value,E13000001,92.8338
2014 to 2015,All state-funded schools,Inner London,Tower Hamlets,,Percentage (%),Normal value,E13000001,93.3659
2014 to 2015,All state-funded schools,Inner London,Wandsworth,,Percentage (%),Normal value,E13000001,94.3815
2014 to 2015,All state-funded schools,Inner London,Westminster,,Percentage (%),Normal value,E13000001,89.7522
2014 to 2015,All state-funded schools,Inner London,,,Percentage (%),Normal value,E13000001,93.3405
2014 to 2015,All state-funded schools,North East,County Durham,,Percentage (%),Normal value,E12000001,97.9916
2014 to 2015,All state-funded schools,North East,Darlington,,Percentage (%),Normal value,E12000001,98.1481
2014 to 2015,All state-funded schools,North East,Gateshead,,Percentage (%),Normal value,E12000001,98.6702
2014 to 2015,All state-funded schools,North East,Hartlepool,,Percentage (%),Normal value,E12000001,95.2331
2014 to 2015,All state-funded schools,North East,Middlesbrough,,Percentage (%),Normal value,E12000001,97.5308
2014 to 2015,All state-funded schools,North East,Newcastle Upon Tyne,,Percentage (%),Normal value,E12000001,99.7575
2014 to 2015,All state-funded schools,North East,North Tyneside,,Percentage (%),Normal value,E12000001,99.439
2014 to 2015,All state-funded schools,North East,Northumberland,,Percentage (%),Normal value,E12000001,99.0552
2014 to 2015,All state-funded schools,North East,Redcar and Cleveland,,Percentage (%),Normal value,E12000001,98.1245
2014 to 2015,All state-funded schools,North East,South Tyneside,,Percentage (%),Normal value,E12000001,98.6729
2014 to 2015,All state-funded schools,North East,Stockton-on-Tees,,Percentage (%),Normal value,E12000001,97.6493
2014 to 2015,All state-funded schools,North East,Sunderland,,Percentage (%),Normal value,E12000001,98.8423
2014 to 2015,All state-funded schools,North East,,,Percentage (%),Normal value,E12000001,98.4443
2014 to 2015,All state-funded schools,North West,Blackburn with Darwen,,Percentage (%),Normal value,E12000002,98.5512
2014 to 2015,All state-funded schools,North West,Blackpool,,Percentage (%),Normal value,E12000002,98.7677
2014 to 2015,All state-funded schools,North West,Bolton,,Percentage (%),Normal value,E12000002,97.5946
2014 to 2015,All state-funded schools,North West,Bury,,Percentage (%),Normal value,E12000002,99.0769
2014 to 2015,All state-funded schools,North West,Cheshire East,,Percentage (%),Normal value,E12000002,98.6623
2014 to 2015,All state-funded schools,North West,Cheshire West and Chester,,Percentage (%),Normal value,E12000002,98.8364
2014 to 2015,All state-funded schools,North West,Cumbria,,Percentage (%),Normal value,E12000002,97.9154
2014 to 2015,All state-funded schools,North West,Halton,,Percentage (%),Normal value,E12000002,98.0784
2014 to 2015,All state-funded schools,North West,Knowsley,,Percentage (%),Normal value,E12000002,98.5179
2014 to 2015,All state-funded schools,North West,Lancashire,,Percentage (%),Normal value,E12000002,99.1092
2014 to 2015,All state-funded schools,North West,Liverpool,,Percentage (%),Normal value,E12000002,97.5048
2014 to 2015,All state-funded schools,North West,Manchester,,Percentage (%),Normal value,E12000002,97.6318
2014 to 2015,All state-funded schools,North West,Oldham,,Percentage (%),Normal value,E12000002,96.6867
2014 to 2015,All state-funded schools,North West,Rochdale,,Percentage (%),Normal value,E12000002,98.3663
2014 to 2015,All state-funded schools,North West,Salford,,Percentage (%),Normal value,E12000002,97.5584
2014 to 2015,All state-funded schools,North West,Sefton,,Percentage (%),Normal value,E12000002,98.5387
2014 to 2015,All state-funded schools,North West,St. Helens,,Percentage (%),Normal value,E12000002,99.6168
2014 to 2015,All state-funded schools,North West,Stockport,,Percentage (%),Normal value,E12000002,98.9859
2014 to 2015,All state-funded schools,North West,Tameside,,Percentage (%),Normal value,E12000002,96.9101
2014 to 2015,All state-funded schools,North West,Trafford,,Percentage (%),Normal value,E12000002,97.5969
2014 to 2015,All state-funded schools,North West,Warrington,,Percentage (%),Normal value,E12000002,97.9261
2014 to 2015,All state-funded schools,North West,Wigan,,Percentage (%),Normal value,E12000002,98.545
2014 to 2015,All state-funded schools,North West,Wirral,,Percentage (%),Normal value,E12000002,98.6194
2014 to 2015,All state-funded schools,North West,,,Percentage (%),Normal value,E12000002,98.2772
2014 to 2015,All state-funded schools,Outer London,Barking and Dagenham,,Percentage (%),Normal value,E13000002,95.8044
2014 to 2015,All state-funded schools,Outer London,Barnet,,Percentage (%),Normal value,E13000002,95.062
2014 to 2015,All state-funded schools,Outer London,Bexley,,Percentage (%),Normal value,E13000002,97.098
2014 to 2015,All state-funded schools,Outer London,Brent,,Percentage (%),Normal value,E13000002,93.8471
2014 to 2015,All state-funded schools,Outer London,Bromley,,Percentage (%),Normal value,E13000002,95.4405
2014 to 2015,All state-funded schools,Outer London,Croydon,,Percentage (%),Normal value,E13000002,93.0921
2014 to 2015,All state-funded schools,Outer London,Ealing,,Percentage (%),Normal value,E13000002,96.1391
2014 to 2015,All state-funded schools,Outer London,Enfield,,Percentage (%),Normal value,E13000002,94.3922
2014 to 2015,All state-funded schools,Outer London,Greenwich,,Percentage (%),Normal value,E13000002,91.9976
2014 to 2015,All state-funded schools,Outer London,Harrow,,Percentage (%),Normal value,E13000002,92.5034
2014 to 2015,All state-funded schools,Outer London,Havering,,Percentage (%),Normal value,E13000002,93.3608
2014 to 2015,All state-funded schools,Outer London,Hillingdon,,Percentage (%),Normal value,E13000002,94.6648
2014 to 2015,All state-funded schools,Outer London,Hounslow,,Percentage (%),Normal value,E13000002,94.2707
2014 to 2015,All state-funded schools,Outer London,Kingston Upon Thames,,Percentage (%),Normal value,E13000002,97.1459
2014 to 2015,All state-funded schools,Outer London,Merton,,Percentage (%),Normal value,E13000002,94.6366
2014 to 2015,All state-funded schools,Outer London,Redbridge,,Percentage (%),Normal value,E13000002,92.6099
2014 to 2015,All state-funded schools,Outer London,Richmond Upon Thames,,Percentage (%),Normal value,E13000002,96.4516
2014 to 2015,All state-funded schools,Outer London,Sutton,,Percentage (%),Normal value,E13000002,97.3399
2014 to 2015,All state-funded schools,Outer London,Waltham Forest,,Percentage (%),Normal value,E13000002,93.7125
2014 to 2015,All state-funded schools,Outer London,,,Percentage (%),Normal value,E13000002,94.5749
2014 to 2015,All state-funded schools,South East,Bracknell Forest,,Percentage (%),Normal value,E12000008,93.3797
2014 to 2015,All state-funded schools,South East,Brighton and Hove,,Percentage (%),Normal value,E12000008,97.7808
2014 to 2015,All state-funded schools,South East,Buckinghamshire,,Percentage (%),Normal value,E12000008,95.4089
2014 to 2015,All state-funded schools,South East,East Sussex,,Percentage (%),Normal value,E12000008,95.8261
2014 to 2015,All state-funded schools,South East,Hampshire,,Percentage (%),Normal value,E12000008,97.8839
2014 to 2015,All state-funded schools,South East,Isle of Wight,,Percentage (%),Normal value,E12000008,95.7836
2014 to 2015,All state-funded schools,South East,Kent,,Percentage (%),Normal value,E12000008,94.7038
2014 to 2015,All state-funded schools,South East,Medway,,Percentage (%),Normal value,E12000008,93.3629
2014 to 2015,All state-funded schools,South East,Milton Keynes,,Percentage (%),Normal value,E12000008,96.7059
2014 to 2015,All state-funded schools,South East,Oxfordshire,,Percentage (%),Normal value,E12000008,96.8087
2014 to 2015,All state-funded schools,South East,Portsmouth,,Percentage (%),Normal value,E12000008,96.0663
2014 to 2015,All state-funded schools,South East,Reading,,Percentage (%),Normal value,E12000008,95.7715
2014 to 2015,All state-funded schools,South East,Slough,,Percentage (%),Normal value,E12000008,89.7291
2014 to 2015,All state-funded schools,South East,Southampton,,Percentage (%),Normal value,E12000008,96.6286
2014 to 2015,All state-funded schools,South East,Surrey,,Percentage (%),Normal value,E12000008,97.1876
2014 to 2015,All state-funded schools,South East,West Berkshire,,Percentage (%),Normal value,E12000008,96.4591
2014 to 2015,All state-funded schools,South East,West Sussex,,Percentage (%),Normal value,E12000008,98.4879
2014 to 2015,All state-funded schools,South East,Windsor and Maidenhead,,Percentage (%),Normal value,E12000008,96.2349
2014 to 2015,All state-funded schools,South East,Wokingham,,Percentage (%),Normal value,E12000008,98.3596
2014 to 2015,All state-funded schools,South East,,,Percentage (%),Normal value,E12000008,96.2812
2014 to 2015,All state-funded schools,South West,Bath and North East Somerset,,Percentage (%),Normal value,E12000009,97.2508
2014 to 2015,All state-funded schools,South West,Bournemouth,,Percentage (%),Normal value,E12000009,95.5932
2014 to 2015,All state-funded schools,South West,"Bristol, City of",,Percentage (%),Normal value,E12000009,97.0276
2014 to 2015,All state-funded schools,South West,Cornwall,,Percentage (%),Normal value,E12000009,96.536
2014 to 2015,All state-funded schools,South West,Devon,,Percentage (%),Normal value,E12000009,98.4664
2014 to 2015,All state-funded schools,South West,Dorset,,Percentage (%),Normal value,E12000009,96.8925
2014 to 2015,All state-funded schools,South West,Gloucestershire,,Percentage (%),Normal value,E12000009,98.4453
2014 to 2015,All state-funded schools,South West,Isles of Scilly,,Percentage (%),Normal value,E12000009,93.3333
2014 to 2015,All state-funded schools,South West,North Somerset,,Percentage (%),Normal value,E12000009,98.6293
2014 to 2015,All state-funded schools,South West,Plymouth,,Percentage (%),Normal value,E12000009,96.5396
2014 to 2015,All state-funded schools,South West,Poole,,Percentage (%),Normal value,E12000009,95.8402
2014 to 2015,All state-funded schools,South West,Somerset,,Percentage (%),Normal value,E12000009,97.1478
2014 to 2015,All state-funded schools,South West,South Gloucestershire,,Percentage (%),Normal value,E12000009,99.1307
2014 to 2015,All state-funded schools,South West,Swindon,,Percentage (%),Normal value,E12000009,97.4087
2014 to 2015,All state-funded schools,South West,Torbay,,Percentage (%),Normal value,E12000009,97.5
2014 to 2015,All state-funded schools,South West,Wiltshire,,Percentage (%),Normal value,E12000009,97.6747
2014 to 2015,All state-funded schools,South West,,,Percentage (%),Normal value,E12000009,97.5092
2014 to 2015,All state-funded schools,West Midlands,Birmingham,,Percentage (%),Normal value,E12000005,96.7372
2014 to 2015,All state-funded schools,West Midlands,Coventry,,Percentage (%),Normal value,E12000005,94.7815
2014 to 2015,All state-funded schools,West Midlands,Dudley,,Percentage (%),Normal value,E12000005,99.0813
2014 to 2015,All state-funded schools,West Midlands,"Herefordshire, County of",,Percentage (%),Normal value,E12000005,97.4259
2014 to 2015,All state-funded schools,West Midlands,Sandwell,,Percentage (%),Normal value,E12000005,96.9696
2014 to 2015,All state-funded schools,West Midlands,Shropshire,,Percentage (%),Normal value,E12000005,98.8329
2014 to 2015,All state-funded schools,West Midlands,Solihull,,Percentage (%),Normal value,E12000005,96.3385
2014 to 2015,All state-funded schools,West Midlands,Staffordshire,,Percentage (%),Normal value,E12000005,97.6096
2014 to 2015,All state-funded schools,West Midlands,Stoke-on-Trent,,Percentage (%),Normal value,E12000005,96.4485
2014 to 2015,All state-funded schools,West Midlands,Telford and Wrekin,,Percentage (%),Normal value,E12000005,97.6117
2014 to 2015,All state-funded schools,West Midlands,Walsall,,Percentage (%),Normal value,E12000005,97.5136
2014 to 2015,All state-funded schools,West Midlands,Warwickshire,,Percentage (%),Normal value,E12000005,96.5689
2014 to 2015,All state-funded schools,West Midlands,Wolverhampton,,Percentage (%),Normal value,E12000005,95.717
2014 to 2015,All state-funded schools,West Midlands,Worcestershire,,Percentage (%),Normal value,E12000005,98.1361
2014 to 2015,All state-funded schools,West Midlands,,,Percentage (%),Normal value,E12000005,97.0897
