Year,Units,Local Authority,Deprivation decile,Unit multiplier,Unit measure,GeoCode,Value
2014/15,Estimated prevalence,Hillingdon,,Units,Number,E09000017,2790.0
2015/16,Estimated prevalence,Hillingdon,,Units,Number,E09000017,2801.0
2016/17,Estimated prevalence,Hillingdon,,Units,Number,E09000017,2782.0
2017/18,Estimated prevalence,Hillingdon,,Units,Number,E09000017,2870.0
2018/19,Estimated prevalence,Hillingdon,,Units,Number,E09000017,2817.666667
2010/11,Met need (%),Hillingdon,,Units,Percentage (%),E09000017,21.4915503306392
2011/12,Met need (%),Hillingdon,,Units,Percentage (%),E09000017,24.0014657383657
2012/13,Met need (%),Hillingdon,,Units,Percentage (%),E09000017,23.5901216365647
2013/14,Met need (%),Hillingdon,,Units,Percentage (%),E09000017,22.2301900322696
2014/15,Met need (%),Hillingdon,,Units,Percentage (%),E09000017,21.6845878136201
2015/16,Met need (%),Hillingdon,,Units,Percentage (%),E09000017,21.5994287754373
2016/17,Met need (%),Hillingdon,,Units,Percentage (%),E09000017,26.9590222861251
2017/18,Met need (%),Hillingdon,,Units,Percentage (%),E09000017,25.609756097561
2018/19,Met need (%),Hillingdon,,Units,Percentage (%),E09000017,22.11049332
2010/11,Number of people in treatment,Hillingdon,,Units,Count,E09000017,585.0
2011/12,Number of people in treatment,Hillingdon,,Units,Count,E09000017,655.0
2012/13,Number of people in treatment,Hillingdon,,Units,Count,E09000017,640.0
2013/14,Number of people in treatment,Hillingdon,,Units,Count,E09000017,620.0
2014/15,Number of people in treatment,Hillingdon,,Units,Count,E09000017,605.0
2015/16,Number of people in treatment,Hillingdon,,Units,Count,E09000017,605.0
2016/17,Number of people in treatment,Hillingdon,,Units,Count,E09000017,750.0
2017/18,Number of people in treatment,Hillingdon,,Units,Count,E09000017,735.0
2018/19,Number of people in treatment,Hillingdon,,Units,Count,E09000017,623.0
2018/19,Number of people in treatment,Hillingdon,,Units,Count,E09000017,620.0
2010/11,Estimated prevalence,Hounslow,,Units,Number,E09000018,2541.0
2011/12,Estimated prevalence,Hounslow,,Units,Number,E09000018,2515.0
2012/13,Estimated prevalence,Hounslow,,Units,Number,E09000018,2500.0
2013/14,Estimated prevalence,Hounslow,,Units,Number,E09000018,2558.0
2014/15,Estimated prevalence,Hounslow,,Units,Number,E09000018,2579.0
2015/16,Estimated prevalence,Hounslow,,Units,Number,E09000018,2620.0
2016/17,Estimated prevalence,Hounslow,,Units,Number,E09000018,2620.0
2017/18,Estimated prevalence,Hounslow,,Units,Number,E09000018,2605.0
2018/19,Estimated prevalence,Hounslow,,Units,Number,E09000018,2615.0
2010/11,Met need (%),Hounslow,,Units,Percentage (%),E09000018,20.6611570247934
2011/12,Met need (%),Hounslow,,Units,Percentage (%),E09000018,17.2962226640159
2012/13,Met need (%),Hounslow,,Units,Percentage (%),E09000018,15.0
2013/14,Met need (%),Hounslow,,Units,Percentage (%),E09000018,17.982799061767
2014/15,Met need (%),Hounslow,,Units,Percentage (%),E09000018,20.7444746025591
2015/16,Met need (%),Hounslow,,Units,Percentage (%),E09000018,18.1297709923664
2016/17,Met need (%),Hounslow,,Units,Percentage (%),E09000018,14.8854961832061
2017/18,Met need (%),Hounslow,,Units,Percentage (%),E09000018,14.7792706333973
2018/19,Met need (%),Hounslow,,Units,Percentage (%),E09000018,10.21032505
2010/11,Number of people in treatment,Hounslow,,Units,Count,E09000018,525.0
2011/12,Number of people in treatment,Hounslow,,Units,Count,E09000018,435.0
2012/13,Number of people in treatment,Hounslow,,Units,Count,E09000018,375.0
2013/14,Number of people in treatment,Hounslow,,Units,Count,E09000018,460.0
2014/15,Number of people in treatment,Hounslow,,Units,Count,E09000018,535.0
2015/16,Number of people in treatment,Hounslow,,Units,Count,E09000018,475.0
2016/17,Number of people in treatment,Hounslow,,Units,Count,E09000018,390.0
2017/18,Number of people in treatment,Hounslow,,Units,Count,E09000018,385.0
2018/19,Number of people in treatment,Hounslow,,Units,Count,E09000018,267.0
2018/19,Number of people in treatment,Hounslow,,Units,Count,E09000018,270.0
2010/11,Estimated prevalence,Isle of Wight,,Units,Number,E06000046,1456.0
2011/12,Estimated prevalence,Isle of Wight,,Units,Number,E06000046,1466.0
2012/13,Estimated prevalence,Isle of Wight,,Units,Number,E06000046,1466.0
2013/14,Estimated prevalence,Isle of Wight,,Units,Number,E06000046,1501.0
2014/15,Estimated prevalence,Isle of Wight,,Units,Number,E06000046,1513.0
2015/16,Estimated prevalence,Isle of Wight,,Units,Number,E06000046,1545.0
2016/17,Estimated prevalence,Isle of Wight,,Units,Number,E06000046,1553.0
2017/18,Estimated prevalence,Isle of Wight,,Units,Number,E06000046,1487.0
2018/19,Estimated prevalence,Isle of Wight,,Units,Number,E06000046,1528.333333
2010/11,Met need (%),Isle of Wight,,Units,Percentage (%),E06000046,9.95879120879121
2011/12,Met need (%),Isle of Wight,,Units,Percentage (%),E06000046,16.0300136425648
2012/13,Met need (%),Isle of Wight,,Units,Percentage (%),E06000046,21.1459754433834
2013/14,Met need (%),Isle of Wight,,Units,Percentage (%),E06000046,19.3204530313125
2014/15,Met need (%),Isle of Wight,,Units,Percentage (%),E06000046,17.5148711169861
2015/16,Met need (%),Isle of Wight,,Units,Percentage (%),E06000046,14.2394822006472
2016/17,Met need (%),Isle of Wight,,Units,Percentage (%),E06000046,14.1661300708307
2017/18,Met need (%),Isle of Wight,,Units,Percentage (%),E06000046,14.7948890383322
2018/19,Met need (%),Isle of Wight,,Units,Percentage (%),E06000046,11.45038168
2010/11,Number of people in treatment,Isle of Wight,,Units,Count,E06000046,145.0
2011/12,Number of people in treatment,Isle of Wight,,Units,Count,E06000046,235.0
2012/13,Number of people in treatment,Isle of Wight,,Units,Count,E06000046,310.0
2013/14,Number of people in treatment,Isle of Wight,,Units,Count,E06000046,290.0
2014/15,Number of people in treatment,Isle of Wight,,Units,Count,E06000046,265.0
2015/16,Number of people in treatment,Isle of Wight,,Units,Count,E06000046,220.0
2016/17,Number of people in treatment,Isle of Wight,,Units,Count,E06000046,220.0
2017/18,Number of people in treatment,Isle of Wight,,Units,Count,E06000046,220.0
2018/19,Number of people in treatment,Isle of Wight,,Units,Count,E06000046,175.0
2010/11,Estimated prevalence,Islington,,Units,Number,E09000019,3566.0
2011/12,Estimated prevalence,Islington,,Units,Number,E09000019,3561.0
2012/13,Estimated prevalence,Islington,,Units,Number,E09000019,3564.0
2013/14,Estimated prevalence,Islington,,Units,Number,E09000019,3722.0
2014/15,Estimated prevalence,Islington,,Units,Number,E09000019,3674.0
2015/16,Estimated prevalence,Islington,,Units,Number,E09000019,3705.0
2016/17,Estimated prevalence,Islington,,Units,Number,E09000019,3704.0
2017/18,Estimated prevalence,Islington,,Units,Number,E09000019,3601.0
2018/19,Estimated prevalence,Islington,,Units,Number,E09000019,3670.0
2010/11,Met need (%),Islington,,Units,Percentage (%),E09000019,25.6590016825575
2011/12,Met need (%),Islington,,Units,Percentage (%),E09000019,19.9382196012356
2012/13,Met need (%),Islington,,Units,Percentage (%),E09000019,23.0078563411897
2013/14,Met need (%),Islington,,Units,Percentage (%),E09000019,26.195593766792
2014/15,Met need (%),Islington,,Units,Percentage (%),E09000019,25.040827436037
2015/16,Met need (%),Islington,,Units,Percentage (%),E09000019,24.6963562753036
2016/17,Met need (%),Islington,,Units,Percentage (%),E09000019,23.8930885529158
2017/18,Met need (%),Islington,,Units,Percentage (%),E09000019,19.85559566787
2018/19,Met need (%),Islington,,Units,Percentage (%),E09000019,18.66485014
2010/11,Number of people in treatment,Islington,,Units,Count,E09000019,915.0
2011/12,Number of people in treatment,Islington,,Units,Count,E09000019,710.0
2012/13,Number of people in treatment,Islington,,Units,Count,E09000019,820.0
2013/14,Number of people in treatment,Islington,,Units,Count,E09000019,975.0
2014/15,Number of people in treatment,Islington,,Units,Count,E09000019,920.0
2015/16,Number of people in treatment,Islington,,Units,Count,E09000019,915.0
2016/17,Number of people in treatment,Islington,,Units,Count,E09000019,885.0
2017/18,Number of people in treatment,Islington,,Units,Count,E09000019,715.0
2018/19,Number of people in treatment,Islington,,Units,Count,E09000019,685.0
2010/11,Estimated prevalence,Kensington and Chelsea,,Units,Number,E09000020,1710.0
2011/12,Estimated prevalence,Kensington and Chelsea,,Units,Number,E09000020,1709.0
2012/13,Estimated prevalence,Kensington and Chelsea,,Units,Number,E09000020,1708.0
2013/14,Estimated prevalence,Kensington and Chelsea,,Units,Number,E09000020,1752.0
2014/15,Estimated prevalence,Kensington and Chelsea,,Units,Number,E09000020,1738.0
2015/16,Estimated prevalence,Kensington and Chelsea,,Units,Number,E09000020,1680.0
2016/17,Estimated prevalence,Kensington and Chelsea,,Units,Number,E09000020,1694.0
2017/18,Estimated prevalence,Kensington and Chelsea,,Units,Number,E09000020,1590.0
2018/19,Estimated prevalence,Kensington and Chelsea,,Units,Number,E09000020,1654.666667
2010/11,Met need (%),Kensington and Chelsea,,Units,Percentage (%),E09000020,39.1812865497076
2011/12,Met need (%),Kensington and Chelsea,,Units,Percentage (%),E09000020,36.2785254534816
2012/13,Met need (%),Kensington and Chelsea,,Units,Percentage (%),E09000020,32.2014051522248
2013/14,Met need (%),Kensington and Chelsea,,Units,Percentage (%),E09000020,34.5319634703196
2014/15,Met need (%),Kensington and Chelsea,,Units,Percentage (%),E09000020,31.9332566168009
2015/16,Met need (%),Kensington and Chelsea,,Units,Percentage (%),E09000020,30.952380952381
2016/17,Met need (%),Kensington and Chelsea,,Units,Percentage (%),E09000020,29.5159386068477
2017/18,Met need (%),Kensington and Chelsea,,Units,Percentage (%),E09000020,33.6477987421384
2018/19,Met need (%),Kensington and Chelsea,,Units,Percentage (%),E09000020,28.40451249
2010/11,Number of people in treatment,Kensington and Chelsea,,Units,Count,E09000020,670.0
2011/12,Number of people in treatment,Kensington and Chelsea,,Units,Count,E09000020,620.0
2012/13,Number of people in treatment,Kensington and Chelsea,,Units,Count,E09000020,550.0
2013/14,Number of people in treatment,Kensington and Chelsea,,Units,Count,E09000020,605.0
2014/15,Number of people in treatment,Kensington and Chelsea,,Units,Count,E09000020,555.0
2015/16,Number of people in treatment,Kensington and Chelsea,,Units,Count,E09000020,520.0
2016/17,Number of people in treatment,Kensington and Chelsea,,Units,Count,E09000020,500.0
2017/18,Number of people in treatment,Kensington and Chelsea,,Units,Count,E09000020,535.0
2018/19,Number of people in treatment,Kensington and Chelsea,,Units,Count,E09000020,470.0
2010/11,Estimated prevalence,Kent,,Units,Number,,13790.0
2011/12,Estimated prevalence,Kent,,Units,Number,,13813.0
2012/13,Estimated prevalence,Kent,,Units,Number,,13800.0
2013/14,Estimated prevalence,Kent,,Units,Number,,14066.0
2014/15,Estimated prevalence,Kent,,Units,Number,,14052.0
2015/16,Estimated prevalence,Kent,,Units,Number,,13999.0
2016/17,Estimated prevalence,Kent,,Units,Number,,13902.0
2017/18,Estimated prevalence,Kent,,Units,Number,,14133.0
2018/19,Estimated prevalence,Kent,,Units,Number,,14011.33333
2010/11,Met need (%),Kent,,Units,Percentage (%),,15.8085569253082
2011/12,Met need (%),Kent,,Units,Percentage (%),,17.4835300079635
2012/13,Met need (%),Kent,,Units,Percentage (%),,14.2391304347826
2013/14,Met need (%),Kent,,Units,Percentage (%),,14.4675103085454
2014/15,Met need (%),Kent,,Units,Percentage (%),,18.6806148590948
2015/16,Met need (%),Kent,,Units,Percentage (%),,20.1800128580613
2016/17,Met need (%),Kent,,Units,Percentage (%),,15.6452309020285
2017/18,Met need (%),Kent,,Units,Percentage (%),,14.2927899242907
2018/19,Met need (%),Kent,,Units,Percentage (%),,16.50092782
2010/11,Number of people in treatment,Kent,,Units,Count,,2180.0
2011/12,Number of people in treatment,Kent,,Units,Count,,2415.0
2012/13,Number of people in treatment,Kent,,Units,Count,,1965.0
2013/14,Number of people in treatment,Kent,,Units,Count,,2035.0
2014/15,Number of people in treatment,Kent,,Units,Count,,2625.0
2015/16,Number of people in treatment,Kent,,Units,Count,,2825.0
2016/17,Number of people in treatment,Kent,,Units,Count,,2175.0
2017/18,Number of people in treatment,Kent,,Units,Count,,2020.0
2018/19,Number of people in treatment,Kent,,Units,Count,,2312.0
2018/19,Number of people in treatment,Kent,,Units,Count,,2315.0
2010/11,Estimated prevalence,"Kingston upon Hull, City of",,Units,Number,,4648.0
2011/12,Estimated prevalence,"Kingston upon Hull, City of",,Units,Number,,4669.0
2012/13,Estimated prevalence,"Kingston upon Hull, City of",,Units,Number,,4606.0
2013/14,Estimated prevalence,"Kingston upon Hull, City of",,Units,Number,,4840.0
2014/15,Estimated prevalence,"Kingston upon Hull, City of",,Units,Number,,4814.0
2015/16,Estimated prevalence,"Kingston upon Hull, City of",,Units,Number,,4162.0
2016/17,Estimated prevalence,"Kingston upon Hull, City of",,Units,Number,,4663.0
2017/18,Estimated prevalence,"Kingston upon Hull, City of",,Units,Number,,4411.0
2018/19,Estimated prevalence,"Kingston upon Hull, City of",,Units,Number,,4412.0
2010/11,Met need (%),"Kingston upon Hull, City of",,Units,Percentage (%),,13.7693631669535
2011/12,Met need (%),"Kingston upon Hull, City of",,Units,Percentage (%),,16.920111372885
2012/13,Met need (%),"Kingston upon Hull, City of",,Units,Percentage (%),,25.1845419018671
2013/14,Met need (%),"Kingston upon Hull, City of",,Units,Percentage (%),,22.4173553719008
2014/15,Met need (%),"Kingston upon Hull, City of",,Units,Percentage (%),,17.4491067719152
2015/16,Met need (%),"Kingston upon Hull, City of",,Units,Percentage (%),,18.2604517059106
2016/17,Met need (%),"Kingston upon Hull, City of",,Units,Percentage (%),,15.9768389448853
2017/18,Met need (%),"Kingston upon Hull, City of",,Units,Percentage (%),,15.6427114033099
2018/19,Met need (%),"Kingston upon Hull, City of",,Units,Percentage (%),,15.29918404
2010/11,Number of people in treatment,"Kingston upon Hull, City of",,Units,Count,,640.0
2011/12,Number of people in treatment,"Kingston upon Hull, City of",,Units,Count,,790.0
2012/13,Number of people in treatment,"Kingston upon Hull, City of",,Units,Count,,1160.0
2013/14,Number of people in treatment,"Kingston upon Hull, City of",,Units,Count,,1085.0
2014/15,Number of people in treatment,"Kingston upon Hull, City of",,Units,Count,,840.0
2015/16,Number of people in treatment,"Kingston upon Hull, City of",,Units,Count,,760.0
2016/17,Number of people in treatment,"Kingston upon Hull, City of",,Units,Count,,745.0
2017/18,Number of people in treatment,"Kingston upon Hull, City of",,Units,Count,,690.0
2018/19,Number of people in treatment,"Kingston upon Hull, City of",,Units,Count,,675.0
2010/11,Estimated prevalence,Kingston upon Thames,,Units,Number,E09000021,1329.0
2011/12,Estimated prevalence,Kingston upon Thames,,Units,Number,E09000021,1318.0
2012/13,Estimated prevalence,Kingston upon Thames,,Units,Number,E09000021,1315.0
2013/14,Estimated prevalence,Kingston upon Thames,,Units,Number,E09000021,1334.0
2014/15,Estimated prevalence,Kingston upon Thames,,Units,Number,E09000021,1320.0
2015/16,Estimated prevalence,Kingston upon Thames,,Units,Number,E09000021,1397.0
2016/17,Estimated prevalence,Kingston upon Thames,,Units,Number,E09000021,1409.0
2017/18,Estimated prevalence,Kingston upon Thames,,Units,Number,E09000021,1435.0
2018/19,Estimated prevalence,Kingston upon Thames,,Units,Number,E09000021,1413.666667
2010/11,Met need (%),Kingston upon Thames,,Units,Percentage (%),E09000021,16.9300225733634
2011/12,Met need (%),Kingston upon Thames,,Units,Percentage (%),E09000021,12.1396054628225
2012/13,Met need (%),Kingston upon Thames,,Units,Percentage (%),E09000021,14.4486692015209
2013/14,Met need (%),Kingston upon Thames,,Units,Percentage (%),E09000021,21.7391304347826
2014/15,Met need (%),Kingston upon Thames,,Units,Percentage (%),E09000021,24.2424242424242
2015/16,Met need (%),Kingston upon Thames,,Units,Percentage (%),E09000021,21.4745884037223
2016/17,Met need (%),Kingston upon Thames,,Units,Percentage (%),E09000021,18.8076650106458
2017/18,Met need (%),Kingston upon Thames,,Units,Percentage (%),E09000021,17.4216027874564
2018/19,Met need (%),Kingston upon Thames,,Units,Percentage (%),E09000021,25.04126385
2010/11,Number of people in treatment,Kingston upon Thames,,Units,Count,E09000021,225.0
2011/12,Number of people in treatment,Kingston upon Thames,,Units,Count,E09000021,160.0
2012/13,Number of people in treatment,Kingston upon Thames,,Units,Count,E09000021,190.0
2013/14,Number of people in treatment,Kingston upon Thames,,Units,Count,E09000021,290.0
2014/15,Number of people in treatment,Kingston upon Thames,,Units,Count,E09000021,320.0
2015/16,Number of people in treatment,Kingston upon Thames,,Units,Count,E09000021,300.0
2016/17,Number of people in treatment,Kingston upon Thames,,Units,Count,E09000021,265.0
2017/18,Number of people in treatment,Kingston upon Thames,,Units,Count,E09000021,250.0
2018/19,Number of people in treatment,Kingston upon Thames,,Units,Count,E09000021,354.0
2018/19,Number of people in treatment,Kingston upon Thames,,Units,Count,E09000021,350.0
