Year,Region,Local Authority,Gender,Ethnicity,Free School Meals,Learning category,Learning sub-category (higher),Observation status,Unit multiplier,Unit measure,GeoCode,Value
2013/14,West Midlands,,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E12000005,74.6
2013/14,Yorkshire and The Humber,,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E12000003,75.7
2013/14,,,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,77.1
2013/14,,,Boys,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,75.2
2013/14,,,Girls,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,87.0
2013/14,London,Barking and Dagenham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000002,79.9
2013/14,London,Barnet,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000003,83.5
2013/14,Yorkshire and The Humber,Barnsley,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000016,77.7
2013/14,South West,Bath and North East Somerset,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000022,82.2
2013/14,East of England,Bedford,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000055,78.0
2013/14,London,Bexley,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000004,87.6
2013/14,West Midlands,Birmingham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000025,76.6
2013/14,North West,Blackburn with Darwen,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000008,73.1
2013/14,North West,Blackpool,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000009,80.5
2013/14,North West,Bolton,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000001,75.0
2013/14,South West,Bournemouth,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000028,85.9
2013/14,South East,Bracknell Forest,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000036,83.5
2013/14,Yorkshire and The Humber,Bradford,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000032,74.3
2013/14,London,Brent,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000005,80.7
2013/14,South East,Brighton and Hove,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000043,84.0
2013/14,South West,"Bristol, City of",,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,79.7
2013/14,London,Bromley,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000006,83.9
2013/14,South East,Buckinghamshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,83.4
2013/14,North West,Bury,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000002,72.6
2013/14,Yorkshire and The Humber,Calderdale,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000033,76.4
2013/14,East of England,Cambridgeshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,82.0
2013/14,London,Camden,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000007,77.3
2013/14,East of England,Central Bedfordshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000056,82.7
2013/14,North West,Cheshire East,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000049,82.7
2013/14,North West,Cheshire West and Chester,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000050,84.6
2013/14,London,City of London,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000001,81.6
2013/14,South West,Cornwall,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000052,79.8
2013/14,North East,County Durham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000047,77.1
2013/14,West Midlands,Coventry,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000026,80.5
2013/14,London,Croydon,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000008,77.0
2013/14,North West,Cumbria,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,80.8
2013/14,North East,Darlington,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000005,73.9
2013/14,East Midlands,Derby,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000015,75.1
2013/14,East Midlands,Derbyshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,81.4
2013/14,South West,Devon,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,86.6
2013/14,Yorkshire and The Humber,Doncaster,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000017,75.1
2013/14,South West,Dorset,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,87.4
2013/14,West Midlands,Dudley,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000027,76.4
2013/14,London,Ealing,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000009,82.5
2013/14,Yorkshire and The Humber,East Riding of Yorkshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000011,84.2
2013/14,South East,East Sussex,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,85.0
2013/14,London,Enfield,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000010,79.2
2013/14,East of England,Essex,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,82.4
2013/14,North East,Gateshead,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000037,83.8
2013/14,South West,Gloucestershire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,79.5
2013/14,London,Greenwich,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000011,86.2
2013/14,London,Hackney,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000012,82.1
2013/14,North West,Halton,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000006,72.9
2013/14,London,Hammersmith and Fulham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000013,82.2
2013/14,South East,Hampshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,86.2
2013/14,London,Haringey,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000014,81.7
2013/14,London,Harrow,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000015,80.7
2013/14,North East,Hartlepool,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000001,77.9
2013/14,London,Havering,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000016,86.9
2013/14,West Midlands,Herefordshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000019,82.8
2013/14,East of England,Hertfordshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,83.5
2013/14,London,Hillingdon,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000017,77.7
2013/14,London,Hounslow,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000018,78.1
2013/14,South East,Isle of Wight,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000046,82.3
2013/14,London,Islington,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000019,81.4
2013/14,London,Kensington and Chelsea,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000020,79.4
2013/14,South East,Kent,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,86.3
2013/14,Yorkshire and The Humber,"Kingston upon Hull, City of",,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,72.7
2013/14,London,Kingston upon Thames,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000021,86.1
2013/14,Yorkshire and The Humber,Kirklees,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000034,82.2
2013/14,North West,Knowsley,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000011,83.7
2013/14,London,Lambeth,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000022,77.4
2013/14,North West,Lancashire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,82.6
2013/14,Yorkshire and The Humber,Leeds,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000035,77.0
2013/14,East Midlands,Leicester,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000016,68.2
2013/14,East Midlands,Leicestershire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,80.8
2013/14,London,Lewisham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000023,89.7
2013/14,East Midlands,Lincolnshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,85.9
2013/14,North West,Liverpool,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000012,79.9
2013/14,East of England,Luton,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000032,74.4
2013/14,North West,Manchester,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000003,73.2
2013/14,South East,Medway,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000035,83.4
2013/14,London,Merton,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000024,80.3
2013/14,North East,Middlesbrough,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000002,71.2
2013/14,South East,Milton Keynes,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000042,83.9
2013/14,North East,Newcastle upon Tyne,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000021,77.5
2013/14,London,Newham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000025,83.3
2013/14,East of England,Norfolk,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,79.3
2013/14,Yorkshire and The Humber,North East Lincolnshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000012,79.1
2013/14,Yorkshire and The Humber,North Lincolnshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000013,85.1
2013/14,South West,North Somerset,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000024,88.2
2013/14,North East,North Tyneside,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000022,80.5
2013/14,Yorkshire and The Humber,North Yorkshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,83.6
2013/14,East Midlands,Northamptonshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,80.5
2013/14,North East,Northumberland,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000057,78.3
2013/14,East Midlands,Nottingham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000018,74.6
2013/14,East Midlands,Nottinghamshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,81.7
