Year,Series,Age,Country,Region,Country of birth,Disability status,Sex,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2014 Q2,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,5.7
2014 Q3,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,5
2014 Q4,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,4
2015 Q1,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,5.2
2015 Q2,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,4.9
2015 Q3,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,5.9
2015 Q4,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,4.8
2016 Q1,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,4.6
2016 Q2,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,4.5
2016 Q3,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,4.7
2016 Q4,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,4.4
2017 Q1,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,4
2017 Q2,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,3.5
2017 Q3,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,3.7
2017 Q4,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,3.5
2018 Q1,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,3.7
2018 Q2,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,3.6
2018 Q3,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,3.2
2018 Q4,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,2.8
2019 Q1,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,2.9
2019 Q2,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,2.9
2019 Q3,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,3.8
2019 Q4,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,3.6
2020 Q1,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,4.2
2020 Q2,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,4.3
2020 Q3,Seasonally adjusted,,Scotland,,,,Female,Percentage (%),Units,Undefined,S92000003,4.2
2000 Q1,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.6
2000 Q2,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.3
2000 Q3,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.2
2000 Q4,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.3
2001 Q1,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.2
2001 Q2,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.1
2001 Q3,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.3
2001 Q4,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.4
2002 Q1,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.3
2002 Q2,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.7
2002 Q3,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.6
2002 Q4,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.8
2003 Q1,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.4
2003 Q2,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.6
2003 Q3,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.9
2003 Q4,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.8
2004 Q1,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.7
2004 Q2,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.5
2004 Q3,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.3
2004 Q4,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.2
2005 Q1,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.7
2005 Q2,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.8
2005 Q3,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.7
2005 Q4,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,4.1
2006 Q1,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,4.2
2006 Q2,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,4.5
2006 Q3,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,4.5
2006 Q4,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,4
2007 Q1,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,4
2007 Q2,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,4
2007 Q3,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,4.5
2007 Q4,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,4.6
2008 Q1,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.9
2008 Q2,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,4.2
2008 Q3,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,4.2
2008 Q4,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,4.6
2009 Q1,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,5.2
2009 Q2,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,5
2009 Q3,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,4.8
2009 Q4,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,5.3
2010 Q1,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,5.5
2010 Q2,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,5.6
2010 Q3,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,5.7
2010 Q4,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,5.6
2011 Q1,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,5.5
2011 Q2,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,5.8
2011 Q3,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,6.1
2011 Q4,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,6.5
2012 Q1,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,6.7
2012 Q2,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,6.8
2012 Q3,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,6.5
2012 Q4,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,6.5
2013 Q1,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,6.1
2013 Q2,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,5.5
2013 Q3,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,5.6
2013 Q4,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,4.9
2014 Q1,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,5
2014 Q2,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,4.9
2014 Q3,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,4.9
2014 Q4,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,4.7
2015 Q1,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,5
2015 Q2,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,4.5
2015 Q3,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.8
2015 Q4,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.9
2016 Q1,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.9
2016 Q2,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.7
2016 Q3,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.7
2016 Q4,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.6
2017 Q1,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.7
2017 Q2,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.2
2017 Q3,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.3
2017 Q4,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.3
2018 Q1,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.6
2018 Q2,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.8
2018 Q3,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.9
2018 Q4,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.3
2019 Q1,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.4
2019 Q2,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,2.7
2019 Q3,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,2.7
2019 Q4,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3
2020 Q1,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,2.8
2020 Q2,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,3.5
2020 Q3,Seasonally adjusted,,England,South East,,,Female,Percentage (%),Units,Undefined,E12000008,4.2
2000 Q1,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,4.3
2000 Q2,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,4
2000 Q3,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.8
2000 Q4,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.4
2001 Q1,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.9
2001 Q2,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.5
2001 Q3,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.4
2001 Q4,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.4
2002 Q1,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,2.8
2002 Q2,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3
2002 Q3,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.6
2002 Q4,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,4
2003 Q1,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.6
2003 Q2,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.4
2003 Q3,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.2
2003 Q4,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,2.7
2004 Q1,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,2.6
2004 Q2,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.1
2004 Q3,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,2.6
2004 Q4,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,2.9
2005 Q1,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.3
2005 Q2,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.3
2005 Q3,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.3
2005 Q4,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.7
2006 Q1,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.4
2006 Q2,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.6
2006 Q3,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.7
2006 Q4,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,4.1
2007 Q1,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,4.1
2007 Q2,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.9
2007 Q3,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.9
2007 Q4,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.6
2008 Q1,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.2
2008 Q2,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.6
2008 Q3,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,4.2
2008 Q4,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.8
2009 Q1,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,5.7
2009 Q2,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,5.2
2009 Q3,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,4.9
2009 Q4,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,5.2
2010 Q1,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,5.4
2010 Q2,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,5.5
2010 Q3,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,5.6
2010 Q4,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,6
2011 Q1,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,5.4
2011 Q2,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,5.9
2011 Q3,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,6
2011 Q4,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,5.4
2012 Q1,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,5.8
2012 Q2,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,5.1
2012 Q3,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,4.8
2012 Q4,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,5.3
2013 Q1,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,5.9
2013 Q2,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,5.4
2013 Q3,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,5.2
2013 Q4,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,6
2014 Q1,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,4.4
2014 Q2,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,4.5
2014 Q3,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,4.1
2014 Q4,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,4
2015 Q1,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,4.6
2015 Q2,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,4.9
2015 Q3,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,4.1
2015 Q4,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.9
2016 Q1,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.8
2016 Q2,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,4.5
2016 Q3,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.8
2016 Q4,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.5
2017 Q1,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.6
2017 Q2,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.7
2017 Q3,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,4
2017 Q4,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,4.2
2018 Q1,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.8
2018 Q2,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3
2018 Q3,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,2.9
2018 Q4,Seasonally adjusted,,England,South West,,,Female,Percentage (%),Units,Undefined,E12000009,3.1
