Year,Series,Water area extent,Quality measure,Water type,Deviation level,Geography (HydroBASINs ID),Units,Observation status,Unit multiplier,Value
2009 to 2013,Open water area,,,Permanent,,2060053240 (North Humber),% change from baseline,Normal value,Units,-1.41623036649216
2010 to 2014,Open water area,,,Permanent,,2060053240 (North Humber),% change from baseline,Normal value,Units,1.09358638743454
2011 to 2015,Open water area,,,Permanent,,2060053240 (North Humber),% change from baseline,Normal value,Units,4.36060209424084
2012 to 2016,Open water area,,,Permanent,,2060053240 (North Humber),% change from baseline,Normal value,Units,3.21204188481676
2013 to 2017,Open water area,,,Permanent,,2060053240 (North Humber),% change from baseline,Normal value,Units,3.67866492146596
2014 to 2018,Open water area,,,Permanent,,2060053240 (North Humber),% change from baseline,Normal value,Units,3.71335078534029
2015 to 2019,Open water area,,,Permanent,,2060053240 (North Humber),% change from baseline,Normal value,Units,1.98887434554973
2016 to 2020,Open water area,,,Permanent,,2060053240 (North Humber),% change from baseline,Normal value,Units,1.97840314136106
1984 to 1988,Open water area,,,Permanent,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,-41.3333333333333
1985 to 1989,Open water area,,,Permanent,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,-29.3333333333333
1986 to 1990,Open water area,,,Permanent,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,-26.0
1998 to 2002,Open water area,,,Permanent,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,-44.6666666666666
1999 to 2003,Open water area,,,Permanent,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,-28.6666666666666
2009 to 2013,Open water area,,,Permanent,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,-42.0
2010 to 2014,Open water area,,,Permanent,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,-26.0
2011 to 2015,Open water area,,,Permanent,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,-14.6666666666667
2012 to 2016,Open water area,,,Permanent,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,-15.3333333333333
2013 to 2017,Open water area,,,Permanent,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,-10.0
2014 to 2018,Open water area,,,Permanent,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,-20.6666666666667
2015 to 2019,Open water area,,,Permanent,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,-28.0
2016 to 2020,Open water area,,,Permanent,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,-34.6666666666667
1984 to 1988,Open water area,,,Permanent,,2060053260 (South Humber),% change from baseline,Normal value,Units,-30.566037735849
1985 to 1989,Open water area,,,Permanent,,2060053260 (South Humber),% change from baseline,Normal value,Units,-28.7922853634029
1986 to 1990,Open water area,,,Permanent,,2060053260 (South Humber),% change from baseline,Normal value,Units,-28.1721000334933
1998 to 2002,Open water area,,,Permanent,,2060053260 (South Humber),% change from baseline,Normal value,Units,-21.2596293401808
1999 to 2003,Open water area,,,Permanent,,2060053260 (South Humber),% change from baseline,Normal value,Units,-12.9105727364072
2009 to 2013,Open water area,,,Permanent,,2060053260 (South Humber),% change from baseline,Normal value,Units,-8.72836887350676
2010 to 2014,Open water area,,,Permanent,,2060053260 (South Humber),% change from baseline,Normal value,Units,-5.15155744110751
2011 to 2015,Open water area,,,Permanent,,2060053260 (South Humber),% change from baseline,Normal value,Units,-1.19599196159427
2012 to 2016,Open water area,,,Permanent,,2060053260 (South Humber),% change from baseline,Normal value,Units,-0.174165457184303
2013 to 2017,Open water area,,,Permanent,,2060053260 (South Humber),% change from baseline,Normal value,Units,1.46952104499274
2014 to 2018,Open water area,,,Permanent,,2060053260 (South Humber),% change from baseline,Normal value,Units,1.9236351456961
2015 to 2019,Open water area,,,Permanent,,2060053260 (South Humber),% change from baseline,Normal value,Units,-0.00641956012055994
2016 to 2020,Open water area,,,Permanent,,2060053260 (South Humber),% change from baseline,Normal value,Units,-1.64843139444026
1984 to 1988,Open water area,,,Permanent,,2060053270 (North Anglian),% change from baseline,Normal value,Units,-23.4019042766614
1985 to 1989,Open water area,,,Permanent,,2060053270 (North Anglian),% change from baseline,Normal value,Units,-21.7046142088335
1986 to 1990,Open water area,,,Permanent,,2060053270 (North Anglian),% change from baseline,Normal value,Units,-20.7789064739037
1998 to 2002,Open water area,,,Permanent,,2060053270 (North Anglian),% change from baseline,Normal value,Units,-17.2665032003311
1999 to 2003,Open water area,,,Permanent,,2060053270 (North Anglian),% change from baseline,Normal value,Units,-7.72856096551285
2009 to 2013,Open water area,,,Permanent,,2060053270 (North Anglian),% change from baseline,Normal value,Units,-13.1649842371747
2010 to 2014,Open water area,,,Permanent,,2060053270 (North Anglian),% change from baseline,Normal value,Units,-12.7946374550202
2011 to 2015,Open water area,,,Permanent,,2060053270 (North Anglian),% change from baseline,Normal value,Units,-9.76021399229371
2012 to 2016,Open water area,,,Permanent,,2060053270 (North Anglian),% change from baseline,Normal value,Units,-8.86284749864662
2013 to 2017,Open water area,,,Permanent,,2060053270 (North Anglian),% change from baseline,Normal value,Units,-5.73002579371398
2014 to 2018,Open water area,,,Permanent,,2060053270 (North Anglian),% change from baseline,Normal value,Units,-3.50794510078656
2015 to 2019,Open water area,,,Permanent,,2060053270 (North Anglian),% change from baseline,Normal value,Units,-3.0704072859281
2016 to 2020,Open water area,,,Permanent,,2060053270 (North Anglian),% change from baseline,Normal value,Units,-3.88593446486024
1984 to 1988,Open water area,,,Permanent,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-23.059785801437
1985 to 1989,Open water area,,,Permanent,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-22.7267386687152
1986 to 1990,Open water area,,,Permanent,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-22.4556012472321
1998 to 2002,Open water area,,,Permanent,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-9.10208323918838
1999 to 2003,Open water area,,,Permanent,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-7.73057978218625
2009 to 2013,Open water area,,,Permanent,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-10.1147815084278
2010 to 2014,Open water area,,,Permanent,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-9.78128248000364
2011 to 2015,Open water area,,,Permanent,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-6.32834741741606
2012 to 2016,Open water area,,,Permanent,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-5.35857923991145
2013 to 2017,Open water area,,,Permanent,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-1.7610375525329
2014 to 2018,Open water area,,,Permanent,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-1.34213023634147
2015 to 2019,Open water area,,,Permanent,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-1.41759681865428
2016 to 2020,Open water area,,,Permanent,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-0.202901170410005
1984 to 1988,Open water area,,,Permanent,,2060053510 (South Anglian),% change from baseline,Normal value,Units,-15.9374050440595
1985 to 1989,Open water area,,,Permanent,,2060053510 (South Anglian),% change from baseline,Normal value,Units,-14.9118808872683
1986 to 1990,Open water area,,,Permanent,,2060053510 (South Anglian),% change from baseline,Normal value,Units,-14.4105135217259
1998 to 2002,Open water area,,,Permanent,,2060053510 (South Anglian),% change from baseline,Normal value,Units,-12.9778182923123
1999 to 2003,Open water area,,,Permanent,,2060053510 (South Anglian),% change from baseline,Normal value,Units,-10.8986630203585
2009 to 2013,Open water area,,,Permanent,,2060053510 (South Anglian),% change from baseline,Normal value,Units,-7.69788817988458
2010 to 2014,Open water area,,,Permanent,,2060053510 (South Anglian),% change from baseline,Normal value,Units,-3.82102704345186
2011 to 2015,Open water area,,,Permanent,,2060053510 (South Anglian),% change from baseline,Normal value,Units,1.97318444241868
2012 to 2016,Open water area,,,Permanent,,2060053510 (South Anglian),% change from baseline,Normal value,Units,4.16438772409599
2013 to 2017,Open water area,,,Permanent,,2060053510 (South Anglian),% change from baseline,Normal value,Units,10.4869340625949
2014 to 2018,Open water area,,,Permanent,,2060053510 (South Anglian),% change from baseline,Normal value,Units,12.7039653600729
2015 to 2019,Open water area,,,Permanent,,2060053510 (South Anglian),% change from baseline,Normal value,Units,11.9560923731388
2016 to 2020,Open water area,,,Permanent,,2060053510 (South Anglian),% change from baseline,Normal value,Units,11.4190215739895
1984 to 1988,Open water area,,,Permanent,,2060053790 (Thames),% change from baseline,Normal value,Units,-8.6095297350547
1985 to 1989,Open water area,,,Permanent,,2060053790 (Thames),% change from baseline,Normal value,Units,-8.14185720951937
1986 to 1990,Open water area,,,Permanent,,2060053790 (Thames),% change from baseline,Normal value,Units,-7.86374241717219
1998 to 2002,Open water area,,,Permanent,,2060053790 (Thames),% change from baseline,Normal value,Units,-7.87494167055531
1999 to 2003,Open water area,,,Permanent,,2060053790 (Thames),% change from baseline,Normal value,Units,-7.10945196246177
2009 to 2013,Open water area,,,Permanent,,2060053790 (Thames),% change from baseline,Normal value,Units,-12.2098823041427
2010 to 2014,Open water area,,,Permanent,,2060053790 (Thames),% change from baseline,Normal value,Units,-12.1111629595064
2011 to 2015,Open water area,,,Permanent,,2060053790 (Thames),% change from baseline,Normal value,Units,-9.31840099548924
2012 to 2016,Open water area,,,Permanent,,2060053790 (Thames),% change from baseline,Normal value,Units,-9.19852750557376
2013 to 2017,Open water area,,,Permanent,,2060053790 (Thames),% change from baseline,Normal value,Units,-2.23487323067358
2014 to 2018,Open water area,,,Permanent,,2060053790 (Thames),% change from baseline,Normal value,Units,-2.36781251620268
2015 to 2019,Open water area,,,Permanent,,2060053790 (Thames),% change from baseline,Normal value,Units,-3.37325659770835
2016 to 2020,Open water area,,,Permanent,,2060053790 (Thames),% change from baseline,Normal value,Units,-2.05174469850173
1984 to 1988,Open water area,,,Permanent,,2060053800 (South East England),% change from baseline,Normal value,Units,-9.32034823668286
1985 to 1989,Open water area,,,Permanent,,2060053800 (South East England),% change from baseline,Normal value,Units,-8.76730116570752
1986 to 1990,Open water area,,,Permanent,,2060053800 (South East England),% change from baseline,Normal value,Units,-9.01165707540208
1998 to 2002,Open water area,,,Permanent,,2060053800 (South East England),% change from baseline,Normal value,Units,-7.54611184890068
1999 to 2003,Open water area,,,Permanent,,2060053800 (South East England),% change from baseline,Normal value,Units,-7.59333038217499
2009 to 2013,Open water area,,,Permanent,,2060053800 (South East England),% change from baseline,Normal value,Units,-6.34144901873986
2010 to 2014,Open water area,,,Permanent,,2060053800 (South East England),% change from baseline,Normal value,Units,-5.20584329349271
2011 to 2015,Open water area,,,Permanent,,2060053800 (South East England),% change from baseline,Normal value,Units,-0.115095174856144
2012 to 2016,Open water area,,,Permanent,,2060053800 (South East England),% change from baseline,Normal value,Units,1.25424229009885
2013 to 2017,Open water area,,,Permanent,,2060053800 (South East England),% change from baseline,Normal value,Units,3.94746938173231
2014 to 2018,Open water area,,,Permanent,,2060053800 (South East England),% change from baseline,Normal value,Units,5.19167773351037
2015 to 2019,Open water area,,,Permanent,,2060053800 (South East England),% change from baseline,Normal value,Units,4.55481776597314
2016 to 2020,Open water area,,,Permanent,,2060053800 (South East England),% change from baseline,Normal value,Units,3.49594215729653
1984 to 1988,Open water area,,,Permanent,,2060054000 (Outer Hebrides),% change from baseline,Normal value,Units,3.69511084728879
1985 to 1989,Open water area,,,Permanent,,2060054000 (Outer Hebrides),% change from baseline,Normal value,Units,8.93780780433325
1986 to 1990,Open water area,,,Permanent,,2060054000 (Outer Hebrides),% change from baseline,Normal value,Units,9.2503030882301
