Year,Series,Seasonally adjusted or not,Age,Sex,Units,Unit multiplier,Observation status,Value
2003 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,17.55263184
2003 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,17.78229055
2003 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,19.77668941
2003 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,16.88992801
2004 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,16.0049107
2004 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,17.20863702
2004 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,20.17572399
2004 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,17.1282465
2005 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,16.95318051
2005 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,17.70293051
2005 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,19.45667967
2005 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,18.24691188
2006 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,17.70809459
2006 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,17.91279803
2006 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,20.63088615
2006 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,17.73712301
2007 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,17.49075441
2007 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,18.0499782
2007 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,19.89821556
2007 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,17.74392877
2008 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,17.16664259
2008 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,18.3586234
2008 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,20.47042532
2008 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,18.39744721
2009 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,18.09028832
2009 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,19.32900805
2009 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,21.80760625
2009 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,19.20363976
2010 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,19.13213495
2010 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,19.05237509
2010 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,22.15923853
2010 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,19.96486591
2011 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,18.25891472
2011 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,20.31975039
2011 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,23.10059221
2011 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,19.93309948
2012 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,18.98883043
2012 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,19.90209837
2012 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,21.1829274
2012 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,18.6325424
2013 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,18.53686435
2013 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,18.90082707
2013 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,20.90997472
2013 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,17.26597301
2014 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,16.37428826
2014 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,16.45175355
2014 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,19.03556965
2014 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,17.65403683
2015 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,16.45977668
2015 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,16.27772406
2015 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,17.09102807
2015 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,15.22263324
2016 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,14.62030013
2016 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,13.83790912
2016 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,15.92839398
2016 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,13.0942008
2017 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,12.62187368
2017 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,12.92787965
2017 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,14.12999612
2017 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,12.45210993
2018 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,12.93049862
2018 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,12.81207311
2018 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,15.65188145
2018 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,13.59126339
2019 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,12.71964165
2019 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,12.69987455
2019 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,14.65619577
2019 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,12.66179048
2020 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,12.14397604
2020 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,12.62295717
2020 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,13.47793781
2020 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,11.9068899
2021 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,Female,Percentage (%),Units,Normal value,10.0944011
