Year,Series,Region,Local Authority,County,Observation status,Units,Unit multiplier,GeoCode,Value
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,Leicester,,Undefined,Percentage (%),Units,E06000016,6.01696709309924
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,Rutland,,Undefined,Percentage (%),Units,E06000017,5.22737219318871
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Medway,,Undefined,Percentage (%),Units,E06000035,5.75162299187575
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,Thurrock,,Undefined,Percentage (%),Units,E06000034,6.06666222251048
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,Southend-on-Sea,,Undefined,Percentage (%),Units,E06000033,5.59176551786712
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,Luton,,Undefined,Percentage (%),Units,E06000032,5.86431766565441
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,Peterborough,,Undefined,Percentage (%),Units,E06000031,5.58103233048009
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Swindon,,Undefined,Percentage (%),Units,E06000030,5.41657028412344
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Poole,,Undefined,Percentage (%),Units,E06000029,4.73639296092804
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Bournemouth,,Undefined,Percentage (%),Units,E06000028,4.72796076099443
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,South Tyneside,,Undefined,Percentage (%),Units,E08000023,4.42230561727487
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Torbay,,Undefined,Percentage (%),Units,E06000027,3.91135663227375
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,South Gloucestershire,,Undefined,Percentage (%),Units,E06000025,5.29298749709141
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,North Somerset,,Undefined,Percentage (%),Units,E06000024,4.44573797121526
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Bristol,,Undefined,Percentage (%),Units,E06000023,5.2668097567153
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Bath and North East Somerset,,Undefined,Percentage (%),Units,E06000022,4.77641768714874
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Stoke-on-Trent,,Undefined,Percentage (%),Units,E06000021,5.15400770035774
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Telford and Wrekin,,Undefined,Percentage (%),Units,E06000020,4.63110628962812
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Herefordshire,,Undefined,Percentage (%),Units,E06000019,4.59377233754584
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,Nottingham,,Undefined,Percentage (%),Units,E06000018,5.97039615176741
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Plymouth,,Undefined,Percentage (%),Units,E06000026,4.23153161357229
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Enfield,,Undefined,Percentage (%),Units,E09000010,6.37638785960686
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Northumberland,,Undefined,Percentage (%),Units,E06000057,3.82727917509004
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Coventry,,Undefined,Percentage (%),Units,E08000026,5.69897536053121
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Croydon,,Undefined,Percentage (%),Units,E09000008,6.05736246742961
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Camden,,Undefined,Percentage (%),Units,E09000007,7.35163667342991
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Bromley,,Undefined,Percentage (%),Units,E09000006,5.79875787547717
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Brent,,Undefined,Percentage (%),Units,E09000005,6.9397073855671
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Bexley,,Undefined,Percentage (%),Units,E09000004,6.12318535964899
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Barnet,,Undefined,Percentage (%),Units,E09000003,6.51254147480256
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Barking and Dagenham,,Undefined,Percentage (%),Units,E09000002,6.62086582749771
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Gateshead,,Undefined,Percentage (%),Units,E08000037,4.2276643709012
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Wakefield,,Undefined,Percentage (%),Units,E08000036,5.9799126972375
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Leeds,,Undefined,Percentage (%),Units,E08000035,5.03650083228464
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Kirklees,,Undefined,Percentage (%),Units,E08000034,4.84546129563021
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Calderdale,,Undefined,Percentage (%),Units,E08000033,4.51223383788543
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,City of London,,Undefined,Percentage (%),Units,E09000001,8.37668482678005
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Wolverhampton,,Undefined,Percentage (%),Units,E08000031,5.46391129171033
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Walsall,,Undefined,Percentage (%),Units,E08000030,5.87319775875082
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Solihull,,Undefined,Percentage (%),Units,E08000029,5.61457567730111
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Sandwell,,Undefined,Percentage (%),Units,E08000028,6.1216810702377
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Dudley,,Undefined,Percentage (%),Units,E08000027,5.42491949445662
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Birmingham,,Undefined,Percentage (%),Units,E08000025,5.87839159414413
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Sunderland,,Undefined,Percentage (%),Units,E08000024,4.46727195926251
2013,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Bradford,,Undefined,Percentage (%),Units,E08000032,4.66432049743857
2014,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Torbay,,Undefined,Percentage (%),Units,E06000027,3.62513122690795
2014,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Bournemouth,,Undefined,Percentage (%),Units,E06000028,4.40488911753959
2014,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Poole,,Undefined,Percentage (%),Units,E06000029,4.40176417151116
2014,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Swindon,,Undefined,Percentage (%),Units,E06000030,5.17292327126108
2014,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,Peterborough,,Undefined,Percentage (%),Units,E06000031,5.51931621580378
2014,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,Luton,,Undefined,Percentage (%),Units,E06000032,5.61040678563782
2014,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,Southend-on-Sea,,Undefined,Percentage (%),Units,E06000033,5.39095592995903
2014,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Windsor and Maidenhead,,Undefined,Percentage (%),Units,E06000040,5.23175127396637
2014,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Medway,,Undefined,Percentage (%),Units,E06000035,5.55721801278656
2014,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Bracknell Forest,,Undefined,Percentage (%),Units,E06000036,4.74773833790044
2014,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Slough,,Undefined,Percentage (%),Units,E06000039,6.18556751860308
2014,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Reading,,Undefined,Percentage (%),Units,E06000038,5.50470405618436
2014,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,West Berkshire,,Undefined,Percentage (%),Units,E06000037,4.87985901627018
2014,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Plymouth,,Undefined,Percentage (%),Units,E06000026,4.00805272707428
2014,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,Thurrock,,Undefined,Percentage (%),Units,E06000034,5.83381510504199
2014,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,South Gloucestershire,,Undefined,Percentage (%),Units,E06000025,5.075370679897
2014,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,York,,Undefined,Percentage (%),Units,E06000014,4.61598438148054
2014,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Bristol,,Undefined,Percentage (%),Units,E06000023,5.103763380037
2014,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Blackpool,,Undefined,Percentage (%),Units,E06000009,3.79211400808858
