Year,Fatality,Employment status,Industry,Sex,Age,Unit measure,Unit multiplier,Observation status,Value
2016,,,Manufacturing,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,361.08
2016,,,Manufacturing,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,366.88
2016,,,Manufacturing,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,417.25
2016,,,Manufacturing,Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,521.72
2016,,,Manufacturing,Male,65 and over,"Rate per 100,000 workers",Units,Undefined,284.36
2016,,,Manufacturing,Female,,"Rate per 100,000 workers",Units,Undefined,529.14
2016,,,Manufacturing,Female,55 to 59,"Rate per 100,000 workers",Units,Undefined,590.3
2016,,,"Electricity, gas, steam and air conditioning supply",,,"Rate per 100,000 workers",Units,Undefined,532.63
2016,,,"Electricity, gas, steam and air conditioning supply",,20 to 24,"Rate per 100,000 workers",Units,Undefined,435.13
2016,,,"Electricity, gas, steam and air conditioning supply",,55 to 59,"Rate per 100,000 workers",Units,Undefined,422.71
2016,,,"Electricity, gas, steam and air conditioning supply",Male,,"Rate per 100,000 workers",Units,Undefined,399.27
2016,,,"Electricity, gas, steam and air conditioning supply",Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,458.63
2016,,,"Electricity, gas, steam and air conditioning supply",Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,557.8
2016,,,"Water supply; sewerage, waste management and remediation activities",,,"Rate per 100,000 workers",Units,Undefined,305.64
2016,,,"Water supply; sewerage, waste management and remediation activities",,20 to 24,"Rate per 100,000 workers",Units,Undefined,285.63
2016,,,"Water supply; sewerage, waste management and remediation activities",,25 to 34,"Rate per 100,000 workers",Units,Undefined,297.82
2016,,,"Water supply; sewerage, waste management and remediation activities",,35 to 44,"Rate per 100,000 workers",Units,Undefined,264.37
2016,,,"Water supply; sewerage, waste management and remediation activities",,45 to 54,"Rate per 100,000 workers",Units,Undefined,173.14
2016,,,"Water supply; sewerage, waste management and remediation activities",,55 to 59,"Rate per 100,000 workers",Units,Undefined,197.42
2016,,,"Water supply; sewerage, waste management and remediation activities",Male,,"Rate per 100,000 workers",Units,Undefined,275.23
2016,,,"Water supply; sewerage, waste management and remediation activities",Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,312.35
2016,,,"Water supply; sewerage, waste management and remediation activities",Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,405.13
2016,,,"Water supply; sewerage, waste management and remediation activities",Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,234.91
2016,,,"Water supply; sewerage, waste management and remediation activities",Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,173.86
2016,,,"Water supply; sewerage, waste management and remediation activities",Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,150.03
2016,,,Construction,,,"Rate per 100,000 workers",Units,Undefined,123.37
2016,,,Construction,,20 to 24,"Rate per 100,000 workers",Units,Undefined,131.64
2016,,,Construction,,25 to 34,"Rate per 100,000 workers",Units,Undefined,113.98
2016,,,Construction,,35 to 44,"Rate per 100,000 workers",Units,Undefined,204.68
2016,,,Construction,,45 to 54,"Rate per 100,000 workers",Units,Undefined,224.87
2016,,,Construction,,55 to 59,"Rate per 100,000 workers",Units,Undefined,217.05
2016,,,Construction,,60 to 64,"Rate per 100,000 workers",Units,Undefined,186.11
2016,,,Construction,,65 and over,"Rate per 100,000 workers",Units,Undefined,198.79
2016,,,Construction,Male,,"Rate per 100,000 workers",Units,Undefined,132.57
2016,,,Construction,Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,229.71
2016,,,Construction,Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,37.1
2016,,,Construction,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,7.94
2016,,,Construction,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,9.03
2016,,,Construction,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,64.33
2016,,,Construction,Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,1084.31
2016,,,Construction,Male,65 and over,"Rate per 100,000 workers",Units,Undefined,766.3
2016,,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,,"Rate per 100,000 workers",Units,Undefined,916.2
2016,,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,25 to 34,"Rate per 100,000 workers",Units,Undefined,803.22
2016,,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,35 to 44,"Rate per 100,000 workers",Units,Undefined,867.1
2016,,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,45 to 54,"Rate per 100,000 workers",Units,Undefined,884.18
2016,,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,55 to 59,"Rate per 100,000 workers",Units,Undefined,1105.69
2016,,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,65 and over,"Rate per 100,000 workers",Units,Undefined,1292.49
2016,,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,,"Rate per 100,000 workers",Units,Undefined,917.37
2016,,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,1174.4
2016,,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,1009.18
2016,,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,1022.38
2016,,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,926.48
2016,,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Female,,"Rate per 100,000 workers",Units,Undefined,1184.03
2016,,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Female,65 and over,"Rate per 100,000 workers",Units,Undefined,226.07
2016,,,Transportation and storage,,,"Rate per 100,000 workers",Units,Undefined,97.88
2016,,,Transportation and storage,,20 to 24,"Rate per 100,000 workers",Units,Undefined,195.3
2016,,,Transportation and storage,,25 to 34,"Rate per 100,000 workers",Units,Undefined,397.93
2016,,,Transportation and storage,,45 to 54,"Rate per 100,000 workers",Units,Undefined,304.7
2016,,,Transportation and storage,,55 to 59,"Rate per 100,000 workers",Units,Undefined,337.1
2016,,,Transportation and storage,,60 to 64,"Rate per 100,000 workers",Units,Undefined,328.71
2016,,,Transportation and storage,,65 and over,"Rate per 100,000 workers",Units,Undefined,306.55
2016,,,Transportation and storage,Male,,"Rate per 100,000 workers",Units,Undefined,323.11
2016,,,Transportation and storage,Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,401.19
2016,,,Transportation and storage,Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,434.23
2016,,,Transportation and storage,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,211.88
2016,,,Transportation and storage,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,477.34
2016,,,Transportation and storage,Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,328.03
2016,,,Transportation and storage,Male,65 and over,"Rate per 100,000 workers",Units,Undefined,384.8
2016,,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,,"Rate per 100,000 workers",Units,Undefined,385.12
2016,,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,25 to 34,"Rate per 100,000 workers",Units,Undefined,380.06
2016,,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,35 to 44,"Rate per 100,000 workers",Units,Undefined,406.12
2016,,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,45 to 54,"Rate per 100,000 workers",Units,Undefined,480.06
2016,,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,55 to 59,"Rate per 100,000 workers",Units,Undefined,487.18
2016,,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,60 to 64,"Rate per 100,000 workers",Units,Undefined,259.6
2016,,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,65 and over,"Rate per 100,000 workers",Units,Undefined,47.37
2016,,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,,"Rate per 100,000 workers",Units,Undefined,49.2
2016,,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,33.1
2016,,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,23.2
2016,,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,34.11
2016,,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,50.31
2016,,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,83.93
2016,,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,65 and over,"Rate per 100,000 workers",Units,Undefined,238.56
2016,,,Public administration and defence; compulsory social security; education; human health and social work activities,,,"Rate per 100,000 workers",Units,Undefined,97.06
2016,,,Public administration and defence; compulsory social security; education; human health and social work activities,,20 to 24,"Rate per 100,000 workers",Units,Undefined,144.34
2016,,,Public administration and defence; compulsory social security; education; human health and social work activities,,35 to 44,"Rate per 100,000 workers",Units,Undefined,166.09
2016,,,Public administration and defence; compulsory social security; education; human health and social work activities,,45 to 54,"Rate per 100,000 workers",Units,Undefined,189.04
2016,,,Public administration and defence; compulsory social security; education; human health and social work activities,,65 and over,"Rate per 100,000 workers",Units,Undefined,209.33
2016,,,Public administration and defence; compulsory social security; education; human health and social work activities,Male,,"Rate per 100,000 workers",Units,Undefined,231.17
2016,,,Public administration and defence; compulsory social security; education; human health and social work activities,Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,279.17
2016,,,Public administration and defence; compulsory social security; education; human health and social work activities,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,161.15
