Year,Sex,Age,Bank account category,Unit measure,Unit multiplier,Observation status,Value
2013,,85 and over,Credit Unions,Percentage (%),Units,Undefined,
2014,,85 and over,Credit Unions,Percentage (%),Units,Undefined,
2015,,85 and over,Credit Unions,Percentage (%),Units,Undefined,
2016,,85 and over,Credit Unions,Percentage (%),Units,Undefined,
2017,,85 and over,Credit Unions,Percentage (%),Units,Undefined,
2013,,85 and over,Any other type of asset,Percentage (%),Units,Undefined,
2014,,85 and over,Any other type of asset,Percentage (%),Units,Undefined,1.0
2015,,85 and over,Any other type of asset,Percentage (%),Units,Undefined,1.0
2016,,85 and over,Any other type of asset,Percentage (%),Units,Undefined,1.0
2017,,85 and over,Any other type of asset,Percentage (%),Units,Undefined,1.0
2013,,85 and over,Any type of account (including POCAs),Percentage (%),Units,Undefined,92.0
2014,,85 and over,Any type of account (including POCAs),Percentage (%),Units,Undefined,94.0
2015,,85 and over,Any type of account (including POCAs),Percentage (%),Units,Undefined,93.0
2016,,85 and over,Any type of account (including POCAs),Percentage (%),Units,Undefined,94.0
2017,,85 and over,Any type of account (including POCAs),Percentage (%),Units,Undefined,94.0
2013,,85 and over,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,91.0
2014,,85 and over,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,92.0
2015,,85 and over,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,91.0
2016,,85 and over,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2017,,85 and over,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2013,,85 and over,No accounts (including POCAs),Percentage (%),Units,Undefined,8.0
2014,,85 and over,No accounts (including POCAs),Percentage (%),Units,Undefined,6.0
2015,,85 and over,No accounts (including POCAs),Percentage (%),Units,Undefined,7.0
2016,,85 and over,No accounts (including POCAs),Percentage (%),Units,Undefined,6.0
2017,,85 and over,No accounts (including POCAs),Percentage (%),Units,Undefined,6.0
2013,,85 and over,No accounts (excluding POCAs),Percentage (%),Units,Undefined,9.0
2014,,85 and over,No accounts (excluding POCAs),Percentage (%),Units,Undefined,8.0
2015,,85 and over,No accounts (excluding POCAs),Percentage (%),Units,Undefined,9.0
2016,,85 and over,No accounts (excluding POCAs),Percentage (%),Units,Undefined,7.0
2017,,85 and over,No accounts (excluding POCAs),Percentage (%),Units,Undefined,7.0
2013,,85 and over,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,91.0
2014,,85 and over,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,93.0
2015,,85 and over,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,93.0
2016,,85 and over,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,93.0
2017,,85 and over,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,94.0
2013,,85 and over,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,89.0
2014,,85 and over,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,91.0
2015,,85 and over,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,91.0
2016,,85 and over,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,92.0
2017,,85 and over,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,92.0
2013,Female,,Current account,Percentage (%),Units,Undefined,89.0
2014,Female,,Current account,Percentage (%),Units,Undefined,91.0
2015,Female,,Current account,Percentage (%),Units,Undefined,91.0
2016,Female,,Current account,Percentage (%),Units,Undefined,91.0
2017,Female,,Current account,Percentage (%),Units,Undefined,91.0
2013,Female,,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2014,Female,,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2015,Female,,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2016,Female,,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2017,Female,,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2013,Female,,Basic Bank account,Percentage (%),Units,Undefined,5.0
2014,Female,,Basic Bank account,Percentage (%),Units,Undefined,5.0
2015,Female,,Basic Bank account,Percentage (%),Units,Undefined,5.0
2016,Female,,Basic Bank account,Percentage (%),Units,Undefined,4.0
2017,Female,,Basic Bank account,Percentage (%),Units,Undefined,5.0
2013,Female,,Post Office Card Account (POCA),Percentage (%),Units,Undefined,3.0
2014,Female,,Post Office Card Account (POCA),Percentage (%),Units,Undefined,3.0
2015,Female,,Post Office Card Account (POCA),Percentage (%),Units,Undefined,3.0
2016,Female,,Post Office Card Account (POCA),Percentage (%),Units,Undefined,2.0
2017,Female,,Post Office Card Account (POCA),Percentage (%),Units,Undefined,2.0
2013,Female,,ISA,Percentage (%),Units,Undefined,34.0
2014,Female,,ISA,Percentage (%),Units,Undefined,34.0
2015,Female,,ISA,Percentage (%),Units,Undefined,33.0
2016,Female,,ISA,Percentage (%),Units,Undefined,31.0
2017,Female,,ISA,Percentage (%),Units,Undefined,30.0
2013,Female,,Other Bank / Building Society account,Percentage (%),Units,Undefined,37.0
2014,Female,,Other Bank / Building Society account,Percentage (%),Units,Undefined,37.0
2015,Female,,Other Bank / Building Society account,Percentage (%),Units,Undefined,37.0
2016,Female,,Other Bank / Building Society account,Percentage (%),Units,Undefined,36.0
2017,Female,,Other Bank / Building Society account,Percentage (%),Units,Undefined,36.0
2013,Female,,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,9.0
2014,Female,,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,9.0
2015,Female,,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,10.0
2016,Female,,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,9.0
2017,Female,,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,9.0
2013,Female,,Unit trusts,Percentage (%),Units,Undefined,2.0
2014,Female,,Unit trusts,Percentage (%),Units,Undefined,2.0
2015,Female,,Unit trusts,Percentage (%),Units,Undefined,2.0
2016,Female,,Unit trusts,Percentage (%),Units,Undefined,2.0
2017,Female,,Unit trusts,Percentage (%),Units,Undefined,2.0
2013,Female,,Endowment Policy (not linked),Percentage (%),Units,Undefined,1.0
2014,Female,,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2015,Female,,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2016,Female,,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2017,Female,,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2013,Female,,Premium Bonds,Percentage (%),Units,Undefined,13.0
2014,Female,,Premium Bonds,Percentage (%),Units,Undefined,13.0
2015,Female,,Premium Bonds,Percentage (%),Units,Undefined,14.0
2016,Female,,Premium Bonds,Percentage (%),Units,Undefined,13.0
2017,Female,,Premium Bonds,Percentage (%),Units,Undefined,13.0
2013,Female,,National Savings Bonds,Percentage (%),Units,Undefined,2.0
2014,Female,,National Savings Bonds,Percentage (%),Units,Undefined,2.0
2015,Female,,National Savings Bonds,Percentage (%),Units,Undefined,3.0
2016,Female,,National Savings Bonds,Percentage (%),Units,Undefined,2.0
2017,Female,,National Savings Bonds,Percentage (%),Units,Undefined,2.0
2013,Female,,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,1.0
2014,Female,,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,1.0
2015,Female,,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,1.0
2016,Female,,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,1.0
2017,Female,,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,1.0
2013,Female,,Credit Unions,Percentage (%),Units,Undefined,1.0
2014,Female,,Credit Unions,Percentage (%),Units,Undefined,1.0
2015,Female,,Credit Unions,Percentage (%),Units,Undefined,1.0
2016,Female,,Credit Unions,Percentage (%),Units,Undefined,1.0
2017,Female,,Credit Unions,Percentage (%),Units,Undefined,1.0
2013,Female,,Any other type of asset,Percentage (%),Units,Undefined,1.0
2014,Female,,Any other type of asset,Percentage (%),Units,Undefined,
2015,Female,,Any other type of asset,Percentage (%),Units,Undefined,
2016,Female,,Any other type of asset,Percentage (%),Units,Undefined,
2017,Female,,Any other type of asset,Percentage (%),Units,Undefined,
2013,Female,,Any type of account (including POCAs),Percentage (%),Units,Undefined,94.0
2014,Female,,Any type of account (including POCAs),Percentage (%),Units,Undefined,95.0
2015,Female,,Any type of account (including POCAs),Percentage (%),Units,Undefined,95.0
2016,Female,,Any type of account (including POCAs),Percentage (%),Units,Undefined,95.0
2017,Female,,Any type of account (including POCAs),Percentage (%),Units,Undefined,95.0
2013,Female,,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2014,Female,,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2015,Female,,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2016,Female,,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2017,Female,,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2013,Female,,No accounts (including POCAs),Percentage (%),Units,Undefined,6.0
2014,Female,,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2015,Female,,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2016,Female,,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2017,Female,,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2013,Female,,No accounts (excluding POCAs),Percentage (%),Units,Undefined,7.0
2014,Female,,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2015,Female,,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2016,Female,,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2017,Female,,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2013,Female,,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,94.0
2014,Female,,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,94.0
2015,Female,,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,95.0
2016,Female,,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,95.0
2017,Female,,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,94.0
2013,Female,,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2014,Female,,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2015,Female,,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2016,Female,,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2017,Female,,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2013,Female,16 to 24,Current account,Percentage (%),Units,Undefined,85.0
2014,Female,16 to 24,Current account,Percentage (%),Units,Undefined,87.0
2015,Female,16 to 24,Current account,Percentage (%),Units,Undefined,87.0
2016,Female,16 to 24,Current account,Percentage (%),Units,Undefined,87.0
2017,Female,16 to 24,Current account,Percentage (%),Units,Undefined,84.0
2013,Female,16 to 24,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2014,Female,16 to 24,NS&I Savings Account,Percentage (%),Units,Undefined,1.0
2015,Female,16 to 24,NS&I Savings Account,Percentage (%),Units,Undefined,1.0
2016,Female,16 to 24,NS&I Savings Account,Percentage (%),Units,Undefined,1.0
2017,Female,16 to 24,NS&I Savings Account,Percentage (%),Units,Undefined,1.0
2013,Female,16 to 24,Basic Bank account,Percentage (%),Units,Undefined,5.0
2014,Female,16 to 24,Basic Bank account,Percentage (%),Units,Undefined,6.0
2015,Female,16 to 24,Basic Bank account,Percentage (%),Units,Undefined,5.0
2016,Female,16 to 24,Basic Bank account,Percentage (%),Units,Undefined,4.0
2017,Female,16 to 24,Basic Bank account,Percentage (%),Units,Undefined,5.0
2013,Female,16 to 24,Post Office Card Account (POCA),Percentage (%),Units,Undefined,1.0
2014,Female,16 to 24,Post Office Card Account (POCA),Percentage (%),Units,Undefined,1.0
2015,Female,16 to 24,Post Office Card Account (POCA),Percentage (%),Units,Undefined,1.0
2016,Female,16 to 24,Post Office Card Account (POCA),Percentage (%),Units,Undefined,1.0
2017,Female,16 to 24,Post Office Card Account (POCA),Percentage (%),Units,Undefined,1.0
2013,Female,16 to 24,ISA,Percentage (%),Units,Undefined,14.0
2014,Female,16 to 24,ISA,Percentage (%),Units,Undefined,13.0
2015,Female,16 to 24,ISA,Percentage (%),Units,Undefined,15.0
2016,Female,16 to 24,ISA,Percentage (%),Units,Undefined,13.0
2017,Female,16 to 24,ISA,Percentage (%),Units,Undefined,13.0
2013,Female,16 to 24,Other Bank / Building Society account,Percentage (%),Units,Undefined,20.0
2014,Female,16 to 24,Other Bank / Building Society account,Percentage (%),Units,Undefined,25.0
2015,Female,16 to 24,Other Bank / Building Society account,Percentage (%),Units,Undefined,25.0
2016,Female,16 to 24,Other Bank / Building Society account,Percentage (%),Units,Undefined,21.0
2017,Female,16 to 24,Other Bank / Building Society account,Percentage (%),Units,Undefined,22.0
2013,Female,16 to 24,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,1.0
2014,Female,16 to 24,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,1.0
2015,Female,16 to 24,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,2.0
2016,Female,16 to 24,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,
2017,Female,16 to 24,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,1.0
2013,Female,16 to 24,Unit trusts,Percentage (%),Units,Undefined,0.0
2014,Female,16 to 24,Unit trusts,Percentage (%),Units,Undefined,
2015,Female,16 to 24,Unit trusts,Percentage (%),Units,Undefined,0.0
2016,Female,16 to 24,Unit trusts,Percentage (%),Units,Undefined,
2017,Female,16 to 24,Unit trusts,Percentage (%),Units,Undefined,
2013,Female,16 to 24,Endowment Policy (not linked),Percentage (%),Units,Undefined,0.0
2014,Female,16 to 24,Endowment Policy (not linked),Percentage (%),Units,Undefined,0.0
2015,Female,16 to 24,Endowment Policy (not linked),Percentage (%),Units,Undefined,0.0
2016,Female,16 to 24,Endowment Policy (not linked),Percentage (%),Units,Undefined,0.0
2017,Female,16 to 24,Endowment Policy (not linked),Percentage (%),Units,Undefined,0.0
2013,Female,16 to 24,Premium Bonds,Percentage (%),Units,Undefined,3.0
2014,Female,16 to 24,Premium Bonds,Percentage (%),Units,Undefined,3.0
2015,Female,16 to 24,Premium Bonds,Percentage (%),Units,Undefined,4.0
2016,Female,16 to 24,Premium Bonds,Percentage (%),Units,Undefined,4.0
2017,Female,16 to 24,Premium Bonds,Percentage (%),Units,Undefined,2.0
2013,Female,16 to 24,National Savings Bonds,Percentage (%),Units,Undefined,1.0
2014,Female,16 to 24,National Savings Bonds,Percentage (%),Units,Undefined,
2015,Female,16 to 24,National Savings Bonds,Percentage (%),Units,Undefined,
2016,Female,16 to 24,National Savings Bonds,Percentage (%),Units,Undefined,
2017,Female,16 to 24,National Savings Bonds,Percentage (%),Units,Undefined,
2013,Female,16 to 24,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,1.0
2014,Female,16 to 24,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,1.0
2015,Female,16 to 24,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,1.0
2016,Female,16 to 24,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,
2017,Female,16 to 24,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,
2013,Female,16 to 24,Credit Unions,Percentage (%),Units,Undefined,1.0
2014,Female,16 to 24,Credit Unions,Percentage (%),Units,Undefined,1.0
2015,Female,16 to 24,Credit Unions,Percentage (%),Units,Undefined,
2016,Female,16 to 24,Credit Unions,Percentage (%),Units,Undefined,
2017,Female,16 to 24,Credit Unions,Percentage (%),Units,Undefined,1.0
2013,Female,16 to 24,Any other type of asset,Percentage (%),Units,Undefined,
2014,Female,16 to 24,Any other type of asset,Percentage (%),Units,Undefined,
2015,Female,16 to 24,Any other type of asset,Percentage (%),Units,Undefined,
2016,Female,16 to 24,Any other type of asset,Percentage (%),Units,Undefined,0.0
2017,Female,16 to 24,Any other type of asset,Percentage (%),Units,Undefined,
2013,Female,16 to 24,Any type of account (including POCAs),Percentage (%),Units,Undefined,90.0
2014,Female,16 to 24,Any type of account (including POCAs),Percentage (%),Units,Undefined,93.0
2015,Female,16 to 24,Any type of account (including POCAs),Percentage (%),Units,Undefined,91.0
