Year,Sex,Age,Country,Region,GeoCode,Value
2016,Male,75 to 79,,,,10.4
2016,Male,80 to 84,,,,14.7
2016,Male,85 and over,,,,18.55
2016,Female,15 to 19,,,,2.9
2016,Female,20 to 24,,,,5.7
2016,Female,25 to 29,,,,4.2
2016,Female,30 to 34,,,,5.0
2016,Female,35 to 39,,,,4.7
2016,Female,40 to 44,,,,6.7
2016,Female,45 to 49,,,,6.9
2016,Female,50 to 54,,,,8.3
2016,Female,55 to 59,,,,6.6
2016,Female,60 to 64,,,,5.5
2016,Female,65 to 69,,,,4.2
2016,Female,70 to 74,,,,3.9
2016,Female,75 to 79,,,,2.7
2016,Female,80 to 84,,,,3.2
2016,Female,85 and over,,,,4.85
2016,,,Northern Ireland,,N92000002,18.1
2016,Male,,Northern Ireland,,N92000002,27.3
2016,Female,,Northern Ireland,,N92000002,9.2
2016,Female,,Northern Ireland,,N92000002,9.2
2017,Male,,,,,15.5
2017,Female,,,,,4.9
2017,,Under 15,,,,0.4
2017,,15 to 19,,,,5.6
2017,,20 to 24,,,,8.7
2017,,25 to 29,,,,10.6
2017,,30 to 34,,,,11.6
2017,,35 to 39,,,,12.2
2017,,40 to 44,,,,14.4
2017,,45 to 49,,,,15.6
2017,,50 to 54,,,,14.1
2017,,55 to 59,,,,11.9
2017,,60 to 64,,,,9.6
2017,,65 to 69,,,,8.0
2017,,70 to 74,,,,6.8
2017,,75 to 79,,,,7.9
2017,,80 to 84,,,,6.1
2017,Male,Under 15,,,,0.4
2017,Male,15 to 19,,,,7.6
2017,Male,20 to 24,,,,12.9
2017,Male,25 to 29,,,,17.0
2017,Male,30 to 34,,,,17.7
2017,Male,35 to 39,,,,19.0
2017,Male,40 to 44,,,,22.7
2017,Male,45 to 49,,,,24.8
2017,Male,50 to 54,,,,21.6
2017,Male,55 to 59,,,,18.8
2017,Male,60 to 64,,,,14.2
2017,Male,65 to 69,,,,11.6
2017,Male,70 to 74,,,,9.8
2017,Male,75 to 79,,,,11.4
2017,Male,80 to 84,,,,9.1
2017,Female,Under 15,,,,0.4
2017,Female,15 to 19,,,,3.5
2017,Female,20 to 24,,,,4.3
2017,Female,25 to 29,,,,4.2
2017,Female,30 to 34,,,,5.7
2017,Female,35 to 39,,,,5.6
2017,Female,40 to 44,,,,6.3
2017,Female,45 to 49,,,,6.6
2017,Female,50 to 54,,,,6.8
2017,Female,55 to 59,,,,5.3
2017,Female,60 to 64,,,,5.2
2017,Female,65 to 69,,,,4.2
2017,Female,70 to 74,,,,4.0
2017,Female,75 to 79,,,,4.9
2017,Female,80 to 84,,,,3.8
2017,,,England,,,9.2
2017,Male,,England,,,14.0
2017,Female,,England,,,4.6
2017,,,England,North East,,10.8
2017,,,England,North West,,10.1
2017,,,England,Yorkshire and The Humber,,9.9
2017,,,England,East Midlands,,8.1
2017,,,England,West Midlands,,9.9
2017,,,England,East of England,,8.7
2017,,,England,London,,7.7
2017,,,England,South East,,9.1
2017,,,England,South West,,10.5
2017,Male,,England,North East,,17.8
2017,Male,,England,North West,,15.6
2017,Male,,England,Yorkshire and The Humber,,15.3
2017,Male,,England,East Midlands,,12.4
2017,Male,,England,West Midlands,,15.4
2017,Male,,England,East of England,,13.2
2017,Male,,England,London,,11.6
2017,Male,,England,South East,,13.6
2017,Male,,England,South West,,15.7
2017,Female,,England,North East,,4.1
2017,Female,,England,North West,,4.8
2017,Female,,England,Yorkshire and The Humber,,4.6
2017,Female,,England,East Midlands,,4.1
2017,Female,,England,West Midlands,,4.6
2017,Female,,England,East of England,,4.5
2017,Female,,England,London,,4.0
2017,Female,,England,South East,,4.8
2017,Female,,England,South West,,5.6
2017,,Under 15,England,,,0.3
2017,,15 to 19,England,,,5.0
2017,,20 to 24,England,,,7.4
2017,,25 to 29,England,,,9.1
2017,,30 to 34,England,,,10.3
2017,,35 to 39,England,,,10.8
2017,,40 to 44,England,,,12.8
2017,,45 to 49,England,,,14.3
2017,,50 to 54,England,,,12.8
2017,,55 to 59,England,,,11.2
2017,,60 to 64,England,,,8.7
2017,,65 to 69,England,,,7.9
2017,,70 to 74,England,,,6.7
2017,,75 to 79,England,,,7.6
2017,,80 to 84,England,,,6.6
2017,,85 to 89,England,,,9.7
2017,,90 and over,England,,,8.7
2017,Male,Under 15,England,,,0.3
2017,Male,15 to 19,England,,,6.5
2017,Male,20 to 24,England,,,11.0
2017,Male,25 to 29,England,,,14.1
2017,Male,30 to 34,England,,,15.6
2017,Male,35 to 39,England,,,16.8
2017,Male,40 to 44,England,,,19.8
2017,Male,45 to 49,England,,,22.4
2017,Male,50 to 54,England,,,19.7
2017,Male,55 to 59,England,,,17.2
2017,Male,60 to 64,England,,,13.3
2017,Male,65 to 69,England,,,11.7
2017,Male,70 to 74,England,,,9.7
2017,Male,75 to 79,England,,,10.5
2017,Male,80 to 84,England,,,9.9
2017,Male,85 to 89,England,,,18.2
2017,Male,90 and over,England,,,15.0
2017,Female,Under 15,England,,,0.3
2017,Female,15 to 19,England,,,3.4
2017,Female,20 to 24,England,,,3.6
2017,Female,25 to 29,England,,,4.0
2017,Female,30 to 34,England,,,5.0
2017,Female,35 to 39,England,,,4.8
2017,Female,40 to 44,England,,,5.8
2017,Female,45 to 49,England,,,6.3
2017,Female,50 to 54,England,,,6.2
2017,Female,55 to 59,England,,,5.2
2017,Female,60 to 64,England,,,4.4
2017,Female,65 to 69,England,,,4.4
2017,Female,70 to 74,England,,,4.0
2017,Female,75 to 79,England,,,5.0
2017,Female,80 to 84,England,,,4.0
2017,Female,85 to 89,England,,,4.2
2017,Female,90 and over,England,,,5.8
2017,,,Wales,,,13.2
2017,Male,,Wales,,,20.9
2017,Female,,Wales,,,5.8
2017,,Under 15,Wales,,,0.0
2017,,15 to 19,Wales,,,11.2
2017,,20 to 24,Wales,,,11.5
2017,,25 to 29,Wales,,,18.6
2017,,30 to 34,Wales,,,16.7
2017,,35 to 39,Wales,,,12.8
2017,,40 to 44,Wales,,,20.7
2017,,45 to 49,Wales,,,21.9
2017,,50 to 54,Wales,,,15.8
2017,,55 to 59,Wales,,,14.0
2017,,60 to 64,Wales,,,15.5
2017,,65 to 69,Wales,,,8.5
2017,,70 to 74,Wales,,,5.4
2017,,75 to 79,Wales,,,11.0
2017,,80 to 84,Wales,,,0.0
2017,,85 to 89,Wales,,,13.5
2017,,90 and over,Wales,,,10.1
2017,Male,Under 15,Wales,,,0.0
2017,Male,15 to 19,Wales,,,16.3
2017,Male,20 to 24,Wales,,,15.6
2017,Male,25 to 29,Wales,,,32.7
2017,Male,30 to 34,Wales,,,24.9
2017,Male,35 to 39,Wales,,,19.2
2017,Male,40 to 44,Wales,,,37.4
2017,Male,45 to 49,Wales,,,36.0
2017,Male,50 to 54,Wales,,,24.0
2017,Male,55 to 59,Wales,,,26.6
2017,Male,60 to 64,Wales,,,18.7
2017,Male,65 to 69,Wales,,,10.8
2017,Male,70 to 74,Wales,,,7.4
2017,Male,75 to 79,Wales,,,18.1
2017,Male,80 to 84,Wales,,,2.6
2017,Male,85 to 89,Wales,,,19.7
2017,Male,90 and over,Wales,,,22.3
2017,Female,Under 15,Wales,,,0.0
2017,Female,15 to 19,Wales,,,5.8
2017,Female,20 to 24,Wales,,,7.1
2017,Female,25 to 29,Wales,,,4.0
2017,Female,30 to 34,Wales,,,8.6
2017,Female,35 to 39,Wales,,,6.6
2017,Female,40 to 44,Wales,,,4.5
2017,Female,45 to 49,Wales,,,8.4
2017,Female,50 to 54,Wales,,,7.9
2017,Female,55 to 59,Wales,,,1.9
2017,Female,60 to 64,Wales,,,12.5
2017,Female,65 to 69,Wales,,,6.2
2017,Female,70 to 74,Wales,,,3.5
2017,Female,75 to 79,Wales,,,4.7
2017,Female,80 to 84,Wales,,,0.0
2017,Female,85 to 89,Wales,,,9.5
2017,Female,90 and over,Wales,,,0.0
