Year,Series,Country,Sex,Cause of death,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2001,Number of deaths from exposure to forces of nature,England,Male,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2002,Number of deaths from exposure to forces of nature,England,Male,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2003,Number of deaths from exposure to forces of nature,England,Male,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2004,Number of deaths from exposure to forces of nature,England,Male,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2005,Number of deaths from exposure to forces of nature,England,Male,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2006,Number of deaths from exposure to forces of nature,England,Male,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2007,Number of deaths from exposure to forces of nature,England,Male,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2008,Number of deaths from exposure to forces of nature,England,Male,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2009,Number of deaths from exposure to forces of nature,England,Male,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2010,Number of deaths from exposure to forces of nature,England,Male,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2011,Number of deaths from exposure to forces of nature,England,Male,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2012,Number of deaths from exposure to forces of nature,England,Male,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2013,Number of deaths from exposure to forces of nature,England,Male,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2014,Number of deaths from exposure to forces of nature,England,Male,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2015,Number of deaths from exposure to forces of nature,England,Male,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2016,Number of deaths from exposure to forces of nature,England,Male,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2017,Number of deaths from exposure to forces of nature,England,Male,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2018,Number of deaths from exposure to forces of nature,England,Male,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2019,Number of deaths from exposure to forces of nature,England,Male,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2020,Number of deaths from exposure to forces of nature,England,Male,Exposure to sunlight,Normal value,,Number,E92000001,1.0
2001,Number of deaths from exposure to forces of nature,Wales,Male,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2002,Number of deaths from exposure to forces of nature,Wales,Male,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2003,Number of deaths from exposure to forces of nature,Wales,Male,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2004,Number of deaths from exposure to forces of nature,Wales,Male,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2005,Number of deaths from exposure to forces of nature,Wales,Male,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2006,Number of deaths from exposure to forces of nature,Wales,Male,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2007,Number of deaths from exposure to forces of nature,Wales,Male,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2008,Number of deaths from exposure to forces of nature,Wales,Male,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2009,Number of deaths from exposure to forces of nature,Wales,Male,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2010,Number of deaths from exposure to forces of nature,Wales,Male,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2011,Number of deaths from exposure to forces of nature,Wales,Male,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2012,Number of deaths from exposure to forces of nature,Wales,Male,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2013,Number of deaths from exposure to forces of nature,Wales,Male,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2014,Number of deaths from exposure to forces of nature,Wales,Male,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2015,Number of deaths from exposure to forces of nature,Wales,Male,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2016,Number of deaths from exposure to forces of nature,Wales,Male,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2017,Number of deaths from exposure to forces of nature,Wales,Male,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2018,Number of deaths from exposure to forces of nature,Wales,Male,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2019,Number of deaths from exposure to forces of nature,Wales,Male,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2020,Number of deaths from exposure to forces of nature,Wales,Male,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2001,Number of deaths from exposure to forces of nature,,,Exposure to sunlight,Normal value,,Number,,0.0
2002,Number of deaths from exposure to forces of nature,,,Exposure to sunlight,Normal value,,Number,,0.0
2003,Number of deaths from exposure to forces of nature,,,Exposure to sunlight,Normal value,,Number,,0.0
2004,Number of deaths from exposure to forces of nature,,,Exposure to sunlight,Normal value,,Number,,0.0
2005,Number of deaths from exposure to forces of nature,,,Exposure to sunlight,Normal value,,Number,,0.0
2006,Number of deaths from exposure to forces of nature,,,Exposure to sunlight,Normal value,,Number,,1.0
2007,Number of deaths from exposure to forces of nature,,,Exposure to sunlight,Normal value,,Number,,0.0
2008,Number of deaths from exposure to forces of nature,,,Exposure to sunlight,Normal value,,Number,,0.0
2009,Number of deaths from exposure to forces of nature,,,Exposure to sunlight,Normal value,,Number,,0.0
2010,Number of deaths from exposure to forces of nature,,,Exposure to sunlight,Normal value,,Number,,0.0
2011,Number of deaths from exposure to forces of nature,,,Exposure to sunlight,Normal value,,Number,,0.0
2012,Number of deaths from exposure to forces of nature,,,Exposure to sunlight,Normal value,,Number,,0.0
2013,Number of deaths from exposure to forces of nature,,,Exposure to sunlight,Normal value,,Number,,0.0
2014,Number of deaths from exposure to forces of nature,,,Exposure to sunlight,Normal value,,Number,,0.0
2015,Number of deaths from exposure to forces of nature,,,Exposure to sunlight,Normal value,,Number,,0.0
2016,Number of deaths from exposure to forces of nature,,,Exposure to sunlight,Normal value,,Number,,0.0
2017,Number of deaths from exposure to forces of nature,,,Exposure to sunlight,Normal value,,Number,,0.0
2018,Number of deaths from exposure to forces of nature,,,Exposure to sunlight,Normal value,,Number,,0.0
2019,Number of deaths from exposure to forces of nature,,,Exposure to sunlight,Normal value,,Number,,0.0
2020,Number of deaths from exposure to forces of nature,,,Exposure to sunlight,Normal value,,Number,,1.0
2001,Number of deaths from exposure to forces of nature,England,,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2002,Number of deaths from exposure to forces of nature,England,,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2003,Number of deaths from exposure to forces of nature,England,,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2004,Number of deaths from exposure to forces of nature,England,,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2005,Number of deaths from exposure to forces of nature,England,,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2006,Number of deaths from exposure to forces of nature,England,,Exposure to sunlight,Normal value,,Number,E92000001,1.0
2007,Number of deaths from exposure to forces of nature,England,,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2008,Number of deaths from exposure to forces of nature,England,,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2009,Number of deaths from exposure to forces of nature,England,,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2010,Number of deaths from exposure to forces of nature,England,,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2011,Number of deaths from exposure to forces of nature,England,,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2012,Number of deaths from exposure to forces of nature,England,,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2013,Number of deaths from exposure to forces of nature,England,,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2014,Number of deaths from exposure to forces of nature,England,,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2015,Number of deaths from exposure to forces of nature,England,,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2016,Number of deaths from exposure to forces of nature,England,,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2017,Number of deaths from exposure to forces of nature,England,,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2018,Number of deaths from exposure to forces of nature,England,,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2019,Number of deaths from exposure to forces of nature,England,,Exposure to sunlight,Normal value,,Number,E92000001,0.0
2020,Number of deaths from exposure to forces of nature,England,,Exposure to sunlight,Normal value,,Number,E92000001,1.0
2001,Number of deaths from exposure to forces of nature,Wales,,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2002,Number of deaths from exposure to forces of nature,Wales,,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2003,Number of deaths from exposure to forces of nature,Wales,,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2004,Number of deaths from exposure to forces of nature,Wales,,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2005,Number of deaths from exposure to forces of nature,Wales,,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2006,Number of deaths from exposure to forces of nature,Wales,,Exposure to sunlight,Normal value,,Number,W92000004,0.0
2007,Number of deaths from exposure to forces of nature,Wales,,Exposure to sunlight,Normal value,,Number,W92000004,0.0
