Year,Banking service,Country,Region,County,Local Authority,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2013,Commerical bank branches and building societies,,,,Luton,Undefined,Units,"Number per 100,000 adults",E06000032,12.1
2014,Commerical bank branches and building societies,,,,Luton,Undefined,Units,"Number per 100,000 adults",E06000032,11.9
2015,Commerical bank branches and building societies,,,,Luton,Undefined,Units,"Number per 100,000 adults",E06000032,11.7
2016,Commerical bank branches and building societies,,,,Luton,Undefined,Units,"Number per 100,000 adults",E06000032,11.6
2017,Commerical bank branches and building societies,,,,Luton,Undefined,Units,"Number per 100,000 adults",E06000032,9.3
2010,Commerical bank branches and building societies,,,,Peterborough,Undefined,Units,"Number per 100,000 adults",E06000031,24.8
2011,Commerical bank branches and building societies,,,,Peterborough,Undefined,Units,"Number per 100,000 adults",E06000031,27.1
2012,Commerical bank branches and building societies,,,,Peterborough,Undefined,Units,"Number per 100,000 adults",E06000031,21.4
2013,Commerical bank branches and building societies,,,,Peterborough,Undefined,Units,"Number per 100,000 adults",E06000031,18.6
2014,Commerical bank branches and building societies,,,,Peterborough,Undefined,Units,"Number per 100,000 adults",E06000031,15.7
2015,Commerical bank branches and building societies,,,,Peterborough,Undefined,Units,"Number per 100,000 adults",E06000031,12.9
2016,Commerical bank branches and building societies,,,,Peterborough,Undefined,Units,"Number per 100,000 adults",E06000031,12.7
2017,Commerical bank branches and building societies,,,,Peterborough,Undefined,Units,"Number per 100,000 adults",E06000031,12.6
2010,Commerical bank branches and building societies,,,,Southend-on-Sea,Undefined,Units,"Number per 100,000 adults",E06000033,34.9
2011,Commerical bank branches and building societies,,,,Southend-on-Sea,Undefined,Units,"Number per 100,000 adults",E06000033,31.6
2012,Commerical bank branches and building societies,,,,Southend-on-Sea,Undefined,Units,"Number per 100,000 adults",E06000033,22.8
2013,Commerical bank branches and building societies,,,,Southend-on-Sea,Undefined,Units,"Number per 100,000 adults",E06000033,17.0
2014,Commerical bank branches and building societies,,,,Southend-on-Sea,Undefined,Units,"Number per 100,000 adults",E06000033,14.0
2015,Commerical bank branches and building societies,,,,Southend-on-Sea,Undefined,Units,"Number per 100,000 adults",E06000033,16.7
2016,Commerical bank branches and building societies,,,,Southend-on-Sea,Undefined,Units,"Number per 100,000 adults",E06000033,16.6
2017,Commerical bank branches and building societies,,,,Southend-on-Sea,Undefined,Units,"Number per 100,000 adults",E06000033,13.8
2010,Commerical bank branches and building societies,,,,Thurrock,Undefined,Units,"Number per 100,000 adults",E06000034,16.0
2011,Commerical bank branches and building societies,,,,Thurrock,Undefined,Units,"Number per 100,000 adults",E06000034,15.8
2012,Commerical bank branches and building societies,,,,Thurrock,Undefined,Units,"Number per 100,000 adults",E06000034,15.6
2013,Commerical bank branches and building societies,,,,Thurrock,Undefined,Units,"Number per 100,000 adults",E06000034,9.3
2014,Commerical bank branches and building societies,,,,Thurrock,Undefined,Units,"Number per 100,000 adults",E06000034,9.2
2015,Commerical bank branches and building societies,,,,Thurrock,Undefined,Units,"Number per 100,000 adults",E06000034,9.0
2016,Commerical bank branches and building societies,,,,Thurrock,Undefined,Units,"Number per 100,000 adults",E06000034,8.9
2017,Commerical bank branches and building societies,,,,Thurrock,Undefined,Units,"Number per 100,000 adults",E06000034,8.8
2010,Commerical bank branches and building societies,,,Cambridgeshire,,Undefined,Units,"Number per 100,000 adults",E10000003,22.8
2011,Commerical bank branches and building societies,,,Cambridgeshire,,Undefined,Units,"Number per 100,000 adults",E10000003,23.3
2012,Commerical bank branches and building societies,,,Cambridgeshire,,Undefined,Units,"Number per 100,000 adults",E10000003,20.8
2013,Commerical bank branches and building societies,,,Cambridgeshire,,Undefined,Units,"Number per 100,000 adults",E10000003,20.7
2014,Commerical bank branches and building societies,,,Cambridgeshire,,Undefined,Units,"Number per 100,000 adults",E10000003,19.7
2015,Commerical bank branches and building societies,,,Cambridgeshire,,Undefined,Units,"Number per 100,000 adults",E10000003,19.5
2016,Commerical bank branches and building societies,,,Cambridgeshire,,Undefined,Units,"Number per 100,000 adults",E10000003,19.4
2017,Commerical bank branches and building societies,,,Cambridgeshire,,Undefined,Units,"Number per 100,000 adults",E10000003,18.5
2010,Commerical bank branches and building societies,,,Essex,,Undefined,Units,"Number per 100,000 adults",E10000012,19.8
2011,Commerical bank branches and building societies,,,Essex,,Undefined,Units,"Number per 100,000 adults",E10000012,19.7
2012,Commerical bank branches and building societies,,,Essex,,Undefined,Units,"Number per 100,000 adults",E10000012,18.1
2013,Commerical bank branches and building societies,,,Essex,,Undefined,Units,"Number per 100,000 adults",E10000012,17.3
2014,Commerical bank branches and building societies,,,Essex,,Undefined,Units,"Number per 100,000 adults",E10000012,16.7
2015,Commerical bank branches and building societies,,,Essex,,Undefined,Units,"Number per 100,000 adults",E10000012,16.3
2016,Commerical bank branches and building societies,,,Essex,,Undefined,Units,"Number per 100,000 adults",E10000012,15.4
2017,Commerical bank branches and building societies,,,Essex,,Undefined,Units,"Number per 100,000 adults",E10000012,14.3
2010,Commerical bank branches and building societies,,,Hertfordshire,,Undefined,Units,"Number per 100,000 adults",E10000015,24.4
2011,Commerical bank branches and building societies,,,Hertfordshire,,Undefined,Units,"Number per 100,000 adults",E10000015,22.8
2012,Commerical bank branches and building societies,,,Hertfordshire,,Undefined,Units,"Number per 100,000 adults",E10000015,21.3
2013,Commerical bank branches and building societies,,,Hertfordshire,,Undefined,Units,"Number per 100,000 adults",E10000015,20.2
2014,Commerical bank branches and building societies,,,Hertfordshire,,Undefined,Units,"Number per 100,000 adults",E10000015,19.5
2015,Commerical bank branches and building societies,,,Hertfordshire,,Undefined,Units,"Number per 100,000 adults",E10000015,18.4
2016,Commerical bank branches and building societies,,,Hertfordshire,,Undefined,Units,"Number per 100,000 adults",E10000015,18.7
2017,Commerical bank branches and building societies,,,Hertfordshire,,Undefined,Units,"Number per 100,000 adults",E10000015,17.4
2010,Commerical bank branches and building societies,,,Norfolk,,Undefined,Units,"Number per 100,000 adults",E10000020,23.4
2011,Commerical bank branches and building societies,,,Norfolk,,Undefined,Units,"Number per 100,000 adults",E10000020,22.1
2012,Commerical bank branches and building societies,,,Norfolk,,Undefined,Units,"Number per 100,000 adults",E10000020,20.8
2013,Commerical bank branches and building societies,,,Norfolk,,Undefined,Units,"Number per 100,000 adults",E10000020,19.5
2014,Commerical bank branches and building societies,,,Norfolk,,Undefined,Units,"Number per 100,000 adults",E10000020,18.8
2015,Commerical bank branches and building societies,,,Norfolk,,Undefined,Units,"Number per 100,000 adults",E10000020,19.2
2016,Commerical bank branches and building societies,,,Norfolk,,Undefined,Units,"Number per 100,000 adults",E10000020,18.5
2017,Commerical bank branches and building societies,,,Norfolk,,Undefined,Units,"Number per 100,000 adults",E10000020,17.3
2010,Commerical bank branches and building societies,,,Suffolk,,Undefined,Units,"Number per 100,000 adults",E10000029,23.5
2011,Commerical bank branches and building societies,,,Suffolk,,Undefined,Units,"Number per 100,000 adults",E10000029,22.6
2012,Commerical bank branches and building societies,,,Suffolk,,Undefined,Units,"Number per 100,000 adults",E10000029,19.8
2013,Commerical bank branches and building societies,,,Suffolk,,Undefined,Units,"Number per 100,000 adults",E10000029,19.7
2014,Commerical bank branches and building societies,,,Suffolk,,Undefined,Units,"Number per 100,000 adults",E10000029,19.5
2015,Commerical bank branches and building societies,,,Suffolk,,Undefined,Units,"Number per 100,000 adults",E10000029,18.7
2016,Commerical bank branches and building societies,,,Suffolk,,Undefined,Units,"Number per 100,000 adults",E10000029,18.6
2017,Commerical bank branches and building societies,,,Suffolk,,Undefined,Units,"Number per 100,000 adults",E10000029,16.5
2010,Commerical bank branches and building societies,,,,Camden,Undefined,Units,"Number per 100,000 adults",E09000007,69.9
2011,Commerical bank branches and building societies,,,,Camden,Undefined,Units,"Number per 100,000 adults",E09000007,77.2
2012,Commerical bank branches and building societies,,,,Camden,Undefined,Units,"Number per 100,000 adults",E09000007,42.3
2013,Commerical bank branches and building societies,,,,Camden,Undefined,Units,"Number per 100,000 adults",E09000007,39.0
2014,Commerical bank branches and building societies,,,,Camden,Undefined,Units,"Number per 100,000 adults",E09000007,36.0
2015,Commerical bank branches and building societies,,,,Camden,Undefined,Units,"Number per 100,000 adults",E09000007,34.9
2016,Commerical bank branches and building societies,,,,Camden,Undefined,Units,"Number per 100,000 adults",E09000007,36.1
2017,Commerical bank branches and building societies,,,,Camden,Undefined,Units,"Number per 100,000 adults",E09000007,33.5
2010,Commerical bank branches and building societies,,,,City of London,Undefined,Units,"Number per 100,000 adults",E09000001,8994.3
2011,Commerical bank branches and building societies,,,,City of London,Undefined,Units,"Number per 100,000 adults",E09000001,9781.4
2012,Commerical bank branches and building societies,,,,City of London,Undefined,Units,"Number per 100,000 adults",E09000001,4915.3
2013,Commerical bank branches and building societies,,,,City of London,Undefined,Units,"Number per 100,000 adults",E09000001,4974.3
2014,Commerical bank branches and building societies,,,,City of London,Undefined,Units,"Number per 100,000 adults",E09000001,4479.6
2015,Commerical bank branches and building societies,,,,City of London,Undefined,Units,"Number per 100,000 adults",E09000001,4112.5
2016,Commerical bank branches and building societies,,,,City of London,Undefined,Units,"Number per 100,000 adults",E09000001,3519.2
2017,Commerical bank branches and building societies,,,,City of London,Undefined,Units,"Number per 100,000 adults",E09000001,3396.9
2010,Commerical bank branches and building societies,,,,Hackney,Undefined,Units,"Number per 100,000 adults",E09000012,14.5
2011,Commerical bank branches and building societies,,,,Hackney,Undefined,Units,"Number per 100,000 adults",E09000012,14.2
2012,Commerical bank branches and building societies,,,,Hackney,Undefined,Units,"Number per 100,000 adults",E09000012,15.9
2013,Commerical bank branches and building societies,,,,Hackney,Undefined,Units,"Number per 100,000 adults",E09000012,15.5
2014,Commerical bank branches and building societies,,,,Hackney,Undefined,Units,"Number per 100,000 adults",E09000012,11.4
2015,Commerical bank branches and building societies,,,,Hackney,Undefined,Units,"Number per 100,000 adults",E09000012,11.2
2016,Commerical bank branches and building societies,,,,Hackney,Undefined,Units,"Number per 100,000 adults",E09000012,9.1
2017,Commerical bank branches and building societies,,,,Hackney,Undefined,Units,"Number per 100,000 adults",E09000012,9.1
2010,Commerical bank branches and building societies,,,,Hammersmith and Fulham,Undefined,Units,"Number per 100,000 adults",E09000013,22.1
2011,Commerical bank branches and building societies,,,,Hammersmith and Fulham,Undefined,Units,"Number per 100,000 adults",E09000013,19.2
2012,Commerical bank branches and building societies,,,,Hammersmith and Fulham,Undefined,Units,"Number per 100,000 adults",E09000013,22.0
2013,Commerical bank branches and building societies,,,,Hammersmith and Fulham,Undefined,Units,"Number per 100,000 adults",E09000013,22.0
2014,Commerical bank branches and building societies,,,,Hammersmith and Fulham,Undefined,Units,"Number per 100,000 adults",E09000013,19.3
2015,Commerical bank branches and building societies,,,,Hammersmith and Fulham,Undefined,Units,"Number per 100,000 adults",E09000013,16.5
