Year,Units,Urbanisation,Urbanisation sub-category,Household composition,Age of oldest person,Age of youngest person,Income group,Living in poverty,Economic activity,Disability status,Ethnicity of household reference person (HRP),Length of residence,Sub-national area,Decent homes criteria,Unit measure,Observation status,Unit multiplier,Value
2014,Household (%),,,,,,,,,,,10-19 years,,,Percentage (%),Undefined,Units,17.8902653443
2014,Household (%),,,,,,,,,,,20-29 years,,,Percentage (%),Undefined,Units,20.9085554519
2014,Household (%),,,,,,,,,,,30 or more years,,,Percentage (%),Undefined,Units,25.1007841159
2015,Household (%),,,Couple under 60,,,,,,,,,,,Percentage (%),Undefined,Units,18.701689646400002
2015,Household (%),,,Couple 60 or over,,,,,,,,,,,Percentage (%),Undefined,Units,17.3194934515
2015,Household (%),,,Couple with children,,,,,,,,,,,Percentage (%),Undefined,Units,18.3419988151
2015,Household (%),,,Lone parent,,,,,,,,,,,Percentage (%),Undefined,Units,20.3067580497
2015,Household (%),,,Multi-person household,,,,,,,,,,,Percentage (%),Undefined,Units,20.6593760218
2015,Household (%),,,One person under 60,,,,,,,,,,,Percentage (%),Undefined,Units,20.908231832200002
2015,Household (%),,,One person 60 or over,,,,,,,,,,,Percentage (%),Undefined,Units,20.2095323601
2015,Household (%),,,,59 and under,,,,,,,,,,Percentage (%),Undefined,Units,19.256321521900002
2015,Household (%),,,,60 and over,,,,,,,,,,Percentage (%),Undefined,Units,18.954752942
2015,Household (%),,,,75 and over,,,,,,,,,,Percentage (%),Undefined,Units,20.1784367925
2015,Household (%),,,,,4 and under,,,,,,,,,Percentage (%),Undefined,Units,18.8121332551
2015,Household (%),,,,,15 and under,,,,,,,,,Percentage (%),Undefined,Units,18.4353456615
2015,Household (%),,,,,16 and over,,,,,,,,,Percentage (%),Undefined,Units,19.3991746118
2015,Household (%),,,,,,1st quintile (lowest),,,,,,,,Percentage (%),Undefined,Units,23.343211673200003
2015,Household (%),,,,,,2nd quintile,,,,,,,,Percentage (%),Undefined,Units,19.2883041431
2015,Household (%),,,,,,3rd quintile,,,,,,,,Percentage (%),Undefined,Units,20.9408495303
2015,Household (%),,,,,,4th quintile,,,,,,,,Percentage (%),Undefined,Units,17.4795651228
2015,Household (%),,,,,,5th quintile (highest),,,,,,,,Percentage (%),Undefined,Units,15.1711767831
2015,Household (%),,,,,,,In poverty,,,,,,,Percentage (%),Undefined,Units,23.883018997199997
2015,Household (%),,,,,,,Not in poverty,,,,,,,Percentage (%),Undefined,Units,18.363517573699998
2015,Household (%),,,,,,,,Workless household,,,,,,Percentage (%),Undefined,Units,23.999879936
2015,Household (%),,,,,,,,Working household,,,,,,Percentage (%),Undefined,Units,18.4443007518
2015,Household (%),,,,,,,,,Long-term illness/disability,,,,,Percentage (%),Undefined,Units,19.671971163
2015,Household (%),,,,,,,,,No long-term illness/disability,,,,,Percentage (%),Undefined,Units,18.8927671382
2015,Household (%),,,,,,,,,,White,,,,Percentage (%),Undefined,Units,18.9746365514
2015,Household (%),,,,,,,,,,Black,,,,Percentage (%),Undefined,Units,19.8093590217
2015,Household (%),,,,,,,,,,Asian,,,,Percentage (%),Undefined,Units,22.491180133
2015,Household (%),,,,,,,,,,Other,,,,Percentage (%),Undefined,Units,17.8020705574
2015,Household (%),,,,,,,,,,All minority,,,,Percentage (%),Undefined,Units,20.4780609836
2015,Household (%),,,,,,,,,,,Less than 1 year,,,Percentage (%),Undefined,Units,21.7455253054
2015,Household (%),,,,,,,,,,,1-4 years,,,Percentage (%),Undefined,Units,18.4619045644
2015,Household (%),,,,,,,,,,,5-9 years,,,Percentage (%),Undefined,Units,17.2992657874
2015,Household (%),,,,,,,,,,,10-19 years,,,Percentage (%),Undefined,Units,16.9182186136
2015,Household (%),,,,,,,,,,,20-29 years,,,Percentage (%),Undefined,Units,17.8399505694
2015,Household (%),,,,,,,,,,,30 or more years,,,Percentage (%),Undefined,Units,25.0024348091
2008,Household (%),,,Couple under 60,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,22.014505978200003
2008,Household (%),,,Couple 60 or over,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,21.1996829945
2008,Household (%),,,Couple with children,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,20.209765634
2008,Household (%),,,Lone parent,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,18.4374755277
2008,Household (%),,,Multi-person household,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,25.2690365173
2008,Household (%),,,One person under 60,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,21.5444543454
2008,Household (%),,,One person 60 or over,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,20.9809403142
2008,Household (%),,,,59 and under,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,21.2557764251
2008,Household (%),,,,60 and over,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,21.3291086617
2008,Household (%),,,,75 and over,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,21.6661400198
2008,Household (%),,,,,4 and under,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,20.5030259971
2008,Household (%),,,,,15 and under,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,20.085749544000002
2008,Household (%),,,,,16 and over,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,21.7183794763
2008,Household (%),,,,,,1st quintile (lowest),,,,,,,Minimum standard,Percentage (%),Undefined,Units,23.188953595
2008,Household (%),,,,,,2nd quintile,,,,,,,Minimum standard,Percentage (%),Undefined,Units,21.1024339151
2008,Household (%),,,,,,3rd quintile,,,,,,,Minimum standard,Percentage (%),Undefined,Units,21.2325782207
2008,Household (%),,,,,,4th quintile,,,,,,,Minimum standard,Percentage (%),Undefined,Units,18.6396977021
2008,Household (%),,,,,,5th quintile (highest),,,,,,,Minimum standard,Percentage (%),Undefined,Units,22.1855066135
2008,Household (%),,,,,,,In poverty,,,,,,Minimum standard,Percentage (%),Undefined,Units,22.875674799699997
2008,Household (%),,,,,,,Not in poverty,,,,,,Minimum standard,Percentage (%),Undefined,Units,20.9384343448
2008,Household (%),,,,,,,,Workless household,,,,,Minimum standard,Percentage (%),Undefined,Units,20.7339228905
2008,Household (%),,,,,,,,Working household,,,,,Minimum standard,Percentage (%),Undefined,Units,21.5568779508
2008,Household (%),,,,,,,,,Long-term illness/disability,,,,Minimum standard,Percentage (%),Undefined,Units,20.2589174134
2008,Household (%),,,,,,,,,No long-term illness/disability,,,,Minimum standard,Percentage (%),Undefined,Units,21.7140273181
2008,Household (%),,,,,,,,,,White,,,Minimum standard,Percentage (%),Undefined,Units,21.6028893894
2008,Household (%),,,,,,,,,,Black,,,Minimum standard,Percentage (%),Undefined,Units,13.906317637899999
2008,Household (%),,,,,,,,,,Asian,,,Minimum standard,Percentage (%),Undefined,Units,20.2053756457
2008,Household (%),,,,,,,,,,Other,,,Minimum standard,Percentage (%),Undefined,Units,19.6932552133
2008,Household (%),,,,,,,,,,All minority,,,Minimum standard,Percentage (%),Undefined,Units,18.0920763075
2008,Household (%),,,,,,,,,,,Less than 1 year,,Minimum standard,Percentage (%),Undefined,Units,21.688988966799997
2008,Household (%),,,,,,,,,,,1-4 years,,Minimum standard,Percentage (%),Undefined,Units,18.206769536099998
2008,Household (%),,,,,,,,,,,5-9 years,,Minimum standard,Percentage (%),Undefined,Units,19.895472761
2008,Household (%),,,,,,,,,,,10-19 years,,Minimum standard,Percentage (%),Undefined,Units,19.4055077688
2008,Household (%),,,,,,,,,,,20-29 years,,Minimum standard,Percentage (%),Undefined,Units,24.695840027600003
2008,Household (%),,,,,,,,,,,30 or more years,,Minimum standard,Percentage (%),Undefined,Units,28.1382667517
2009,Household (%),,,Couple under 60,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,20.395514714100003
2009,Household (%),,,Couple 60 or over,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,20.5309183095
2009,Household (%),,,Couple with children,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,18.2366190532
2009,Household (%),,,Lone parent,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,15.9764866456
2009,Household (%),,,Multi-person household,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,22.5129559971
2009,Household (%),,,One person under 60,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,21.29952534
2009,Household (%),,,One person 60 or over,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,19.852397563
2009,Household (%),,,,59 and under,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,19.4336559595
2009,Household (%),,,,60 and over,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,20.438326482
2009,Household (%),,,,75 and over,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,20.6373834089
2009,Household (%),,,,,4 and under,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,19.838035844300002
2009,Household (%),,,,,15 and under,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,18.0747312456
2009,Household (%),,,,,16 and over,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,20.4775619372
2009,Household (%),,,,,,1st quintile (lowest),,,,,,,Minimum standard,Percentage (%),Undefined,Units,21.5471101869
2009,Household (%),,,,,,2nd quintile,,,,,,,Minimum standard,Percentage (%),Undefined,Units,19.7351198851
2009,Household (%),,,,,,3rd quintile,,,,,,,Minimum standard,Percentage (%),Undefined,Units,20.9972843549
2009,Household (%),,,,,,4th quintile,,,,,,,Minimum standard,Percentage (%),Undefined,Units,17.045602619500002
2009,Household (%),,,,,,5th quintile (highest),,,,,,,Minimum standard,Percentage (%),Undefined,Units,19.5497171063
2009,Household (%),,,,,,,In poverty,,,,,,Minimum standard,Percentage (%),Undefined,Units,21.640373727100002
2009,Household (%),,,,,,,Not in poverty,,,,,,Minimum standard,Percentage (%),Undefined,Units,19.4042292083
2009,Household (%),,,,,,,,Workless household,,,,,Minimum standard,Percentage (%),Undefined,Units,17.8408047209
2009,Household (%),,,,,,,,Working household,,,,,Minimum standard,Percentage (%),Undefined,Units,20.1272727745
2009,Household (%),,,,,,,,,Long-term illness/disability,,,,Minimum standard,Percentage (%),Undefined,Units,19.7650037558
2009,Household (%),,,,,,,,,No long-term illness/disability,,,,Minimum standard,Percentage (%),Undefined,Units,19.8018435097
2009,Household (%),,,,,,,,,,White,,,Minimum standard,Percentage (%),Undefined,Units,20.183942744
2009,Household (%),,,,,,,,,,Black,,,Minimum standard,Percentage (%),Undefined,Units,11.297504896400001
2009,Household (%),,,,,,,,,,Asian,,,Minimum standard,Percentage (%),Undefined,Units,21.0396804932
2009,Household (%),,,,,,,,,,Other,,,Minimum standard,Percentage (%),Undefined,Units,13.3621483494
2009,Household (%),,,,,,,,,,All minority,,,Minimum standard,Percentage (%),Undefined,Units,15.9979853539
2009,Household (%),,,,,,,,,,,Less than 1 year,,Minimum standard,Percentage (%),Undefined,Units,22.026118661599998
2009,Household (%),,,,,,,,,,,1-4 years,,Minimum standard,Percentage (%),Undefined,Units,17.3074635161
2009,Household (%),,,,,,,,,,,5-9 years,,Minimum standard,Percentage (%),Undefined,Units,17.6836760935
2009,Household (%),,,,,,,,,,,10-19 years,,Minimum standard,Percentage (%),Undefined,Units,17.8262114807
2009,Household (%),,,,,,,,,,,20-29 years,,Minimum standard,Percentage (%),Undefined,Units,21.9645982662
2009,Household (%),,,,,,,,,,,30 or more years,,Minimum standard,Percentage (%),Undefined,Units,27.115454476300002
2010,Household (%),,,Couple under 60,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,17.887999999999998
2010,Household (%),,,Couple 60 or over,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,16.495
2010,Household (%),,,Couple with children,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,14.645
2010,Household (%),,,Lone parent,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,14.485
2010,Household (%),,,Multi-person household,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,18.066
2010,Household (%),,,One person under 60,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,18.936
2010,Household (%),,,One person 60 or over,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,16.989
2010,Household (%),,,,59 and under,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,16.385
2010,Household (%),,,,60 and over,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,17.160999999999998
2010,Household (%),,,,75 and over,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,17.442999999999998
2010,Household (%),,,,,4 and under,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,15.65
2010,Household (%),,,,,15 and under,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,14.488
2010,Household (%),,,,,16 and over,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,17.54
2010,Household (%),,,,,,1st quintile (lowest),,,,,,,Minimum standard,Percentage (%),Undefined,Units,18.038
2010,Household (%),,,,,,2nd quintile,,,,,,,Minimum standard,Percentage (%),Undefined,Units,17.315
2010,Household (%),,,,,,3rd quintile,,,,,,,Minimum standard,Percentage (%),Undefined,Units,17.084
2010,Household (%),,,,,,4th quintile,,,,,,,Minimum standard,Percentage (%),Undefined,Units,14.183
2010,Household (%),,,,,,5th quintile (highest),,,,,,,Minimum standard,Percentage (%),Undefined,Units,16.582
2010,Household (%),,,,,,,In poverty,,,,,,Minimum standard,Percentage (%),Undefined,Units,18.255
2010,Household (%),,,,,,,Not in poverty,,,,,,Minimum standard,Percentage (%),Undefined,Units,16.355
2010,Household (%),,,,,,,,Workless household,,,,,Minimum standard,Percentage (%),Undefined,Units,15.085999999999999
2010,Household (%),,,,,,,,Working household,,,,,Minimum standard,Percentage (%),Undefined,Units,17.213
2010,Household (%),,,,,,,,,Long-term illness/disability,,,,Minimum standard,Percentage (%),Undefined,Units,16.662
2010,Household (%),,,,,,,,,No long-term illness/disability,,,,Minimum standard,Percentage (%),Undefined,Units,16.680999999999997
2010,Household (%),,,,,,,,,,White,,,Minimum standard,Percentage (%),Undefined,Units,17.042
2010,Household (%),,,,,,,,,,Black,,,Minimum standard,Percentage (%),Undefined,Units,11.722000000000001
2010,Household (%),,,,,,,,,,Asian,,,Minimum standard,Percentage (%),Undefined,Units,15.609000000000002
2010,Household (%),,,,,,,,,,Other,,,Minimum standard,Percentage (%),Undefined,Units,11.161
2010,Household (%),,,,,,,,,,All minority,,,Minimum standard,Percentage (%),Undefined,Units,13.232999999999999
2010,Household (%),,,,,,,,,,,Less than 1 year,,Minimum standard,Percentage (%),Undefined,Units,16.95
2010,Household (%),,,,,,,,,,,1-4 years,,Minimum standard,Percentage (%),Undefined,Units,15.196
2010,Household (%),,,,,,,,,,,5-9 years,,Minimum standard,Percentage (%),Undefined,Units,13.606
2010,Household (%),,,,,,,,,,,10-19 years,,Minimum standard,Percentage (%),Undefined,Units,15.25
2010,Household (%),,,,,,,,,,,20-29 years,,Minimum standard,Percentage (%),Undefined,Units,19.166
2010,Household (%),,,,,,,,,,,30 or more years,,Minimum standard,Percentage (%),Undefined,Units,23.183000000000003
2011,Household (%),,,Couple under 60,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,14.805
2011,Household (%),,,Couple 60 or over,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,14.573
2011,Household (%),,,Couple with children,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,13.575
2011,Household (%),,,Lone parent,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,13.554
2011,Household (%),,,Multi-person household,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,16.419
2011,Household (%),,,One person under 60,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,15.966
2011,Household (%),,,One person 60 or over,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,13.694
2011,Household (%),,,,59 and under,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,14.477
2011,Household (%),,,,60 and over,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,14.533
2011,Household (%),,,,75 and over,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,15.276
2011,Household (%),,,,,4 and under,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,14.854000000000001
2011,Household (%),,,,,15 and under,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,13.589
2011,Household (%),,,,,16 and over,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,14.862
2011,Household (%),,,,,,1st quintile (lowest),,,,,,,Minimum standard,Percentage (%),Undefined,Units,15.636
2011,Household (%),,,,,,2nd quintile,,,,,,,Minimum standard,Percentage (%),Undefined,Units,15.514000000000001
2011,Household (%),,,,,,3rd quintile,,,,,,,Minimum standard,Percentage (%),Undefined,Units,15.065
2011,Household (%),,,,,,4th quintile,,,,,,,Minimum standard,Percentage (%),Undefined,Units,12.061
2011,Household (%),,,,,,5th quintile (highest),,,,,,,Minimum standard,Percentage (%),Undefined,Units,14.17
2011,Household (%),,,,,,,In poverty,,,,,,Minimum standard,Percentage (%),Undefined,Units,15.288
2011,Household (%),,,,,,,Not in poverty,,,,,,Minimum standard,Percentage (%),Undefined,Units,14.357999999999999
2011,Household (%),,,,,,,,Workless household,,,,,Minimum standard,Percentage (%),Undefined,Units,12.964
2011,Household (%),,,,,,,,Working household,,,,,Minimum standard,Percentage (%),Undefined,Units,15.241
2011,Household (%),,,,,,,,,Long-term illness/disability,,,,Minimum standard,Percentage (%),Undefined,Units,14.037
2011,Household (%),,,,,,,,,No long-term illness/disability,,,,Minimum standard,Percentage (%),Undefined,Units,14.693
2011,Household (%),,,,,,,,,,White,,,Minimum standard,Percentage (%),Undefined,Units,14.555
2011,Household (%),,,,,,,,,,Black,,,Minimum standard,Percentage (%),Undefined,Units,13.394
2011,Household (%),,,,,,,,,,Asian,,,Minimum standard,Percentage (%),Undefined,Units,14.698
2011,Household (%),,,,,,,,,,Other,,,Minimum standard,Percentage (%),Undefined,Units,13.623
2011,Household (%),,,,,,,,,,All minority,,,Minimum standard,Percentage (%),Undefined,Units,14.005
2011,Household (%),,,,,,,,,,,Less than 1 year,,Minimum standard,Percentage (%),Undefined,Units,14.228
2011,Household (%),,,,,,,,,,,1-4 years,,Minimum standard,Percentage (%),Undefined,Units,13.545
2011,Household (%),,,,,,,,,,,5-9 years,,Minimum standard,Percentage (%),Undefined,Units,11.584000000000001
2011,Household (%),,,,,,,,,,,10-19 years,,Minimum standard,Percentage (%),Undefined,Units,13.450999999999999
2011,Household (%),,,,,,,,,,,20-29 years,,Minimum standard,Percentage (%),Undefined,Units,16.676
2011,Household (%),,,,,,,,,,,30 or more years,,Minimum standard,Percentage (%),Undefined,Units,19.838
2012,Household (%),,,Couple under 60,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,13.082
2012,Household (%),,,Couple 60 or over,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,13.089
2012,Household (%),,,Couple with children,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,12.929
2012,Household (%),,,Lone parent,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,12.74
2012,Household (%),,,Multi-person household,,,,,,,,,,Minimum standard,Percentage (%),Undefined,Units,18.3
